player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
James Camden,53418,LB,W MICHIGAN,1,3,3.9,0,0,347,63.4,84.5,75.3,83.4,80.4,69.9,12.5,2,0,29,30,27.6,8,11
Malik Denkins,55516,ED,C MICHIGAN,1,0,,0,0,134,,50.7,69.1,59.5,55.4,,,0,0,3,3,0.0,0,0
Shaun Myers,62235,LB,COLORADO,1,1,2.6,0,0,143,55.0,49.0,0.0,53.6,54.6,35.1,33.3,3,1,40,42,10.0,4,5
Mister Williams,70521,LB,S DIEGO ST,1,0,3.7,0,0,284,55.4,62.3,77.2,79.5,64.2,56.5,0.0,0,0,28,29,3.6,1,3
Ben Florentine,70644,DI,WYOMING,1,1,4.0,0,0,351,60.0,67.0,76.0,64.0,65.1,49.7,25.0,1,0,26,27,3.8,1,2
Korey Foreman,70831,ED,FRESNO ST,1,0,2.0,0,0,169,60.1,68.9,0.0,73.4,66.6,45.6,0.0,0,1,8,8,12.5,1,1
Calvin Pitcher,70877,LB,UAB,1,2,,0,0,321,45.5,54.4,72.5,57.7,68.8,75.8,0.0,0,0,11,11,0.0,0,0
Tate Romney,70946,LB,ARIZONA ST,1,0,,0,0,110,60.0,60.8,67.4,59.3,60.0,,,0,0,1,1,0.0,0,0
Domani Jackson,71370,CB,ALABAMA,1,0,,0,0,103,64.5,65.2,73.0,,60.6,,,0,0,9,9,0.0,0,0
Keanu Tanuvasa,71398,DI,BYU,1,0,3.0,0,0,128,60.0,65.4,75.9,57.6,67.9,74.5,0.0,0,0,14,14,7.1,1,2
Solomone Langi,72318,DI,S JOSE ST,1,1,3.0,0,0,285,,67.2,73.4,59.0,67.1,72.4,0.0,0,0,14,14,7.1,1,1
Raider Damuni,72338,S,BYU,1,0,,0,0,128,51.8,52.7,75.9,56.4,60.3,,,0,0,4,4,0.0,0,0
