player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaylan Foster,13095,S,S CAROLINA,1,1,10.4,0,0,289,50.6,49.4,77.1,59.7,49.1,39.2,33.3,3,0,43,44,0.0,0,5
Mark Williams,21922,CB,LA MONROE,1,0,,0,0,209,89.4,89.2,73.3,,61.0,66.3,,0,0,7,7,0.0,0,0
Devin Taylor,22317,CB,BOWL GREEN,1,0,0.0,0,0,122,65.7,65.7,76.1,60.0,62.8,80.0,0.0,0,0,28,28,3.6,1,1
Cortez Davis,22974,CB,HAWAII,1,0,2.0,0,1,180,64.5,65.6,78.6,,67.9,82.5,0.0,0,0,27,27,0.0,0,1
Dru Prox,23093,LB,UTSA,1,0,4.0,0,0,331,63.7,66.4,68.7,59.5,65.1,74.3,0.0,0,0,7,7,14.3,1,1
Reggie Stubblefield,23441,S,KANSAS ST,1,1,2.3,0,0,199,65.3,73.1,73.0,59.7,80.2,81.1,0.0,0,0,21,22,9.5,2,3
Mikel Horton,23509,DI,CHARLOTTE,1,1,1.0,0,0,136,,62.6,74.5,57.3,63.5,72.2,0.0,0,0,18,18,5.6,1,1
Darren Evans,24171,CB,LSU,1,0,,0,0,211,62.2,58.5,76.3,,47.8,76.6,,0,0,29,32,0.0,0,0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,,0,0,160,55.4,51.5,73.3,,45.6,22.9,100.0,1,0,15,17,0.0,0,0
Luc Bequette,25776,DI,CAL,1,0,2.0,0,0,130,,68.5,73.7,72.7,60.6,69.7,0.0,0,0,13,13,0.0,0,1
Demario McCall,28012,CB,OHIO STATE,1,1,,0,0,260,71.6,73.9,69.9,,63.4,78.2,0.0,0,0,6,6,0.0,0,0
Richard Moore,28853,LB,SMU,1,1,-3.0,0,0,287,56.4,52.9,70.1,79.3,42.6,77.6,0.0,0,0,17,17,5.9,1,1
Marshaun Cameron,30624,CB,COLO STATE,1,0,13.0,0,0,144,54.3,56.5,78.9,,67.2,79.1,0.0,0,2,39,39,0.0,0,1
Meiko Dotson,33902,CB,FLORIDA ST,1,0,,0,0,167,61.7,62.6,69.6,,60.0,,,0,0,3,3,0.0,0,0
Denzel Feaster,34561,LB,UTSA,1,3,0.0,0,0,331,54.7,64.3,73.8,59.7,76.1,80.9,0.0,0,0,13,13,7.7,1,1
Ferrod Gardner,34595,LB,LA LAFAYET,1,1,5.0,0,0,207,50.2,58.1,72.3,75.5,60.7,48.9,0.0,0,0,25,26,8.0,2,5
John Petrishen,35069,LB,PITTSBURGH,1,1,8.5,0,0,268,56.9,61.0,73.7,56.6,68.0,80.6,0.0,0,0,16,16,6.3,1,2
Scott Patchan,36449,ED,COLO STATE,1,2,0.0,0,0,144,60.6,72.2,0.0,79.3,73.8,58.7,20.0,1,3,39,39,5.1,2,2
Thad Mangum,36819,DI,USF,1,0,,0,0,327,60.3,68.6,72.6,75.4,55.1,38.5,,0,0,4,4,0.0,0,0
Micah Dew-Treadway,37050,DI,MINNESOTA,1,1,,0,0,225,,73.7,75.8,57.1,77.2,69.7,0.0,0,0,10,10,0.0,0,0
Cameron Goode,38410,ED,CAL,1,0,3.0,0,0,130,61.4,72.7,78.8,71.6,62.7,80.8,0.0,0,0,13,13,0.0,0,2
Josh Drayden,38498,CB,CAL,1,0,4.0,0,0,130,58.1,60.1,76.8,58.9,66.0,75.1,0.0,0,0,20,21,0.0,0,1
De'Vante Cross,39851,CB,VIRGINIA,1,0,9.5,0,0,335,41.4,40.0,81.2,60.0,42.0,62.3,0.0,0,0,31,32,0.0,0,2
