player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Kyle Pugh,35900,LB,N ILLINOIS,1,0,,0,0,254,52.3,52.4,72.6,58.4,58.7,,,0,0,12,12,0.0,0,0
Jordan Carmouche,39951,LB,ARK STATE,1,1,1.5,0,0,113,56.2,47.2,78.8,59.4,40.8,49.0,25.0,1,0,33,35,6.1,2,2
Monte McGary,42477,CB,KANSAS,1,0,,0,0,198,61.9,56.3,70.4,,53.7,27.4,100.0,1,0,6,6,0.0,0,0
Bricen Garner,42520,S,W MICHIGAN,1,3,5.5,0,0,347,53.2,61.6,78.8,,77.4,83.5,0.0,0,0,34,34,2.9,1,2
Brandon Moore,42620,CB,NEBRASKA,1,0,,0,0,238,61.1,61.8,75.4,,62.3,77.0,,0,0,15,15,0.0,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,5.4,0,0,146,65.4,56.2,77.4,59.6,47.3,61.5,0.0,0,0,40,41,2.5,1,5
Clifford Chattman,42657,S,UTSA,1,1,,0,0,331,52.1,45.1,77.9,60.0,30.4,27.9,75.0,3,0,15,15,0.0,0,0
Anthony Watts,42807,DI,MARSHALL,1,0,0.5,0,0,214,,42.5,75.4,56.6,40.4,72.4,0.0,0,0,16,16,12.5,2,2
Justin Clark,43185,CB,WISCONSIN,1,0,,0,0,349,55.1,55.8,73.4,,60.6,,,0,1,7,7,0.0,0,0
Ryan McWood,43189,LB,MIAMI OH,1,2,2.3,0,0,221,52.6,52.1,74.7,46.7,57.5,51.1,18.2,2,0,39,39,10.3,4,7
Jaydon Grant,43354,S,OREGON ST,1,0,2.0,0,0,265,66.3,68.8,79.9,68.3,67.3,84.9,0.0,0,0,9,9,11.1,1,1
Sione Tupou,44093,LB,TEXAS ST,1,2,6.3,0,0,314,53.2,59.9,74.9,75.5,61.9,37.3,16.7,1,0,29,29,3.4,1,3
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,0.0,0,0,273,63.2,70.6,70.7,,70.7,73.1,0.0,0,0,7,7,14.3,1,1
Antwaine Richardson,49364,S,KENT STATE,1,1,,0,0,201,54.9,57.9,76.3,,65.7,80.0,0.0,0,0,19,19,0.0,0,0
Penei Pavihi,52079,LB,HAWAII,1,2,2.5,0,0,180,45.5,52.6,77.5,67.3,65.4,42.6,20.0,1,0,24,24,4.2,1,2
George Nyakwol,52203,S,RICE,1,0,15.0,0,1,275,47.3,73.1,75.4,60.0,95.2,81.8,0.0,0,0,27,28,3.7,1,2
Kenneth Orji,52209,ED,RICE,1,2,20.0,0,0,275,61.3,70.3,77.7,54.6,77.7,77.8,0.0,0,0,11,11,0.0,0,1
Trey Schuman,52216,ED,RICE,1,3,2.0,0,0,275,,72.1,74.7,62.8,72.6,76.7,0.0,0,0,13,13,7.7,1,1
