player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,CB,OREGON ST,1,0,,0,0,265,,45.9,71.7,,46.1,21.4,100.0,1,0,7,7,0.0,0,0
Zaid Hamdan,52925,DI,KENT STATE,1,2,1.0,0,0,201,,72.0,75.7,79.7,64.2,72.8,0.0,0,0,27,27,3.7,1,1
DeShawn Pace,53549,LB,UCF,1,0,,0,0,323,69.3,66.1,75.6,56.3,56.0,75.6,,0,0,12,12,0.0,0,0
Eric Phillips,53572,ED,CINCINNATI,1,0,,0,0,138,,62.2,0.0,70.2,51.7,74.8,,0,1,7,7,0.0,0,0
Iesa Jarmon,53981,CB,AKRON,1,0,4.0,0,0,102,65.2,69.5,71.3,,69.7,73.5,0.0,0,0,7,7,14.3,1,1
Jaheim Thomas,54193,LB,WISCONSIN,1,4,4.5,0,0,349,73.0,66.3,75.8,53.8,61.1,83.0,0.0,0,0,29,29,0.0,0,2
Cheikhsaliou Fall,54240,ED,CAL,1,0,,0,0,130,,50.7,75.1,54.9,52.9,,,0,0,7,8,0.0,0,0
Alex Howard,62494,LB,DUKE,1,3,3.5,0,0,154,52.2,42.1,76.8,64.3,35.8,28.8,28.6,2,0,33,33,3.0,1,2
Barry Brown,62724,LB,COAST CAR,1,0,,0,0,141,42.8,30.9,71.6,62.3,31.9,26.8,,0,0,9,9,0.0,0,0
Kam Butler,63872,ED,VIRGINIA,1,2,3.0,0,0,335,62.3,82.8,79.4,84.8,70.2,48.2,33.3,2,0,28,28,0.0,0,2
Ben Florentine,70644,DI,WYOMING,1,2,,0,0,351,,63.4,75.6,54.6,68.2,72.9,0.0,0,0,13,16,0.0,0,0
Korey Foreman,70831,ED,FRESNO ST,1,0,,0,0,169,60.3,82.8,74.2,84.2,60.1,73.4,,0,0,2,2,0.0,0,0
Tuasivi Nomura,70879,LB,FRESNO ST,1,2,2.5,0,0,169,58.3,66.0,75.3,77.2,62.5,64.7,20.0,1,0,15,16,13.3,2,2
Keyon Ware-Hudson,71322,DI,OREGON,1,0,,0,0,264,,55.2,72.8,56.9,56.7,,,0,0,8,8,0.0,0,0
Domani Jackson,71370,CB,ALABAMA,1,0,,0,0,103,59.8,60.4,76.3,58.3,63.8,,,0,1,24,25,0.0,0,0
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,9.0,0,0,284,41.5,47.0,74.3,,62.4,82.9,0.0,0,0,13,13,0.0,0,3
Keanu Tanuvasa,71398,DI,UTAH,1,1,-5.0,1,0,328,,67.1,0.0,70.6,66.5,73.2,0.0,0,1,22,23,4.5,1,1
DJ Harvey,72089,CB,S JOSE ST,1,0,,0,0,285,66.1,66.1,75.5,59.0,63.7,28.0,,0,0,26,26,0.0,0,0
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,22.0,0,0,340,64.7,55.5,0.0,61.6,45.0,29.3,50.0,1,1,25,25,0.0,0,1
Raider Damuni,72338,S,BYU,1,0,0.0,0,0,128,58.4,66.2,72.3,,75.7,81.6,0.0,0,0,10,10,20.0,2,2
Logan Pili,72354,LB,UTAH ST,1,0,,0,0,329,,60.0,63.9,,60.0,,,0,0,1,1,0.0,0,0
Noa Pola-Gates,72535,CB,NEW MEXICO,1,0,24.5,0,1,241,66.5,68.1,76.9,,69.1,63.9,0.0,0,0,33,33,0.0,0,2
Jadon Pearson,72538,LB,UTAH ST,1,0,5.0,0,0,329,62.5,64.5,68.1,59.6,64.1,74.8,0.0,0,0,7,7,0.0,0,1
Keith Conley Jr.,72821,ED,UNLV,1,0,6.0,0,0,325,,61.7,75.6,69.8,54.5,74.7,0.0,0,0,17,18,5.9,1,2
Henry Ikahihifo,73151,ED,NEVADA,1,1,1.0,0,0,239,63.0,56.4,81.5,64.4,47.8,24.1,50.0,2,0,26,27,3.8,1,1
Justin Houston,74101,CB,FRESNO ST,1,0,,0,0,169,63.0,63.8,77.5,,62.3,,,0,0,9,10,0.0,0,0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,3.0,0,0,341,62.0,55.4,77.1,54.8,48.0,27.5,60.0,3,0,23,23,4.3,1,2
Justin Sinclair,74258,S,HAWAII,1,0,4.0,0,0,180,74.1,67.8,73.0,,54.8,52.6,50.0,1,0,17,17,5.9,1,1
Treven Ma'ae,74498,DI,BAYLOR,1,0,1.5,0,0,118,60.0,69.8,75.2,75.1,65.1,75.3,0.0,0,0,42,44,4.8,2,2
Jaymar Mundy,75041,CB,W KENTUCKY,1,0,,0,0,346,26.3,25.3,68.9,,60.0,,,0,0,2,2,0.0,0,0
Silas Walters,75263,S,MIAMI OH,1,0,14.0,0,0,221,61.7,56.9,78.8,,45.3,42.9,28.6,2,0,29,29,3.4,1,5
Chuck Hicks,75816,LB,MISSOURI,1,0,2.3,0,0,229,67.2,73.8,71.4,60.0,72.2,79.1,0.0,0,0,15,16,13.3,2,3
Damaje Yancey,76532,CB,TROY,1,2,2.7,0,0,318,57.6,56.4,76.3,,54.1,52.1,16.7,1,0,42,42,4.8,2,3
Capone Blue,76604,CB,WAKE,1,0,,0,0,339,71.8,71.3,78.1,,61.5,70.5,,0,0,34,35,0.0,0,0
Torey Richardson,76711,CB,TEMPLE,1,0,17.0,0,0,306,65.1,64.0,77.0,60.0,59.1,73.5,0.0,0,0,31,31,0.0,0,1
