player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
DeShawn Pace,53549,LB,UCF,1,0,,0,0,323,54.8,51.6,78.0,51.6,49.6,54.0,,0,0,17,17,0.0,0,0
Iesa Jarmon,53981,CB,AKRON,1,0,,0,0,102,64.4,59.5,70.9,,52.0,43.3,100.0,1,0,7,7,0.0,0,0
Jaheim Thomas,54193,LB,WISCONSIN,1,0,,0,0,349,50.2,28.0,70.0,,35.2,,,0,0,4,4,0.0,0,0
Alex Howard,62494,LB,DUKE,1,1,11.0,0,0,154,61.6,72.6,69.7,,73.2,77.0,0.0,0,0,4,4,0.0,0,1
Barry Brown,62724,LB,COAST CAR,1,1,5.3,0,0,141,62.8,56.1,71.4,,53.5,79.8,0.0,0,0,18,18,5.6,1,3
Ty Hamilton,66298,DI,OHIO STATE,1,0,2.0,0,0,260,,76.6,76.0,74.0,70.6,70.2,0.0,0,0,23,23,4.3,1,1
Ben Florentine,70644,DI,WYOMING,1,0,0.0,1,0,351,,61.4,74.6,56.2,64.6,69.7,0.0,0,1,13,14,7.7,1,1
Korey Foreman,70831,ED,FRESNO ST,1,1,,0,0,169,61.0,50.7,78.2,51.9,50.8,29.9,50.0,1,0,12,12,0.0,0,0
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,2.0,0,0,169,78.3,64.6,0.0,53.3,53.0,82.3,0.0,0,2,13,13,15.4,2,2
Keyon Ware-Hudson,71322,DI,OREGON,1,0,6.0,0,0,264,60.0,66.8,70.6,56.9,67.2,72.6,0.0,0,0,4,4,25.0,1,1
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,12.0,0,0,284,49.0,47.3,74.1,,49.1,29.7,66.7,2,1,17,19,0.0,0,1
Akili Arnold,71406,S,USC,1,0,,0,0,326,58.5,56.9,74.7,58.9,54.7,29.7,100.0,1,0,23,23,0.0,0,0
Easton Mascarenas-Arnold,71410,LB,USC,1,2,2.0,0,0,326,57.2,62.5,77.7,53.9,71.4,61.0,20.0,1,0,29,29,6.9,2,2
Sheldon Newton,71957,DI,BOISE ST,1,0,5.0,0,0,120,,51.7,75.2,55.4,52.5,66.5,0.0,0,0,10,10,10.0,1,1
Kamren Fabiculanan,72332,S,WASHINGTON,1,1,9.5,0,0,340,73.0,63.3,79.0,,40.5,58.2,25.0,1,0,29,30,3.4,1,2
Noa Pola-Gates,72535,CB,NEW MEXICO,1,2,11.5,0,0,241,61.2,60.5,0.0,,67.6,81.7,0.0,0,1,54,55,0.0,0,2
Henry Ikahihifo,73151,ED,NEVADA,1,0,3.5,0,0,239,62.5,61.5,79.7,55.1,61.4,75.2,0.0,0,0,26,26,7.7,2,2
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,3,6.0,0,0,101,64.3,69.6,79.0,77.3,64.2,63.5,12.5,1,0,42,42,7.1,3,4
Marco Notarainni,73389,LB,BOISE ST,1,0,2.5,0,0,120,63.3,68.0,75.0,57.8,69.6,75.8,0.0,0,0,5,5,40.0,2,2
Justin Sinclair,74258,S,HAWAII,1,0,6.0,0,0,180,64.1,56.9,72.9,,53.7,28.1,50.0,1,0,4,4,25.0,1,1
Zion Branch,74395,S,USC,1,0,7.0,0,0,326,43.6,49.7,74.5,59.8,66.2,66.9,0.0,0,0,16,16,0.0,0,2
Treven Ma'ae,74498,DI,BAYLOR,1,2,3.0,0,0,118,60.5,70.9,76.0,61.0,73.4,56.7,0.0,0,0,23,24,4.3,1,2
Damaje Yancey,76532,CB,TROY,1,1,2.0,0,0,318,75.9,75.5,77.1,55.5,68.9,71.2,20.0,1,0,24,25,4.2,1,3
Dennis Briggs Jr.,76792,DI,ILLINOIS,1,1,2.0,0,0,187,,60.0,75.9,61.3,57.8,72.4,0.0,0,0,23,23,4.3,1,1
Antonio Colclough,76813,ED,BUFFALO,1,0,,0,0,126,,70.6,76.5,75.2,52.1,,,0,0,7,7,0.0,0,0
Justin Wright,77160,LB,OKLA STATE,1,1,3.8,0,0,262,46.0,49.0,74.7,55.1,57.2,64.1,16.7,1,0,26,26,7.7,2,4
Daniel Bolden,77252,LB,TOLEDO,1,2,4.5,0,0,316,50.1,62.9,79.3,68.5,75.8,63.2,11.1,1,0,39,39,5.1,2,6
Keye Thompson,77266,LB,PITTSBURGH,1,1,0.7,0,0,268,37.9,53.9,74.9,65.2,70.4,56.0,20.0,1,0,17,17,17.6,3,3
Tory Spears,78134,S,TEXAS ST,1,0,10.0,0,0,314,40.6,46.7,75.9,,66.2,30.7,0.0,0,0,14,14,0.0,0,1
Solomon Vanhorse,78573,HB,INDIANA,1,0,,0,0,190,,60.1,73.9,,60.0,,,0,0,1,1,0.0,0,0
Cherif Seye,79240,ED,UCLA,1,0,,0,0,324,,57.6,75.7,61.0,56.2,71.5,,0,0,3,3,0.0,0,0
Jayden McDonald,81249,LB,UCONN,1,3,3.0,0,0,146,49.3,54.2,78.1,65.4,61.8,43.1,14.3,1,0,22,23,9.1,2,3
Matt Lawson,82266,DI,NEW MEX ST,1,1,0.3,0,0,242,60.0,70.8,77.2,56.8,74.6,75.3,0.0,0,0,19,19,15.8,3,3
Ezekiel Holmes,82281,DI,ILLINOIS,1,1,,0,0,187,,52.8,71.1,53.6,57.6,71.3,0.0,0,0,4,4,0.0,0,0
Maurice Strong Jr.,82408,DI,S ALABAMA,1,0,2.7,0,0,288,60.6,59.4,76.7,57.7,58.5,58.1,25.0,1,0,26,27,0.0,0,3
Jacob Mangum-Farrar,82557,ED,INDIANA,1,1,4.0,0,0,190,53.3,56.6,76.7,65.5,58.7,52.2,33.3,1,0,12,12,8.3,1,1
Ale Kaho,82646,LB,UCLA,1,0,9.5,0,0,324,64.8,56.5,0.0,,58.6,32.1,50.0,2,1,18,18,0.0,0,2
Chris Mills,83315,CB,TEXAS ST,1,0,2.0,0,0,314,56.4,59.8,77.0,,70.2,77.9,0.0,0,0,24,24,4.2,1,1
Bryan Addison,83825,S,UCLA,1,0,8.5,0,0,324,69.4,70.1,78.8,57.1,68.7,80.5,0.0,0,0,31,31,0.0,0,2
Gracen Halton,85774,DI,OKLAHOMA,1,0,,0,0,261,,74.6,74.0,62.8,75.0,,,0,0,7,7,0.0,0,0
Jacob Bandes,86082,DI,WASHINGTON,1,0,2.5,0,0,340,,58.4,0.0,57.8,67.5,72.4,0.0,0,1,14,15,7.1,1,2
Jairus Satele,86168,DI,FRESNO ST,1,0,,0,0,169,,51.9,73.1,53.5,55.8,,,0,0,6,6,0.0,0,0
Kalib Perry,86267,LB,TENNESSEE,1,0,,0,0,307,64.5,64.2,75.2,57.0,62.7,72.2,,0,0,7,8,0.0,0,0
Rodney Robinson,86527,S,BOISE ST,1,0,42.0,0,0,120,85.2,75.1,72.9,,44.4,47.1,50.0,1,0,6,6,0.0,0,1
Ozzie Nicholas,86729,LB,DUKE,1,0,4.8,0,0,154,62.2,59.7,77.3,57.1,56.7,82.0,0.0,0,0,25,26,12.0,3,6
Ceyair Wright,86877,CB,NEBRASKA,1,0,,0,0,238,69.1,69.5,76.4,,63.2,53.5,,0,0,21,21,0.0,0,0
Logan Taylor,87618,LB,HAWAII,1,0,,0,0,180,46.7,48.6,72.9,59.6,62.1,73.2,,0,0,8,8,0.0,0,0
Dylan Brown,88453,DI,JVILLE ST,1,0,,0,0,196,,63.1,70.4,,61.8,,,0,0,5,5,0.0,0,0
Trey Laing,91245,ED,E MICHIGAN,1,0,14.0,0,0,160,62.8,63.2,76.5,62.6,59.3,75.7,0.0,0,0,9,9,0.0,0,1
Amir McDaniel,97087,CB,LA LAFAYET,1,0,9.0,0,0,207,77.1,78.8,79.0,59.2,76.6,65.9,0.0,0,0,29,29,0.0,0,4
Antavious Lane,97141,S,N CAROLINA,1,0,6.7,0,0,245,46.0,53.2,76.3,59.1,70.5,49.1,0.0,0,0,18,18,11.1,2,3
Bralyn Lux,97143,CB,TEXAS TECH,1,0,,0,0,315,43.7,42.8,77.1,,46.7,82.9,,0,0,33,33,0.0,0,0
Brandon Crossley,97225,CB,SMU,1,0,,0,0,287,65.4,65.6,79.0,60.0,62.0,80.1,,0,1,15,15,0.0,0,0
Chike Anigbogu,97239,S,RICE,1,0,3.0,0,0,275,53.8,63.1,72.5,65.6,68.1,27.2,0.0,0,0,14,14,7.1,1,1
Isaiah Essissima,97243,CB,COLO STATE,1,0,,0,0,144,48.6,49.4,72.6,,60.4,,,0,1,7,7,0.0,0,0
Juan Powell,97330,CB,COAST CAR,1,0,,0,0,141,53.7,54.2,74.4,,60.0,,,0,0,3,3,0.0,0,0
AJ Williams,97343,S,COAST CAR,1,0,4.2,0,0,141,65.9,61.4,73.6,,56.9,43.6,28.6,2,0,36,36,11.1,4,5
Jakeen Harris,97351,S,N CAROLINA,1,1,,0,0,245,62.9,60.7,74.3,,55.9,23.6,50.0,1,0,10,10,0.0,0,0
Coco Azema,97353,S,NWESTERN,1,1,7.0,0,0,256,66.0,65.1,74.6,,60.4,29.7,33.3,1,0,9,9,0.0,0,1
Sidney Porter,97369,S,KENNESAW,1,1,6.0,0,0,200,75.3,67.6,82.5,54.0,60.7,76.7,0.0,0,0,28,28,3.6,1,1
Reid Dedman,97372,LB,GA SOUTHRN,1,2,,0,0,174,52.7,38.0,71.5,66.4,36.3,49.9,33.3,1,0,8,8,0.0,0,0
Woodi Washington,97379,CB,OKLAHOMA,1,0,,0,0,261,48.6,49.4,71.2,,61.0,75.1,,0,0,6,6,0.0,0,0
Solomon Brown,97386,S,BUFFALO,1,1,,0,0,126,61.7,57.7,78.4,,44.3,35.7,50.0,1,0,22,23,0.0,0,0
Keonte Glinton,97470,CB,NEW MEX ST,1,1,0.0,0,0,242,54.4,58.5,74.9,,72.4,61.3,0.0,0,0,24,24,4.2,1,1
Roderick Roberson,97471,S,LA TECH,1,0,6.0,0,0,208,65.7,65.5,76.7,,63.0,73.1,14.3,1,0,28,28,7.1,2,6
Dallas Gamble,97483,CB,S ALABAMA,1,0,,0,0,288,,60.0,65.7,,60.0,,,0,0,1,1,0.0,0,0
Dean Clark,97495,S,FRESNO ST,1,3,1.0,0,0,169,62.8,65.7,80.8,55.7,73.4,83.0,0.0,0,0,29,29,0.0,0,1
Jaden Voisin,97506,S,S ALABAMA,1,1,9.0,0,0,288,71.7,72.5,76.2,67.9,63.7,57.0,33.3,1,0,30,32,0.0,0,1
Marvae Myers,97517,CB,MIDDLE TN,1,0,9.0,0,0,224,72.1,72.6,77.5,,67.0,80.0,0.0,0,0,32,32,0.0,0,1
Malik Dixon-Williams,97520,S,UCONN,1,1,1.0,0,0,146,76.8,74.6,79.2,57.8,61.6,60.3,0.0,0,0,17,17,5.9,1,1
Malachi Langley,97532,LB,FRESNO ST,1,0,4.0,0,0,169,61.7,60.6,76.4,60.9,57.3,82.8,0.0,0,0,18,18,11.1,2,4
Quincy Riley,97539,CB,LOUISVILLE,1,0,,0,0,210,69.2,62.8,78.7,59.8,30.0,41.8,100.0,1,0,31,31,0.0,0,0
Jackson Barrow,97545,LB,TOLEDO,1,2,4.5,0,0,316,49.5,54.4,79.4,58.2,65.7,79.8,0.0,0,1,39,39,2.6,1,2
Marcus Fuqua,97563,S,BUFFALO,1,0,,0,0,126,65.3,65.7,76.2,,63.2,41.7,,0,0,15,16,0.0,0,0
Jeff Clark,97566,DI,ARIZONA ST,1,0,,0,0,110,,60.9,75.2,54.1,66.4,,,0,0,14,14,0.0,0,0
Javon Denis,97572,DI,MEMPHIS,1,2,4.0,0,0,218,,58.8,76.8,59.9,57.0,25.9,40.0,2,0,15,16,6.7,1,1
Terry Jones,97675,CB,INDIANA,1,0,-2.0,0,0,190,59.2,65.0,79.0,65.7,74.5,80.8,0.0,0,0,7,7,28.6,2,2
Trey Rucker,97684,S,OKLA STATE,1,1,9.0,0,0,262,60.4,66.4,74.1,,75.0,83.9,0.0,0,0,12,12,8.3,1,2
Nalu Emerson,97701,LB,HAWAII,1,0,7.0,0,0,180,52.4,52.2,71.6,56.6,59.2,77.1,0.0,0,0,8,8,0.0,0,1
M.J. Griffin,97703,S,LOUISVILLE,1,1,9.8,0,0,210,58.2,62.3,77.8,,71.5,57.0,16.7,1,0,30,30,3.3,1,4
Jalen Davis,97720,LB,MIDDLE TN,1,0,3.0,0,0,224,49.0,50.5,0.0,64.9,60.9,53.8,0.0,0,1,30,30,10.0,3,5
Wesley Walker,97725,S,MICHIGAN,1,1,2.5,0,0,222,62.4,66.0,76.6,60.0,70.1,61.7,0.0,0,0,30,30,3.3,1,2
Dorian Hopkins,97730,LB,UTEP,1,1,1.8,0,0,330,48.6,65.7,75.7,68.4,83.5,82.6,0.0,0,1,19,20,15.8,3,4
Marley Cook,97750,DI,MIAMI FL,1,0,5.7,0,0,220,,72.9,71.8,56.0,76.2,73.4,0.0,0,0,5,5,40.0,2,3
Raymond Cutts,97777,ED,TROY,1,0,,0,0,318,,66.9,77.1,65.0,63.9,71.1,,0,0,12,13,0.0,0,0
Jamal Morris,97881,LB,HOUSTON,1,3,4.3,0,0,182,59.2,65.7,75.9,55.1,73.8,68.9,12.5,1,0,28,29,10.7,3,4
Prince Wallace-Bemah,97882,LB,CHARLOTTE,1,2,8.0,0,0,136,62.3,59.8,71.6,,57.2,42.4,25.0,1,0,9,9,0.0,0,1
Gavin Potter,97883,LB,TULSA,1,0,6.0,0,0,320,29.8,42.9,73.0,61.9,69.1,76.0,0.0,0,0,9,10,0.0,0,1
J'Coryan Anderson,97891,LB,MARSHALL,1,2,11.0,0,0,214,71.3,79.6,67.3,,70.9,80.5,0.0,0,0,9,10,11.1,1,2
Devo Bridges,97935,ED,FRESNO ST,1,2,3.0,0,0,169,60.1,70.9,79.3,67.0,70.9,63.9,25.0,2,0,24,24,8.3,2,4
Christian Clayton,97959,DI,UTSA,1,0,0.0,0,0,331,,63.3,74.3,59.5,64.6,69.7,0.0,0,0,8,8,12.5,1,1
Richard Kinley,97960,ED,LOUISVILLE,1,0,,0,0,210,66.5,48.5,75.0,47.8,48.2,34.2,,0,0,4,4,0.0,0,0
Josh Pearcy,97966,ED,RICE,1,1,1.5,0,0,275,62.2,70.5,78.5,64.3,70.8,75.9,0.0,0,0,22,22,9.1,2,2
Eric Hicks Jr.,97967,DI,TULANE,1,0,,0,0,319,,64.6,74.6,57.7,65.9,,,0,0,7,7,0.0,0,0
Izeya Floyd,97969,DI,RICE,1,0,2.0,0,0,275,,66.4,74.5,61.6,66.0,69.7,0.0,0,0,18,18,5.6,1,1
Bubba Thomas,97972,DI,S ALABAMA,1,0,,0,0,288,,65.5,78.3,54.8,70.7,,,0,0,25,27,0.0,0,0
Jalar Holley,97977,DI,CHARLOTTE,1,1,1.0,0,0,136,,59.4,73.8,56.2,61.5,71.3,0.0,0,0,9,9,11.1,1,1
Ricky Samuel,98115,DI,JVILLE ST,1,2,4.0,0,0,196,,48.9,0.0,62.8,52.7,72.5,0.0,0,1,18,18,5.6,1,1
Jahfari Harvey,98118,ED,SMU,1,0,4.0,0,0,287,64.2,76.3,80.3,74.6,66.5,78.0,0.0,0,0,14,14,14.3,2,2
Zach Edwards,98131,ED,W KENTUCKY,1,0,2.0,0,0,346,,58.2,72.3,71.3,49.9,71.1,0.0,0,0,7,7,14.3,1,1
Ramon Puryear,98138,ED,LOUISVILLE,1,1,,0,0,210,,50.4,80.0,52.1,51.8,25.6,50.0,1,0,26,26,0.0,0,0
Jaylen Hudson,98141,ED,UMASS,1,0,,0,0,216,,65.0,76.1,59.4,66.4,,,0,0,16,16,0.0,0,0
Keivie Rose,98144,DI,ARKANSAS,1,0,2.0,0,0,111,,75.8,74.2,62.1,76.8,72.4,0.0,0,0,15,15,6.7,1,2
Mike Kelly,98148,ED,CHARLOTTE,1,2,3.0,0,0,136,,63.4,77.9,57.7,63.6,56.3,20.0,1,0,28,28,3.6,1,2
Ricky Barber,98154,DI,UCF,1,1,-4.0,0,0,323,,66.2,75.7,59.3,71.2,74.6,0.0,0,0,10,10,10.0,1,1
C.J. Bazile,98157,ED,BUFFALO,1,0,,0,0,126,,64.3,70.5,57.3,60.0,,,0,0,2,2,0.0,0,0
Shae Suiaunoa,98159,LB,WYOMING,1,0,1.0,0,0,351,62.7,60.5,73.8,63.7,54.9,48.2,25.0,1,0,20,23,15.0,3,3
Jaylen Pate,98178,ED,NWESTERN,1,0,-4.3,0,0,256,,81.6,76.2,70.9,79.4,76.0,0.0,0,0,11,11,27.3,3,3
Kevin Penn,98180,DI,UAB,1,3,3.0,0,0,321,,82.8,75.7,73.9,77.9,75.2,0.0,0,0,13,13,15.4,2,2
Kyron Mims,98182,DI,LA LAFAYET,1,2,4.0,0,0,207,,65.7,76.8,62.1,64.8,73.6,0.0,0,0,19,19,5.3,1,1
Seth Mason,98185,DI,SM HOUSTON,1,1,5.0,0,0,281,,56.9,76.3,55.1,59.1,71.8,0.0,0,0,14,15,7.1,1,2
Dal'mont Gourdine,98189,DI,UCONN,1,1,3.0,0,0,146,59.4,52.6,0.0,55.2,63.8,46.4,0.0,0,1,14,14,7.1,1,1
Quindarius Dunnigan,98193,ED,MICH STATE,1,0,2.0,0,0,223,,43.7,75.0,56.5,42.8,29.5,50.0,1,0,12,12,8.3,1,1
Steven Parker,98308,ED,TEXAS ST,1,3,1.0,0,0,314,,73.2,76.4,60.6,75.6,77.8,0.0,0,0,14,14,7.1,1,1
