player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jahsen Wint,42914,S,MARSHALL,1,0,,0,0,214,58.6,58.5,75.3,60.0,60.0,,,0,0,1,1,0.0,0,0
Sinjun Astani,52257,DI,USC,1,0,,0,0,326,,61.2,70.4,53.6,63.5,23.1,,0,0,2,2,0.0,0,0
Malik Vann,52555,ED,CINCINNATI,1,0,,0,0,138,,65.0,73.5,72.7,53.7,,,0,0,7,7,0.0,0,0
Tyler Bentley,52790,DI,PITTSBURGH,1,0,,0,0,268,,68.9,72.7,57.5,70.2,,,0,0,5,5,0.0,0,0
Xavier Peters,52819,ED,FAU,1,0,,0,0,165,60.4,60.6,76.2,59.5,59.6,,,0,0,7,7,0.0,0,0
Zaid Hamdan,52925,DI,TULSA,1,0,2.0,0,0,320,,76.5,73.7,66.0,74.9,27.8,50.0,1,0,11,11,9.1,1,1
Cole Pearce,52970,LB,BALL ST,1,0,2.3,0,0,117,34.3,42.6,74.2,54.9,66.7,29.3,0.0,0,0,19,19,15.8,3,3
James Camden,53418,LB,CINCINNATI,1,0,7.0,0,0,138,,38.4,70.1,,39.3,75.8,0.0,0,0,8,8,12.5,1,2
DeShawn Pace,53549,S,CINCINNATI,1,1,5.0,0,0,138,64.9,68.9,80.3,69.3,65.1,55.5,0.0,0,0,11,11,9.1,1,2
Eric Phillips,53572,ED,CINCINNATI,1,0,-2.0,0,1,138,,84.8,74.9,67.9,85.4,74.3,0.0,0,0,8,8,12.5,1,1
Ryan Mullaney,53704,ED,CINCINNATI,1,1,0.0,0,0,138,,76.5,70.7,59.6,74.3,73.5,0.0,0,0,7,7,14.3,1,1
Jaheim Thomas,54193,LB,ARKANSAS,1,1,3.0,0,0,111,66.0,73.1,75.5,54.8,82.5,55.8,0.0,0,1,13,13,15.4,2,3
Jordan Strachan,55198,ED,S CAROLINA,1,1,,0,0,289,62.5,72.0,79.2,75.9,62.0,74.6,0.0,0,0,20,20,0.0,0,0
Zachary Ford,55353,S,TOLEDO,1,1,3.0,0,0,316,54.2,57.8,0.0,59.0,78.5,40.5,0.0,0,1,27,27,7.4,2,3
Korey Hernandez,55796,CB,E MICHIGAN,1,0,,0,0,160,58.4,59.7,77.4,,63.5,28.3,,0,1,15,15,0.0,0,0
Myles Jones,56220,CB,DUKE,1,0,10.0,0,0,154,67.7,67.3,76.2,,60.6,53.4,0.0,0,0,21,21,0.0,0,2
John Davis,56230,CB,N TEXAS,1,1,19.5,0,0,251,73.3,72.2,77.3,,62.5,31.7,25.0,1,0,37,37,2.7,1,2
Taijh Alston,56348,ED,COLORADO,1,1,,0,0,143,,46.5,74.9,55.0,46.3,71.3,0.0,0,0,12,12,0.0,0,0
Demetrice Lofton,56355,ED,W GEORGIA,1,0,,0,0,1177,,74.1,0.0,87.5,55.8,,,0,1,14,15,0.0,0,0
Phil Paea,56717,DI,OKLAHOMA,1,0,,0,0,261,,29.7,0.0,,58.5,,,0,1,2,2,0.0,0,0
Marcus Buckley,56754,DI,NEW MEX ST,1,0,,0,0,242,,68.4,70.9,77.3,55.5,,,0,0,3,3,0.0,0,0
Popo Aumavae,56803,DI,OREGON,1,1,5.0,0,0,264,,57.6,74.5,58.7,57.5,73.4,0.0,0,0,16,16,12.5,2,2
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,,0,0,220,,51.4,71.0,57.6,55.3,,,0,0,3,3,0.0,0,0
JB Brown,57701,ED,UMASS,1,0,4.0,0,0,216,,43.9,73.3,63.2,39.4,70.2,0.0,0,0,11,11,0.0,0,1
Bryson Jackson,57738,S,BAYLOR,1,0,4.0,0,0,118,35.1,43.2,79.9,64.2,58.1,51.8,0.0,0,0,24,24,8.3,2,3
Isaac Ukwu,57888,ED,OLE MISS,1,0,,0,0,226,,61.0,0.0,62.6,70.0,,,0,1,9,10,0.0,0,0
Malik Robinson,58044,LB,HOUSTON,1,1,1.3,0,0,182,70.9,71.5,74.9,57.3,66.4,80.0,0.0,0,0,18,18,16.7,3,3
Monty Montgomery,58203,LB,OLE MISS,1,1,,0,0,226,52.1,63.1,73.7,76.9,63.3,31.8,50.0,1,0,9,10,0.0,0,0
Hamze El-Zayat,61259,WR,E MICHIGAN,1,0,,0,0,160,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Eddie Heckard,63024,CB,BYU,1,0,,0,0,128,65.6,65.7,80.3,58.1,63.5,78.5,,0,0,20,20,0.0,0,0
Jeremiah Harris,63043,S,JVILLE ST,1,1,6.3,0,0,196,51.8,58.7,76.2,,72.2,65.5,0.0,0,0,15,16,6.7,1,3
Kam Butler,63872,ED,VIRGINIA,1,1,3.5,0,0,335,80.3,75.8,81.4,64.0,68.6,81.1,0.0,0,0,35,35,8.6,3,4
Will Whitson,64470,ED,COAST CAR,1,0,,0,0,141,,64.9,72.4,63.9,61.0,,,0,0,3,3,0.0,0,0
Robi Stuart,65032,DI,C MICHIGAN,1,0,0.0,0,0,134,,55.3,77.6,54.0,57.6,70.1,0.0,0,0,17,17,5.9,1,1
Josh Minkins,66051,S,LOUISVILLE,1,2,11.3,0,0,210,63.6,64.8,77.9,,65.3,71.0,0.0,0,0,29,29,0.0,0,4
Jeremiah Wood,66274,S,OHIO,1,0,,1,0,259,54.7,67.7,77.4,77.0,65.1,75.1,,0,1,4,4,0.0,0,0
Ty Hamilton,66298,DI,OHIO STATE,1,2,11.0,0,0,260,,72.4,74.5,62.5,71.9,73.2,0.0,0,0,16,16,0.0,0,1
Markel Perry,66793,ED,SM HOUSTON,1,0,,0,0,281,48.4,49.3,78.3,63.2,45.6,71.5,,0,0,14,14,0.0,0,0
Blake Antzoulatos,70424,LB,CAL,1,1,3.0,0,0,130,63.2,56.5,72.7,56.8,50.7,55.3,0.0,0,0,7,7,14.3,1,1
Ben Florentine,70644,DI,WYOMING,1,0,4.0,0,0,351,,57.1,74.4,55.1,60.9,70.8,0.0,0,0,5,5,20.0,1,1
Korey Foreman,70831,ED,USC,1,0,,0,0,326,,82.8,73.3,83.1,64.8,,,0,0,6,6,0.0,0,0
Tate Romney,70946,LB,ARIZONA ST,1,3,2.3,0,0,110,64.6,68.9,74.0,54.2,70.2,74.6,0.0,0,0,25,27,16.0,4,4
Bryant Jackson,70973,LB,NEW MEX ST,1,0,,0,0,242,,49.9,67.5,,52.7,25.6,100.0,1,0,3,3,0.0,0,0
Tarik Luckett,71171,CB,N TEXAS,1,0,27.0,0,0,251,70.3,72.6,72.6,,65.7,74.2,0.0,0,0,17,17,0.0,0,1
Keyon Ware-Hudson,71322,DI,OREGON,1,0,4.0,0,0,264,,77.3,73.3,66.7,74.5,27.8,0.0,0,0,13,13,7.7,1,1
Domani Jackson,71370,CB,USC,1,1,,0,0,326,60.9,62.2,74.7,,65.3,53.1,0.0,0,0,14,14,0.0,0,0
William Nimmo Jr.,71391,S,UCLA,1,0,,0,0,324,61.2,59.3,77.2,,54.5,54.8,100.0,1,0,10,10,0.0,0,0
Keanu Tanuvasa,71398,DI,UTAH,1,1,,0,0,328,60.0,66.4,76.4,59.0,63.6,71.9,0.0,0,0,11,12,0.0,0,0
Akili Arnold,71406,S,OREGON ST,1,0,10.0,0,0,265,66.5,69.2,77.8,,72.9,80.5,0.0,0,0,16,16,6.3,1,2
Easton Mascarenas-Arnold,71410,LB,OREGON ST,1,0,3.0,0,0,265,60.6,58.7,76.4,52.9,59.5,48.8,33.3,1,0,15,15,6.7,1,2
Jaxen Turner,71728,S,UNLV,1,1,,0,0,325,52.3,55.7,77.9,,66.3,49.6,0.0,0,0,25,25,0.0,0,0
Sheldon Newton,71957,DI,BOISE ST,1,0,2.0,0,0,120,,57.8,73.8,63.4,54.3,70.2,0.0,0,0,5,5,20.0,1,1
DJ Harvey,72089,CB,S JOSE ST,1,0,,1,0,285,65.5,57.7,0.0,60.0,64.3,79.9,,0,2,22,23,0.0,0,0
Na'im Rodman,72145,DI,WASH STATE,1,0,,0,0,341,,52.1,72.6,55.3,55.1,,,0,0,4,4,0.0,0,0
Spencer Lytle,72168,ED,STANFORD,1,0,,0,0,300,61.4,61.8,72.1,58.7,60.0,,,0,0,1,1,0.0,0,0
Ralen Goforth,72169,LB,WASHINGTON,1,2,0.0,0,0,340,64.9,69.0,73.6,53.0,77.4,77.7,0.0,0,0,9,9,11.1,1,1
Cole Aubrey,72170,ED,NOTRE DAME,1,0,,0,0,258,,51.6,64.1,,60.0,,,0,0,1,1,0.0,0,0
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,4.0,0,0,340,75.6,75.3,75.1,,63.4,77.1,0.0,0,0,5,5,20.0,1,1
Raider Damuni,72338,S,BYU,1,0,,0,0,128,66.1,66.2,70.8,,60.0,74.3,,0,0,1,1,0.0,0,0
Logan Pili,72354,LB,UTAH ST,1,0,,0,0,329,,50.9,62.1,,60.0,,,0,0,1,1,0.0,0,0
Justin Flowe,72388,LB,ARIZONA,1,0,5.0,0,0,109,63.2,67.1,66.8,,64.9,75.8,0.0,0,0,7,7,0.0,0,1
Zahran Manley,72425,CB,STANFORD,1,0,,0,0,300,69.6,69.8,78.1,,60.3,27.9,,0,0,6,8,0.0,0,0
Noa Pola-Gates,72535,S,NEW MEXICO,1,1,2.0,0,0,241,26.8,27.4,0.0,59.5,64.7,45.9,0.0,0,5,17,17,11.8,2,2
Lavario Wiley,72769,CB,C MICHIGAN,1,0,,0,0,134,55.2,53.1,77.4,,46.8,76.2,,0,1,28,28,0.0,0,0
