player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaylan Foster,13095,S,S CAROLINA,1,1,6.7,0,0,289,67.2,70.3,77.0,76.0,66.5,77.1,11.1,1,0,41,41,2.4,1,7
Devin Taylor,22317,CB,BOWL GREEN,1,0,2.0,0,0,122,68.0,67.3,78.0,45.1,71.6,58.0,0.0,0,0,30,30,3.3,1,1
Dru Prox,23093,LB,UTSA,1,1,9.0,0,0,331,51.9,56.1,74.1,,67.1,75.7,0.0,0,0,8,8,0.0,0,1
Mikel Horton,23509,DI,CHARLOTTE,1,0,2.0,0,0,136,,70.8,72.7,65.1,66.9,69.7,0.0,0,0,6,6,16.7,1,1
Darion Dunn,23963,CB,TEXAS,1,0,,0,0,311,57.8,58.5,74.1,,61.4,74.2,,0,0,10,10,0.0,0,0
Darren Evans,24171,CB,LSU,1,0,13.0,0,0,211,39.9,45.7,72.2,,64.6,73.1,0.0,0,1,12,12,0.0,0,1
Alvinoski LaFleur,24504,S,E MICHIGAN,1,1,6.2,0,0,160,63.7,69.8,78.5,71.3,75.3,54.0,14.3,1,0,25,25,12.0,3,5
Jeremiah Moon,26453,LB,FLORIDA,1,0,0.0,0,0,163,70.6,76.5,79.7,63.2,80.6,80.6,0.0,0,0,17,17,11.8,2,2
Brenden Schooler,28253,S,TEXAS,1,0,9.0,0,0,311,65.5,62.8,71.4,,58.0,40.9,50.0,1,0,5,5,0.0,0,1
Jack Jones,29050,CB,ARIZONA ST,1,0,,0,0,110,83.7,83.6,76.2,,62.2,79.8,,0,0,10,10,0.0,0,0
Marshaun Cameron,30624,CB,COLO STATE,1,1,10.5,0,0,144,70.1,70.9,75.6,,67.6,78.8,0.0,0,0,23,24,0.0,0,2
Brian Cavicante,33444,LB,MARSHALL,1,0,5.0,0,0,214,60.0,43.0,69.8,,44.0,73.2,0.0,0,0,5,5,0.0,0,1
Denzel Feaster,34561,LB,UTSA,1,0,,0,0,331,67.4,65.1,73.6,59.5,54.1,73.1,,0,0,4,4,0.0,0,0
Cristian Williams,36151,S,TULSA,1,0,6.0,0,0,320,61.8,55.5,76.5,55.9,44.3,29.8,40.0,2,0,25,25,4.0,1,3
Scott Patchan,36449,ED,COLO STATE,1,0,1.3,0,0,144,61.4,61.9,78.3,69.4,53.3,59.1,25.0,1,0,22,23,9.1,2,3
Tony Fair,37101,DI,AUBURN,1,1,3.0,0,0,115,,58.3,76.6,57.7,58.3,72.1,0.0,0,0,30,30,3.3,1,1
De'Vante Cross,39851,CB,VIRGINIA,1,1,,0,0,335,52.8,57.1,80.8,,68.0,22.2,0.0,0,0,32,33,0.0,0,0
Derrion Rakestraw,39968,S,TULANE,1,2,3.0,0,0,319,57.3,60.3,74.1,59.1,65.1,80.9,0.0,0,0,12,12,8.3,1,2
Tyrell Alexander,39986,WR,VANDERBILT,1,0,,0,0,333,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,0,9.0,0,0,134,71.9,66.6,75.1,64.3,52.1,76.8,0.0,0,0,11,12,0.0,0,1
Jahaziel Lee,40537,DI,LA MONROE,1,1,,0,0,209,60.0,46.6,75.1,57.3,45.1,69.7,0.0,0,0,18,19,0.0,0,0
Prather Hudson,40617,S,ILLINOIS,1,0,,0,0,187,51.0,50.0,67.8,,60.3,,,0,0,2,2,0.0,0,0
Aaron Hansford,40694,LB,TEXAS A&M,1,0,5.2,0,0,312,61.3,61.0,0.0,61.6,65.6,66.9,16.7,1,1,26,27,11.5,3,5
Malik Staples,40902,LB,W KENTUCKY,1,0,,0,0,346,48.6,40.5,73.1,47.0,50.4,23.6,100.0,2,0,10,10,0.0,0,0
Eric Sutton,41489,CB,TEXAS ST,1,1,,0,0,314,67.8,66.5,78.5,,61.2,77.9,0.0,0,0,31,33,0.0,0,0
Ty Shelby,41752,ED,LA MONROE,1,2,3.3,0,0,209,62.9,68.7,79.4,55.5,71.0,79.7,0.0,0,0,44,45,4.5,2,3
Sam Hammond,41836,ED,NEVADA,1,0,,0,0,239,,57.4,77.2,59.5,54.7,73.8,,0,0,12,12,0.0,0,0
Ben Davis,41960,ED,TEXAS,1,0,,0,0,311,52.7,68.7,72.8,87.1,60.0,76.9,,0,0,1,1,0.0,0,0
Kenny Turnier,42019,DI,TCU,1,0,,0,0,305,,54.7,73.6,55.5,57.2,,,0,0,6,6,0.0,0,0
Freddie Johnson,42129,CB,TEMPLE,1,1,,0,0,306,54.1,48.6,70.0,60.0,49.6,27.8,50.0,1,0,8,8,0.0,0,0
Avien Peah,42158,ED,UMASS,1,1,1.0,0,0,216,,66.8,74.9,57.3,68.7,73.9,0.0,0,0,9,9,11.1,1,1
Nick Grant,42242,S,VIRGINIA,1,0,,0,0,335,63.9,63.7,69.1,,60.0,76.4,,0,0,2,3,0.0,0,0
Alonzo McCoy,42383,CB,C MICHIGAN,1,1,5.6,0,0,134,65.9,62.7,0.0,59.7,66.4,73.7,14.3,1,1,31,31,6.5,2,5
Chris Moore,42400,S,GA STATE,1,0,,0,0,175,37.2,40.9,71.7,,60.8,76.2,,0,0,6,6,0.0,0,0
Raleigh Texada,42440,CB,BAYLOR,1,0,3.0,0,0,118,61.5,63.7,77.2,58.3,72.6,81.5,0.0,0,1,22,23,4.5,1,2
JoJo Domann,42446,LB,NEBRASKA,1,0,1.0,0,0,238,66.7,70.8,82.9,66.1,70.8,52.2,0.0,0,1,35,35,2.9,1,1
D.J. Ford,42473,S,E CAROLINA,1,0,7.0,0,0,156,48.9,49.3,74.5,60.0,56.0,58.5,50.0,1,0,9,9,0.0,0,1
Tomon Fox,42486,ED,N CAROLINA,1,0,4.3,0,0,245,60.2,67.1,80.4,59.1,68.4,77.5,0.0,0,0,31,33,6.5,2,4
Jay Lenard,42492,S,S JOSE ST,1,4,5.8,0,0,285,51.2,67.9,78.7,59.7,85.3,86.1,0.0,0,1,47,49,6.4,3,5
Cedric Boswell,42504,CB,MIAMI OH,1,1,4.0,0,0,221,53.9,52.9,77.8,,52.2,73.1,20.0,1,0,25,25,4.0,1,3
Keir Thomas,42509,ED,FLORIDA ST,1,1,,0,0,167,55.2,53.1,80.8,60.1,51.5,40.8,50.0,1,0,23,23,0.0,0,0
Tyrez Lindsey,42510,S,MEMPHIS,1,1,7.0,0,0,218,54.5,59.2,73.5,,65.7,80.9,0.0,0,0,10,10,0.0,0,1
Nazeeh Johnson,42553,S,MARSHALL,1,1,23.5,0,0,214,68.5,66.6,79.2,,60.8,66.5,25.0,1,0,44,46,0.0,0,2
Jordan Fox,42554,ED,STANFORD,1,2,8.3,0,0,300,62.5,52.1,79.3,53.7,50.0,59.3,14.3,1,0,23,23,0.0,0,4
Ja'Quain Blakely,42579,ED,TENNESSEE,1,0,1.2,0,0,307,57.9,49.5,0.0,54.3,66.5,76.6,0.0,0,1,17,17,17.6,3,5
Aaron Ramseur,42585,LB,E CAROLINA,1,2,19.0,0,0,156,61.1,81.5,71.3,67.7,84.9,54.8,0.0,0,0,8,8,12.5,1,2
Leevel Tatum III,42587,DI,ARIZONA,1,0,,0,0,109,,50.7,68.3,,55.4,,,0,0,3,3,0.0,0,0
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,0,2.3,0,0,265,64.4,58.6,80.9,61.5,51.0,31.6,40.0,2,0,18,19,5.6,1,3
Taylor Riggins,42599,ED,BUFFALO,1,1,-1.0,0,0,126,,68.9,77.1,67.7,64.9,73.9,0.0,0,0,19,19,5.3,1,1
Tayler Hawkins,42606,CB,S DIEGO ST,1,0,16.0,0,0,284,77.2,74.1,75.2,64.9,50.1,51.8,50.0,1,0,17,17,0.0,0,1
Therran Coleman,42611,CB,W MICHIGAN,1,0,3.0,0,0,347,67.7,64.0,77.9,,49.8,30.0,75.0,3,0,25,25,4.0,1,1
Caesar Williams,42613,CB,WISCONSIN,1,0,23.0,0,0,349,79.0,79.5,74.3,,64.2,77.0,0.0,0,1,7,7,0.0,0,1
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,1,0,,0,0,315,,59.2,66.3,59.1,60.0,,,0,0,1,1,0.0,0,0
Joe Headen,42645,CB,DOMINION,1,0,7.0,0,0,263,62.1,63.8,81.5,,69.1,66.7,0.0,0,0,27,27,3.7,1,2
Lawson Hall,42652,LB,NEVADA,1,1,4.0,0,0,239,55.7,56.3,75.1,55.0,62.4,76.1,0.0,0,0,13,13,0.0,0,1
