player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Tim Terry,55020,LB,AKRON,1,0,2.0,0,0,102,64.0,79.8,75.9,68.2,91.1,82.0,0.0,0,0,18,20,27.8,5,5
Isaiah King,55037,CB,BUFFALO,1,1,,1,0,126,60.6,61.6,78.7,,65.5,41.0,0.0,0,1,19,19,0.0,0,0
Jahmin Muse,55830,S,BUFFALO,1,0,2.3,0,0,126,65.8,68.9,76.7,58.0,75.7,83.2,0.0,0,0,19,19,15.8,3,3
Ibrahim Kante,56423,ED,BUFFALO,1,0,1.0,0,0,126,60.0,57.5,77.5,58.2,55.6,73.3,0.0,0,0,11,11,9.1,1,1
Victor Jones,56486,ED,AKRON,1,1,5.0,0,0,102,49.3,56.0,3.6,61.3,66.2,77.7,0.0,0,1,19,21,0.0,0,1
Damian Jackson,56747,ED,BUFFALO,1,1,,0,0,126,64.7,61.7,79.7,52.7,65.7,46.7,0.0,0,0,10,10,0.0,0,0
Zach Morton,56853,ED,AKRON,1,2,1.5,0,0,102,61.3,74.9,79.7,66.9,76.6,60.3,0.0,0,0,19,21,5.3,1,2
Curtis Harper,56859,DI,AKRON,1,0,,0,0,102,,51.1,76.2,53.2,52.4,,,0,0,18,20,0.0,0,0
Ravontae Holt,57042,DI,AKRON,1,0,,0,0,102,60.0,60.3,77.9,55.1,65.3,70.2,,0,0,19,21,0.0,0,0
Bubba Arslanian,57671,LB,AKRON,1,2,1.5,0,0,102,58.6,76.0,78.0,69.7,88.6,73.4,11.1,1,0,19,21,31.6,6,6
James Patterson,77169,LB,BUFFALO,1,1,0.0,0,0,126,71.3,71.5,77.3,73.2,59.3,60.0,28.6,2,0,19,19,21.1,4,4
Max Michel,77272,ED,BUFFALO,1,0,,0,1,126,62.1,65.9,77.8,59.1,68.1,,,0,0,8,8,0.0,0,0
Nate Thompson,77813,S,AKRON,1,1,13.0,0,0,102,53.1,60.3,73.2,,71.6,59.9,0.0,0,0,6,8,0.0,0,1
Jalen Hooks,77865,CB,AKRON,1,0,,0,0,102,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Kerry Martin Jr.,97473,S,AKRON,1,1,-5.0,0,0,102,73.2,71.1,0.0,59.1,71.9,83.1,0.0,0,1,21,23,4.8,1,1
Marcus Fuqua,97563,S,BUFFALO,1,0,11.3,0,0,126,68.5,66.2,78.5,57.9,57.4,84.7,0.0,0,1,19,19,5.3,1,3
C.J. Bazile,98157,ED,BUFFALO,1,1,0.0,0,0,126,61.2,81.8,77.6,74.0,70.0,59.5,33.3,1,0,9,9,11.1,1,1
Dylan Powell,100307,S,BUFFALO,1,0,,0,0,126,63.2,63.1,70.7,,60.0,,,0,0,1,1,0.0,0,0
Corey Thomas Jr.,100330,ED,AKRON,1,0,,0,0,102,63.9,60.9,71.7,,54.7,27.0,100.0,1,0,7,7,0.0,0,0
