player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Malik Vann,52555,ED,CINCINNATI,1,0,0.0,0,0,138,,52.6,76.0,59.7,48.0,71.1,0.0,0,0,9,9,11.1,1,1
Tyler Bentley,52790,DI,PITTSBURGH,1,1,5.0,0,0,268,,60.7,75.1,56.2,61.4,72.4,0.0,0,0,21,21,0.0,0,1
Zaid Hamdan,52925,DI,TULSA,1,0,,0,0,320,,43.7,70.9,64.1,41.4,17.5,100.0,1,0,4,4,0.0,0,0
Cole Pearce,52970,LB,BALL ST,1,0,1.6,0,0,117,60.9,54.4,75.2,54.1,50.3,63.4,16.7,1,0,26,26,19.2,5,5
DeShawn Pace,53549,S,CINCINNATI,1,0,8.0,0,0,138,74.4,74.2,78.3,59.8,65.6,80.0,0.0,0,0,15,15,0.0,0,1
Eric Phillips,53572,ED,CINCINNATI,1,0,1.0,0,0,138,,59.4,76.5,54.3,67.5,72.2,0.0,0,0,6,6,16.7,1,1
Jaheim Thomas,54193,LB,ARKANSAS,1,4,6.0,0,0,111,59.7,46.1,0.0,56.6,48.2,51.4,22.2,2,1,27,27,3.7,1,3
Jordan Strachan,55198,ED,S CAROLINA,1,0,,0,0,289,,53.6,76.3,60.5,49.1,18.2,100.0,1,0,12,12,0.0,0,0
Zachary Ford,55353,S,TOLEDO,1,0,9.0,0,0,316,48.5,43.3,0.0,57.9,49.9,50.3,0.0,0,1,20,22,0.0,0,2
Korey Hernandez,55796,CB,E MICHIGAN,1,0,,0,0,160,53.9,47.9,0.0,,60.0,77.7,,0,1,6,6,0.0,0,0
John Davis,56230,CB,N TEXAS,1,0,,0,0,251,46.0,48.1,75.7,,61.6,74.2,,0,0,13,13,0.0,0,0
Taijh Alston,56348,ED,COLORADO,1,0,1.0,0,0,143,,68.2,0.0,66.4,74.2,73.4,0.0,0,1,12,12,16.7,2,2
Demetrice Lofton,56355,ED,W GEORGIA,1,0,,0,0,1177,,64.2,74.5,63.2,61.3,,,0,0,8,8,0.0,0,0
Popo Aumavae,56803,DI,OREGON,1,0,,0,0,264,,70.5,0.0,78.0,60.0,,,0,1,1,2,0.0,0,0
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,-1.0,0,0,220,,59.2,73.0,55.6,62.1,71.1,0.0,0,0,6,6,16.7,1,1
Xavier Williams,57263,HB,KENT STATE,1,0,,0,0,201,,60.1,73.9,,60.0,,,0,0,1,1,0.0,0,0
Bryson Jackson,57738,S,BAYLOR,1,0,,0,0,118,42.7,38.6,77.6,59.7,45.3,23.4,100.0,1,0,11,11,0.0,0,0
Isaac Ukwu,57888,ED,OLE MISS,1,0,2.0,0,0,226,62.1,66.0,78.6,59.3,67.1,72.2,0.0,0,0,16,16,6.3,1,1
Malik Robinson,58044,LB,HOUSTON,1,4,-2.0,0,0,182,43.2,47.8,74.1,62.2,55.0,58.1,16.7,1,0,32,32,3.1,1,1
Monty Montgomery,58203,LB,OLE MISS,1,0,,0,0,226,60.0,49.8,67.1,59.3,56.1,,,0,0,3,3,0.0,0,0
Londyn Craft,60689,LB,E MICHIGAN,1,1,,0,0,160,60.0,64.6,64.6,,62.6,74.3,0.0,0,0,4,4,0.0,0,0
Takulve Williams,61346,S,W KENTUCKY,1,1,,0,0,346,62.5,62.7,78.5,55.7,64.7,82.1,0.0,0,0,15,15,0.0,0,0
Jaiden Cameron,62277,ED,NWESTERN,1,0,,0,0,256,,58.5,69.0,57.1,60.0,,,0,0,1,1,0.0,0,0
Eddie Heckard,63024,CB,BYU,1,1,,0,0,128,34.5,35.0,79.1,59.2,46.0,29.0,66.7,2,0,27,27,0.0,0,0
Will Whitson,64470,ED,COAST CAR,1,1,2.7,0,0,141,60.0,70.9,77.1,64.1,70.4,78.5,0.0,0,0,19,19,10.5,2,3
Robi Stuart,65032,DI,C MICHIGAN,1,0,2.0,0,0,134,,51.5,78.3,61.8,46.1,72.4,0.0,0,0,25,25,4.0,1,2
Josh Minkins,66051,S,LOUISVILLE,1,0,,0,0,210,64.5,64.6,70.3,,60.0,73.6,,0,0,1,1,0.0,0,0
Jeremiah Wood,66274,S,OHIO,1,1,11.0,0,0,259,73.4,72.3,79.0,,65.9,59.0,33.3,2,0,37,38,2.7,1,3
Ty Hamilton,66298,DI,OHIO STATE,1,1,-1.0,0,0,260,60.0,74.7,74.2,79.6,63.0,73.4,0.0,0,0,14,14,7.1,1,1
Markel Perry,66793,ED,SM HOUSTON,1,1,2.8,0,0,281,60.0,65.6,78.1,56.8,72.3,62.1,0.0,0,0,17,17,11.8,2,4
Ben Florentine,70644,DI,WYOMING,1,0,0.0,0,0,351,,53.9,72.4,57.9,54.8,69.7,0.0,0,0,8,8,12.5,1,1
Tuasivi Nomura,70879,ED,FRESNO ST,1,0,,0,0,169,60.9,56.9,75.8,56.7,56.6,,,0,0,12,12,0.0,0,0
Tate Romney,70946,LB,ARIZONA ST,1,0,,0,0,110,52.9,41.4,73.1,63.2,29.7,45.8,,0,0,16,16,0.0,0,0
Keyon Ware-Hudson,71322,DI,OREGON,1,0,,0,0,264,,64.5,71.5,62.9,61.8,,,0,0,5,5,0.0,0,0
Domani Jackson,71370,CB,USC,1,0,3.0,0,0,326,54.5,57.1,77.4,,66.5,59.2,0.0,0,0,27,29,3.7,1,1
William Nimmo Jr.,71391,S,UCLA,1,0,9.0,0,0,324,67.2,67.8,77.8,59.1,66.7,61.6,0.0,0,0,23,24,0.0,0,1
Keanu Tanuvasa,71398,DI,UTAH,1,0,3.0,0,0,328,60.0,57.3,75.9,52.6,62.4,71.9,0.0,0,0,18,19,0.0,0,1
Akili Arnold,71406,S,OREGON ST,1,1,,0,0,265,54.9,58.4,75.5,57.9,69.1,41.4,0.0,0,0,16,16,0.0,0,0
Easton Mascarenas-Arnold,71410,LB,OREGON ST,1,2,1.7,0,0,265,57.0,64.9,76.2,53.5,77.5,80.2,0.0,0,0,16,16,18.8,3,3
Aaron Smith,71596,S,NEW MEXICO,1,0,12.0,0,0,241,60.0,39.5,70.9,,35.1,24.0,66.7,2,0,9,10,0.0,0,1
Jaxen Turner,71728,S,UNLV,1,2,4.7,0,0,325,63.7,69.3,76.6,,77.3,84.9,0.0,0,0,23,24,8.7,2,3
Sheldon Newton,71957,DI,BOISE ST,1,1,0.5,0,0,120,60.0,72.6,75.4,57.0,74.3,75.4,0.0,0,0,14,14,21.4,3,4
DJ Harvey,72089,CB,S JOSE ST,1,0,3.0,0,0,285,62.5,62.8,76.6,58.2,64.9,81.1,0.0,0,0,13,13,7.7,1,1
Na'im Rodman,72145,DI,WASH STATE,1,0,,0,0,341,,59.9,72.3,56.8,61.9,,,0,0,8,8,0.0,0,0
Ralen Goforth,72169,LB,WASHINGTON,1,1,0.0,0,0,340,49.7,51.3,73.4,56.8,63.7,49.5,0.0,0,0,5,5,20.0,1,1
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,,0,0,340,63.2,63.8,71.3,,60.9,,,0,0,7,7,0.0,0,0
Raider Damuni,72338,S,BYU,1,1,8.0,0,0,128,63.5,51.2,66.9,,46.6,28.6,50.0,2,0,7,7,0.0,0,1
