player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,S,OREGON ST,1,2,-4.0,0,0,265,88.8,90.2,74.6,62.6,75.0,79.9,0.0,0,0,19,19,5.3,1,1
Ben Florentine,70644,DI,WYOMING,1,1,,0,0,351,,69.7,76.3,65.0,68.4,69.7,0.0,0,0,42,42,0.0,0,0
Calvin Pitcher,70877,LB,UAB,1,0,4.0,0,0,321,52.5,50.8,72.6,59.6,57.5,26.5,0.0,0,0,7,7,14.3,1,1
Tate Romney,70946,LB,ARIZONA ST,1,0,5.0,0,0,110,45.2,48.1,72.7,,66.0,73.1,0.0,0,0,3,4,0.0,0,1
Domani Jackson,71370,CB,ALABAMA,1,0,,0,0,103,57.8,58.2,76.8,,60.7,80.3,,0,2,10,10,0.0,0,0
Keanu Tanuvasa,71398,DI,BYU,1,0,5.0,0,0,128,60.0,67.0,78.2,65.8,63.5,45.0,33.3,1,0,23,23,4.3,1,2
Solomone Langi,72318,DI,S JOSE ST,1,0,,0,0,285,70.9,70.0,74.6,57.7,62.4,70.1,,0,0,9,10,0.0,0,0
Justin Flowe,72388,LB,UNLV,1,0,,0,0,325,,60.9,64.2,,60.0,,,0,0,1,1,0.0,0,0
Marco Notarainni,73389,LB,BOISE ST,1,1,1.5,0,0,120,55.0,64.8,77.5,55.8,79.1,47.0,16.7,1,0,22,22,18.2,4,4
Trent Whalen,73609,LB,ARKANSAS,1,0,2.0,0,0,111,60.2,71.6,69.6,,67.9,74.3,0.0,0,0,3,3,33.3,1,1
Cory Hall,73699,DI,UNLV,1,0,,0,0,325,,61.2,68.2,,60.0,,,0,0,4,4,0.0,0,0
Justin Sinclair,74258,S,HAWAII,1,0,,0,0,180,62.3,62.6,71.1,,60.0,,,0,0,2,2,0.0,0,0
Silas Walters,75263,S,MIAMI OH,1,2,,0,0,221,62.0,66.4,78.1,,77.0,62.1,0.0,0,0,10,11,0.0,0,0
Aneesh Vyas,75285,DI,WYOMING,1,0,,0,0,351,,65.5,72.5,59.3,65.2,,,0,0,14,14,0.0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,0,,0,0,122,,48.3,74.2,58.1,48.1,,,0,0,18,19,0.0,0,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,0.5,0,0,261,,72.3,74.0,72.2,62.9,74.3,0.0,0,0,7,7,28.6,2,2
Kalib Perry,86267,LB,LOUISVILLE,1,0,,0,0,210,66.1,75.5,72.4,78.7,66.3,77.6,,0,0,10,11,0.0,0,0
Jalil Tucker,86578,CB,OREGON ST,1,0,,1,0,265,49.3,50.9,77.4,,64.2,21.4,,0,3,22,23,0.0,0,0
Ceyair Wright,86877,CB,NEBRASKA,1,1,7.0,0,0,238,74.1,72.5,80.5,,62.7,58.1,0.0,0,0,28,30,0.0,0,1
David Reese,90079,ED,SYRACUSE,1,0,0.0,0,0,304,58.6,58.4,0.0,61.4,63.6,47.5,0.0,0,1,19,19,5.3,1,1
Ose Egbase,90529,ED,UNLV,1,0,,0,0,325,,54.8,73.8,56.0,56.7,,,0,0,7,7,0.0,0,0
Solomon Brown,97386,S,BUFFALO,1,0,4.0,0,0,126,76.9,67.9,76.2,59.7,53.7,45.9,50.0,1,0,24,24,4.2,1,1
Marvae Myers,97517,CB,MARSHALL,1,1,,0,0,214,56.1,59.9,78.1,73.8,65.7,81.3,0.0,0,0,33,33,0.0,0,0
Jett Elad,97543,S,RUTGERS,1,0,13.0,0,0,278,73.8,49.9,77.0,67.9,22.8,23.1,66.7,2,0,25,27,0.0,0,1
Mohamed Toure,97751,LB,MIAMI FL,1,1,3.0,0,0,220,50.1,48.9,74.2,57.1,52.6,47.3,0.0,0,0,22,23,9.1,2,3
Zaylin Wood,97761,DI,VANDERBILT,1,0,,0,0,333,,55.2,75.7,66.4,42.7,73.0,,0,0,9,9,0.0,0,0
Mark Davis,97886,CB,VANDERBILT,1,0,,0,0,333,84.3,84.0,74.6,,61.5,77.0,,0,0,11,11,0.0,0,0
Shammond Cooper,97918,LB,AKRON,1,2,1.5,0,0,102,57.2,60.1,76.8,56.7,64.1,36.1,20.0,1,0,25,26,4.0,1,2
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,,0,0,110,60.0,65.4,71.4,62.6,62.2,73.5,,0,0,4,4,0.0,0,0
Jalar Holley,97977,DI,CHARLOTTE,1,0,,0,0,136,,60.2,71.2,59.2,60.3,,,0,0,7,7,0.0,0,0
Richie Hagarty,98121,ED,NWESTERN,1,0,,0,0,256,60.2,62.6,75.2,58.6,63.3,70.8,,0,0,10,10,0.0,0,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,1,-2.0,0,0,223,,61.4,75.8,54.2,66.5,75.4,0.0,0,0,9,9,11.1,1,2
Zukudo Igwenagu,98305,ED,UMASS,1,0,,0,0,216,,60.4,73.4,59.5,60.4,,,0,0,7,7,0.0,0,0
Jalen Catalon,98867,S,MISSOURI,1,0,11.5,0,0,229,67.5,62.9,74.7,57.9,54.4,81.9,0.0,0,0,12,12,0.0,0,2
