player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Michael McMorris,76674,CB,NAVY,1,0,5.7,0,0,237,76.0,70.2,73.2,,60.1,79.2,0.0,0,0,33,33,6.1,2,3
Jamal Glenn,76677,CB,NAVY,1,1,2.5,0,0,237,57.7,56.9,71.0,,56.8,44.5,0.0,0,0,33,33,6.1,2,2
Diego Fagot,77563,LB,NAVY,1,1,1.7,1,0,237,53.2,48.2,0.0,60.3,55.3,80.0,0.0,0,1,33,33,9.1,3,3
Kemonte Yow,81189,LB,ARMY,1,2,3.4,0,0,114,63.5,68.3,78.1,60.0,69.1,55.9,21.4,3,0,47,47,12.8,6,9
Arik Smith,81190,LB,ARMY,1,4,2.2,0,0,114,41.9,65.6,76.5,58.4,74.4,73.6,9.1,1,0,49,49,10.2,5,6
Nolan Cockrill,82232,DI,ARMY,1,3,2.7,0,0,114,,80.0,79.2,64.2,80.2,76.8,0.0,0,0,48,48,4.2,2,3
Ryan Duran III,82233,ED,ARMY,1,0,,0,0,114,,53.4,70.1,60.0,55.4,,,0,0,8,8,0.0,0,0
Kwabena Bonsu,82237,DI,ARMY,1,3,2.8,0,0,114,60.0,75.6,76.4,61.8,75.3,78.2,0.0,0,0,42,42,7.1,3,4
Malkelm Morrison,83164,LB,ARMY,1,0,-1.3,0,0,114,51.5,63.5,79.7,63.1,68.6,76.7,0.0,0,0,46,46,6.5,3,3
Cedrick Cunningham Jr.,83170,S,ARMY,1,1,14.2,0,0,114,64.6,64.1,76.7,,62.9,83.8,0.0,0,0,49,49,0.0,0,5
Brandon Walters,83626,HB,ARMY,1,0,,0,0,114,,51.0,60.0,,52.9,26.4,100.0,1,0,1,1,0.0,0,0
Eavan Gibbons,85696,S,NAVY,1,0,4.0,0,0,237,84.2,69.5,0.0,,57.3,45.0,33.3,2,1,33,33,6.1,2,4
J'arius Warren,100960,ED,NAVY,1,3,1.4,0,0,237,,78.3,76.2,54.2,83.2,78.3,0.0,0,0,33,33,12.1,4,5
Nicholas Straw,100994,ED,NAVY,1,4,-4.0,0,0,237,54.1,70.2,80.7,55.4,78.4,80.0,0.0,0,0,32,32,3.1,1,1
Terrell Adams,101080,LB,NAVY,1,0,,0,0,237,,62.1,66.1,59.2,61.4,,,0,0,2,2,0.0,0,0
John Marshall,101082,LB,NAVY,1,2,3.4,0,0,237,50.9,69.9,76.6,62.8,78.6,81.7,0.0,0,0,33,33,9.1,3,5
Fabrice Voyne,102669,ED,ARMY,1,0,,0,0,114,,60.3,,,60.0,,,0,0,1,1,0.0,0,0
Marquel Broughton,102671,S,ARMY,1,6,0.0,0,0,114,30.0,52.1,78.0,,72.3,72.0,12.5,1,0,46,46,2.2,1,1
Isaiah Morris,102676,CB,ARMY,1,0,4.0,0,0,114,,61.1,60.0,,60.0,72.3,0.0,0,0,1,1,0.0,0,1
Quindrelin Hammonds,102679,S,ARMY,1,0,,0,0,114,,61.5,65.8,,61.2,,,0,0,4,4,0.0,0,0
Jabari Moore,102681,CB,ARMY,1,2,2.0,0,0,114,67.3,74.9,74.2,,79.5,81.8,0.0,0,0,49,49,4.1,2,2
Darius Richardson,102716,DI,ARMY,1,0,,0,0,114,,61.3,65.5,,60.0,,,0,0,1,1,0.0,0,0
Chris Frey,102720,DI,ARMY,1,0,1.0,0,0,114,,71.4,74.2,61.8,71.3,75.3,0.0,0,0,41,41,4.9,2,3
Andre Carter II,102780,ED,ARMY,1,1,2.0,0,0,114,48.9,65.0,80.4,67.0,68.9,28.2,20.0,1,0,37,37,5.4,2,3
Braheam Murphy,102882,HB,ARMY,1,0,,0,0,114,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Reikan Donaldson,102947,WR,ARMY,1,0,,0,0,114,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jimmy Ciarlo,121563,LB,ARMY,1,0,,0,0,114,,60.3,,,60.0,,,0,0,1,1,0.0,0,0
Austin Hill,121576,DI,ARMY,1,0,,0,0,114,,64.8,71.3,59.8,64.1,,,0,0,7,7,0.0,0,0
Jaylen Jacobs,121579,ED,ARMY,1,1,3.0,0,0,114,,63.7,76.1,63.0,59.9,29.5,33.3,1,0,16,16,0.0,0,1
Cameron Jones,121581,CB,ARMY,1,0,6.3,0,0,114,57.4,59.4,75.0,,61.2,80.1,0.0,0,0,49,49,6.1,3,3
Leo Lowin,121586,S,ARMY,1,0,,0,0,114,60.0,46.0,67.3,,60.0,,,0,0,2,2,0.0,0,0
Bo Nicolas-Paul,121595,CB,ARMY,1,0,,0,0,114,,60.2,73.9,,60.0,,,0,0,1,1,0.0,0,0
Tyrell Robinson,121607,HB,ARMY,1,0,,0,0,114,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Donald Berniard Jr.,121832,DI,NAVY,1,3,,0,0,237,60.0,55.5,79.3,66.5,50.4,73.6,0.0,0,0,32,32,0.0,0,0
Jacob Busic,121837,ED,NAVY,1,0,3.0,0,0,237,,54.9,75.6,59.0,53.4,70.8,0.0,0,0,33,33,3.0,1,1
Clay Cromwell,121840,DI,NAVY,1,1,-3.0,0,0,237,,36.8,73.5,59.0,36.8,72.1,0.0,0,0,18,18,5.6,1,1
Tyler Fletcher,144304,LB,NAVY,1,1,1.0,0,0,237,60.0,71.2,77.3,58.5,71.4,76.3,0.0,0,0,17,17,5.9,1,2
Rayuan Lane III,144326,S,NAVY,1,0,4.0,0,0,237,72.0,68.6,74.4,,58.3,48.2,0.0,0,0,16,16,6.3,1,1
Colin Ramos,144338,LB,NAVY,1,0,-4.0,0,0,237,62.1,45.5,73.3,67.2,34.5,26.6,50.0,1,0,14,14,7.1,1,1
Mbiti Williams Jr.,144352,CB,NAVY,1,0,,0,0,237,,60.0,63.8,,60.0,,,0,0,1,1,0.0,0,0
Max DiDomenico,147338,S,ARMY,1,0,,0,0,114,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
