player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaylan Foster,13095,S,S CAROLINA,1,2,13.0,0,0,289,75.9,63.1,77.2,,41.3,44.2,28.6,2,0,43,43,0.0,0,3
Mark Williams,21922,CB,LA MONROE,1,0,,0,0,209,67.2,68.0,77.3,,65.3,53.9,,0,0,14,15,0.0,0,0
Devin Taylor,22317,CB,BOWL GREEN,1,1,,0,0,122,60.4,58.7,77.6,,53.4,77.9,0.0,0,0,35,35,0.0,0,0
Cortez Davis,22974,CB,HAWAII,1,1,7.7,0,0,180,66.7,65.6,78.7,59.5,58.1,39.8,20.0,1,0,31,32,6.5,2,3
Dru Prox,23093,LB,UTSA,1,0,4.5,0,0,331,55.6,61.7,70.7,,68.1,78.5,0.0,0,0,7,8,14.3,1,2
Darion Dunn,23963,CB,TEXAS,1,0,2.0,0,0,311,68.7,71.0,74.7,,68.5,78.8,0.0,0,0,8,9,12.5,1,1
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,6.7,0,0,160,59.3,66.9,75.3,74.1,69.8,82.1,0.0,0,0,15,15,13.3,2,3
Luc Bequette,25776,DI,CAL,1,2,3.3,0,0,130,57.3,65.5,75.6,62.7,70.0,60.2,0.0,0,0,24,25,8.3,2,4
Jeremiah Moon,26453,LB,FLORIDA,1,1,3.0,0,0,163,64.2,52.5,80.8,67.2,36.4,55.6,25.0,1,0,20,20,10.0,2,2
Demario McCall,28012,CB,OHIO STATE,1,1,5.0,0,0,260,63.0,65.1,74.8,,66.7,79.1,0.0,0,0,10,10,0.0,0,1
Brenden Schooler,28253,S,TEXAS,1,0,20.0,0,0,311,47.0,48.8,0.0,,70.2,77.6,0.0,0,1,10,11,0.0,0,1
Richard Moore,28853,LB,SMU,1,1,,0,0,287,43.4,44.4,70.0,66.5,50.8,22.3,66.7,2,0,14,14,0.0,0,0
Jack Jones,29050,CB,ARIZONA ST,1,0,4.0,0,0,110,40.9,46.8,77.1,,66.0,78.4,0.0,0,1,34,34,2.9,1,2
Adeeb Atariwa,30482,ED,VIRGINIA,1,1,,0,0,335,,78.9,71.2,67.3,69.5,71.1,0.0,0,0,5,5,0.0,0,0
Marshaun Cameron,30624,CB,COLO STATE,1,0,8.3,0,0,144,61.2,67.6,74.1,,76.5,77.7,0.0,0,0,23,23,4.3,1,3
Brock Nichols,33753,S,USF,1,1,,0,0,327,78.1,76.6,71.1,,63.4,79.5,0.0,0,0,6,6,0.0,0,0
Meiko Dotson,33902,CB,FLORIDA ST,1,0,3.0,0,0,167,67.4,64.5,76.4,55.2,54.0,80.9,0.0,0,0,21,23,4.8,1,1
Denzel Feaster,34561,LB,UTSA,1,0,5.0,0,0,331,55.3,62.6,71.0,59.1,72.1,76.5,0.0,0,0,7,8,0.0,0,1
Ferrod Gardner,34595,LB,LA LAFAYET,1,2,2.0,0,0,207,41.7,64.5,74.5,70.3,77.7,68.7,0.0,0,0,39,39,12.8,5,6
John Petrishen,35069,LB,PITTSBURGH,1,1,2.0,0,0,268,71.3,69.8,71.3,59.7,61.7,47.8,33.3,1,0,8,8,12.5,1,1
Cristian Williams,36151,S,TULSA,1,0,21.0,0,0,320,53.1,55.4,77.5,57.4,65.4,80.6,0.0,0,0,18,18,0.0,0,1
Scott Patchan,36449,ED,COLO STATE,1,1,3.0,0,0,144,62.9,73.3,78.9,64.6,73.7,44.0,28.6,2,0,29,29,10.3,3,4
Elijah Taylor,36723,ED,TULSA,1,1,-1.0,0,0,320,,82.9,75.0,74.5,74.9,74.7,0.0,0,0,4,4,25.0,1,1
Thad Mangum,36819,DI,USF,1,0,10.0,0,0,327,,44.5,76.3,59.9,39.7,18.5,75.0,3,0,21,22,0.0,0,1
Micah Dew-Treadway,37050,DI,MINNESOTA,1,1,,0,0,225,65.7,90.0,76.5,80.8,72.7,71.6,0.0,0,0,6,6,0.0,0,0
