player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaylan Foster,13095,S,S CAROLINA,1,1,9.8,0,0,289,63.7,72.4,78.0,84.1,76.8,73.2,0.0,0,0,28,28,7.1,2,4
Mark Williams,21922,CB,LA MONROE,1,0,17.0,0,0,209,56.0,54.7,76.1,,52.9,26.7,50.0,1,1,25,26,0.0,0,1
Devin Taylor,22317,CB,BOWL GREEN,1,0,21.0,0,0,122,37.1,39.2,78.6,59.3,54.7,26.5,50.0,1,0,47,48,0.0,0,1
Cortez Davis,22974,CB,HAWAII,1,0,6.0,0,0,180,76.6,71.9,79.8,50.8,57.1,78.0,0.0,0,0,23,25,4.3,1,3
Dru Prox,23093,LB,UTSA,1,0,,0,0,331,43.3,65.8,69.3,90.8,63.2,73.6,,0,0,5,5,0.0,0,0
Reggie Stubblefield,23441,S,KANSAS ST,1,0,,0,0,199,56.5,56.6,76.9,59.1,60.0,77.8,,0,1,1,2,0.0,0,0
Darion Dunn,23963,CB,TEXAS,1,1,7.0,0,0,311,60.4,60.7,76.5,,60.6,29.6,33.3,1,0,33,33,0.0,0,1
Darren Evans,24171,CB,LSU,1,0,,0,0,211,47.2,43.5,73.7,,56.1,28.3,,0,0,3,4,0.0,0,0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,9.7,0,0,160,59.3,58.2,75.1,,57.0,34.3,25.0,1,0,35,36,2.9,1,3
Luc Bequette,25776,DI,CAL,1,1,2.5,0,0,130,,63.4,75.6,60.8,63.3,30.0,40.0,2,0,18,18,11.1,2,2
Jeremiah Moon,26453,LB,FLORIDA,1,0,3.3,0,0,163,60.8,62.2,80.0,56.1,64.1,79.0,0.0,0,0,18,18,11.1,2,4
Demario McCall,28012,CB,OHIO STATE,1,0,,0,0,260,71.6,72.4,72.3,,60.0,73.5,,0,0,5,5,0.0,0,0
Richard Moore,28853,LB,SMU,1,0,2.3,0,0,287,69.9,65.2,72.6,59.3,55.9,59.4,25.0,1,0,12,12,16.7,2,3
Jack Jones,29050,CB,ARIZONA ST,1,0,19.0,0,0,110,66.6,67.5,78.1,,66.7,66.9,0.0,0,0,37,38,2.7,1,2
Denzel Feaster,34561,LB,UTSA,1,1,14.0,0,0,331,34.7,33.7,72.8,59.1,53.7,79.5,0.0,0,0,9,9,0.0,0,1
Ferrod Gardner,34595,LB,LA LAFAYET,1,3,3.3,0,0,207,61.4,63.8,70.7,53.8,66.7,67.9,12.5,1,0,31,32,6.5,2,4
John Petrishen,35069,LB,PITTSBURGH,1,0,-1.3,0,0,268,72.0,67.1,71.3,54.3,59.8,56.2,0.0,0,0,17,17,11.8,2,3
Cristian Williams,36151,S,TULSA,1,1,9.0,0,0,320,56.3,52.1,77.0,,45.4,43.7,50.0,2,0,20,20,0.0,0,1
Elijah Taylor,36723,ED,TULSA,1,0,1.0,0,0,320,,80.5,75.0,55.0,88.7,75.2,0.0,0,0,11,11,36.4,4,4
Thad Mangum,36819,DI,USF,1,1,1.0,0,0,327,60.0,53.8,76.8,58.8,51.5,46.7,25.0,1,0,31,32,6.5,2,2
Micah Dew-Treadway,37050,DI,MINNESOTA,1,1,2.0,0,0,225,60.0,61.6,77.8,59.8,60.7,40.8,33.3,1,0,19,19,5.3,1,1
Tony Fair,37101,DI,AUBURN,1,0,,0,0,115,,39.4,0.0,58.6,60.0,,,0,1,1,1,0.0,0,0
Cameron Goode,38410,ED,CAL,1,2,2.3,0,0,130,72.2,65.5,81.3,52.6,70.7,56.0,28.6,2,0,22,22,13.6,3,3
Josh Drayden,38498,CB,CAL,1,3,10.5,0,0,130,58.5,61.4,81.6,53.1,73.6,74.1,16.7,1,0,29,29,3.4,1,2
Jordan Carmouche,39951,LB,HOUSTON,1,0,6.0,0,0,182,61.8,70.4,70.4,,70.2,73.6,0.0,0,0,6,6,0.0,0,1
Derrion Rakestraw,39968,S,TULANE,1,0,,0,0,319,64.5,64.8,74.3,,61.3,74.3,,0,0,8,9,0.0,0,0
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,0,1.0,0,0,134,,69.5,70.1,,67.0,74.3,0.0,0,0,6,7,16.7,1,1
Jahaziel Lee,40537,DI,LA MONROE,1,0,,0,0,209,,41.7,73.5,58.1,41.8,,,0,0,8,9,0.0,0,0
Justin Rice,40640,LB,UTAH ST,1,1,3.0,0,0,329,47.4,33.3,78.2,62.1,28.8,62.8,16.7,1,0,34,35,5.9,2,4
Aaron Hansford,40694,LB,TEXAS A&M,1,0,2.3,0,0,312,68.2,69.0,78.1,57.6,68.9,56.5,25.0,1,0,13,13,23.1,3,3
Malik Staples,40902,LB,W KENTUCKY,1,0,,0,0,346,64.2,60.1,72.5,56.4,56.7,73.6,,0,0,8,8,0.0,0,0
Chris Redmon,41160,ED,TOLEDO,1,0,,0,0,316,60.0,68.7,68.7,66.3,60.0,71.1,,0,0,1,1,0.0,0,0
Ty Shelby,41752,ED,LA MONROE,1,0,4.6,0,0,209,,65.2,78.0,55.3,68.7,77.9,0.0,0,0,28,30,10.7,3,5
