player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Kyle Pugh,35900,LB,N ILLINOIS,1,1,2.3,0,0,254,70.7,70.9,73.8,59.5,65.7,55.7,20.0,1,0,21,21,9.5,2,3
Jordan Carmouche,39951,LB,ARK STATE,1,3,-1.0,0,0,113,54.5,55.8,76.2,53.9,61.3,81.7,0.0,0,0,26,26,3.8,1,1
Bricen Garner,42520,S,W MICHIGAN,1,0,12.0,0,0,347,61.4,56.4,77.6,60.0,40.3,59.3,50.0,1,0,15,16,0.0,0,1
Clifford Chattman,42657,S,UTSA,1,1,0.0,0,0,331,62.6,68.5,77.8,59.6,80.9,85.1,0.0,0,0,19,19,10.5,2,2
Anthony Watts,42807,DI,MARSHALL,1,1,,0,0,214,,74.1,74.7,71.1,67.9,72.4,0.0,0,0,10,11,0.0,0,0
Justin Clark,43185,CB,WISCONSIN,1,0,-2.0,0,0,349,67.8,67.7,75.2,,61.3,54.0,50.0,1,0,14,14,7.1,1,1
Ryan McWood,43189,LB,MIAMI OH,1,1,2.8,0,0,221,79.1,71.3,73.2,59.3,61.3,42.1,30.0,3,0,43,43,9.3,4,6
Jaydon Grant,43354,S,OREGON ST,1,1,1.5,0,0,265,64.8,63.9,0.0,59.8,70.9,62.1,0.0,0,2,22,22,9.1,2,2
Jon-Michael Terry,43635,LB,TULSA,1,0,,0,0,320,59.8,51.0,75.1,61.8,36.0,73.1,,0,0,25,26,0.0,0,0
Tyrone Hopper,43714,ED,MISSOURI,1,0,,0,0,229,,43.7,0.0,63.9,56.1,,,0,1,3,3,0.0,0,0
Sione Tupou,44093,LB,TEXAS ST,1,0,2.7,0,0,314,60.7,68.9,76.0,63.4,73.0,60.7,0.0,0,0,34,35,5.9,2,3
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,3.0,0,0,273,71.6,81.9,71.0,59.2,79.3,81.0,0.0,0,0,14,14,35.7,5,5
Penei Pavihi,52079,LB,HAWAII,1,1,,0,0,180,48.9,42.1,76.7,63.8,39.1,25.9,75.0,3,0,31,32,0.0,0,0
Kenneth Orji,52209,ED,RICE,1,1,,0,0,275,63.5,56.8,76.7,53.6,56.9,48.7,50.0,1,0,8,8,0.0,0,0
Trey Schuman,52216,ED,RICE,1,0,1.0,0,0,275,,62.8,0.0,66.6,66.6,73.5,0.0,0,1,9,9,11.1,1,1
Bentlee Sanders,52291,S,NEVADA,1,0,5.0,0,0,239,57.6,64.1,79.2,,76.9,86.3,0.0,0,1,34,34,5.9,2,5
Nick Roberts,52318,S,SMU,1,3,4.0,0,0,287,63.4,66.0,79.0,57.7,69.0,84.6,0.0,0,0,39,39,5.1,2,2
Bryce Dugan,52425,DI,OHIO,1,3,4.0,0,0,259,,71.7,75.5,59.1,73.6,61.8,14.3,1,0,21,21,14.3,3,3
Tyler Bentley,52790,DI,PITTSBURGH,1,2,2.0,0,0,268,,66.7,74.0,64.6,63.9,73.8,0.0,0,0,8,8,12.5,1,1
Xavier Peters,52819,ED,FAU,1,0,0.0,0,0,165,,51.9,73.8,58.1,52.0,71.1,0.0,0,0,13,13,7.7,1,1
Cole Pearce,52970,LB,BALL ST,1,6,3.7,0,0,117,60.9,79.1,78.3,81.2,83.0,87.1,0.0,0,0,40,40,15.0,6,7
DeShawn Pace,53549,LB,CINCINNATI,1,3,11.5,0,0,138,54.6,61.9,71.9,56.5,73.1,83.9,0.0,0,0,12,13,0.0,0,2
Ja'von Hicks,53569,S,CINCINNATI,1,0,,0,0,138,59.4,60.7,79.5,,63.7,77.6,,0,1,25,26,0.0,0,0
Eric Phillips,53572,ED,CINCINNATI,1,1,,0,0,138,,30.5,0.0,51.9,29.5,71.3,0.0,0,1,17,17,0.0,0,0
Ivan Pace Jr.,53587,LB,CINCINNATI,1,3,5.3,2,0,138,65.0,74.7,0.0,83.3,89.3,73.5,0.0,0,4,25,26,8.0,2,4
Ryan Mullaney,53704,ED,CINCINNATI,1,1,,0,0,138,,57.3,0.0,71.7,52.1,71.5,0.0,0,1,11,11,0.0,0,0
Jaheim Thomas,54193,LB,CINCINNATI,1,1,9.0,0,0,138,66.9,64.4,75.4,64.5,54.7,69.1,33.3,1,0,11,12,0.0,0,1
Isaiah Norman,54967,S,MARSHALL,1,0,8.2,0,0,214,61.9,61.7,77.7,60.0,60.3,83.4,0.0,0,0,29,30,6.9,2,5
Aapri Washington,55013,CB,E CAROLINA,1,1,20.5,0,0,156,68.6,69.9,77.7,,69.9,81.5,0.0,0,0,23,23,0.0,0,2
Tim Terry,55020,LB,AKRON,1,1,5.7,0,0,102,62.9,61.7,75.1,55.4,61.5,60.7,20.0,1,0,26,27,7.7,2,3
Isaiah King,55037,CB,BUFFALO,1,2,12.7,0,1,126,67.5,75.9,77.4,54.7,91.8,72.6,0.0,0,0,32,33,3.1,1,6
Chibueze Onwuka,55044,DI,BOSTON COL,1,2,,0,0,121,,65.4,77.7,58.6,68.0,72.2,0.0,0,0,15,15,0.0,0,0
Devonni Reed,55046,S,S CAROLINA,1,0,,0,0,289,38.2,41.6,75.9,,60.7,83.0,,0,1,9,9,0.0,0,0
Troy Brown,55050,LB,OLE MISS,1,0,5.0,0,0,226,45.8,48.5,73.4,58.5,59.2,82.2,0.0,0,0,14,14,7.1,1,4
Jabari Taylor,55075,ED,CINCINNATI,1,0,,0,0,138,,58.9,70.4,56.7,60.3,,,0,0,2,2,0.0,0,0
Wilson Huber,55090,LB,CINCINNATI,1,0,5.0,0,0,138,65.3,66.5,73.0,68.3,60.5,79.2,0.0,0,0,14,14,7.1,1,3
Jordan Swann,55103,CB,JAMES MAD,1,1,,0,0,197,78.2,74.5,84.4,60.0,53.7,79.8,0.0,0,1,38,39,0.0,0,0
