player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Zaid Hamdan,52925,DI,KENT STATE,1,0,0.0,0,0,201,,65.6,75.5,56.3,67.3,70.2,0.0,0,0,24,25,4.2,1,1
Eric Phillips,53572,ED,CINCINNATI,1,0,-3.0,0,0,138,,56.3,76.6,55.5,58.6,29.8,0.0,0,0,14,14,7.1,1,1
Iesa Jarmon,53981,CB,AKRON,1,0,,0,0,102,,61.8,67.8,,61.3,,,0,0,6,6,0.0,0,0
Cheikhsaliou Fall,54240,ED,CAL,1,0,,0,0,130,,42.8,72.8,47.6,54.5,24.8,,0,0,4,4,0.0,0,0
Alex Howard,62494,LB,DUKE,1,0,3.7,0,0,154,80.5,87.2,76.2,74.3,75.3,82.5,0.0,0,0,20,20,10.0,2,3
Barry Brown,62724,LB,COAST CAR,1,1,6.0,0,0,141,51.6,44.5,74.4,59.1,47.5,49.2,25.0,1,0,17,18,0.0,0,2
Kam Butler,63872,ED,VIRGINIA,1,1,8.0,0,0,335,63.2,76.7,76.9,69.4,67.7,77.2,0.0,0,0,15,15,6.7,1,1
Josh Minkins,66051,S,CINCINNATI,1,1,9.0,0,0,138,78.3,77.7,76.1,,71.1,80.8,0.0,0,0,19,19,5.3,1,2
Ty Hamilton,66298,DI,OHIO STATE,1,1,3.0,0,0,260,,60.2,75.1,55.8,62.1,73.8,0.0,0,0,18,18,0.0,0,2
Ben Florentine,70644,DI,WYOMING,1,2,,0,0,351,,66.0,75.3,53.4,76.5,35.0,0.0,0,0,13,13,0.0,0,0
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,6.5,0,0,169,67.6,67.0,78.4,56.5,64.0,59.7,33.3,2,0,26,28,11.5,3,4
Keanu Tanuvasa,71398,DI,UTAH,1,0,,0,0,328,62.0,62.3,76.2,57.5,60.3,69.7,,0,0,13,13,0.0,0,0
Akili Arnold,71406,S,USC,1,1,17.8,0,0,326,75.7,68.3,79.4,59.1,60.1,53.7,25.0,2,0,34,34,5.9,2,5
Easton Mascarenas-Arnold,71410,LB,USC,1,1,3.2,0,0,326,73.9,68.1,76.1,68.9,57.2,60.3,14.3,1,0,41,41,9.8,4,5
Sheldon Newton,71957,DI,BOISE ST,1,1,4.0,0,0,120,,72.8,74.4,76.1,64.0,74.3,0.0,0,0,14,14,14.3,2,2
DJ Harvey,72089,CB,S JOSE ST,1,0,,0,0,285,74.4,71.3,77.5,,50.1,38.7,100.0,1,0,27,27,0.0,0,0
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,11.0,0,0,340,62.4,64.1,77.0,,65.7,79.6,0.0,0,0,20,21,0.0,0,1
Raider Damuni,72338,S,BYU,1,0,,0,0,128,63.6,64.6,73.5,,61.8,,,0,0,9,10,0.0,0,0
Zahran Manley,72425,CB,STANFORD,1,0,,0,0,300,47.6,48.6,75.7,,61.5,76.2,,0,0,10,10,0.0,0,0
Noa Pola-Gates,72535,CB,NEW MEXICO,1,0,3.5,0,0,241,61.3,60.4,0.0,,67.0,68.4,0.0,0,2,31,32,3.2,1,2
Henry Ikahihifo,73151,ED,NEVADA,1,0,,0,0,239,49.4,48.2,0.0,57.5,62.0,,,0,1,10,11,0.0,0,0
Marco Notarainni,73389,LB,BOISE ST,1,2,0.0,0,0,120,72.4,83.2,73.0,53.2,84.3,79.3,0.0,0,0,11,11,9.1,1,1
Gio De Leon,73658,LB,BUFFALO,1,0,,0,0,126,,61.7,71.4,,60.8,,,0,0,5,5,0.0,0,0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,1,4.0,0,0,341,65.8,63.8,78.4,60.5,56.8,41.8,40.0,2,0,17,17,0.0,0,2
Justin Sinclair,74258,S,HAWAII,1,0,8.5,0,0,180,43.0,50.3,71.4,,64.1,78.3,0.0,0,0,2,2,0.0,0,2
Treven Ma'ae,74498,DI,BAYLOR,1,0,2.3,0,0,118,,64.6,77.1,60.2,65.7,73.8,0.0,0,0,20,21,5.0,1,3
Silas Walters,75263,S,MIAMI OH,1,1,8.0,0,0,221,73.7,66.4,78.1,,43.8,36.5,50.0,2,0,23,24,0.0,0,1
Andre Proffitt,75264,DI,AKRON,1,1,5.0,0,0,102,,59.8,72.9,58.6,60.1,71.5,0.0,0,0,10,10,0.0,0,1
Chuck Hicks,75816,LB,MISSOURI,1,0,1.0,0,0,229,51.7,61.5,0.0,72.4,79.2,45.9,0.0,0,1,21,21,9.5,2,2
Caleb Tubbs,76053,CB,MIAMI OH,1,0,,0,0,221,44.8,45.2,72.1,,61.3,,,0,0,11,11,0.0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,0,,0,0,122,,61.6,67.5,,60.0,,,0,0,2,2,0.0,0,0
Damaje Yancey,76532,CB,TROY,1,0,,0,0,318,30.6,32.2,73.0,,61.2,78.5,,0,0,9,9,0.0,0,0
Torey Richardson,76711,CB,TEMPLE,1,0,21.0,0,0,306,74.6,74.9,76.7,,66.1,47.7,0.0,0,0,22,23,0.0,0,1
Dennis Briggs Jr.,76792,DI,ILLINOIS,1,3,4.0,0,0,187,,53.7,75.6,62.1,47.8,76.0,0.0,0,0,25,25,4.0,1,1
Antonio Colclough,76813,ED,BUFFALO,1,1,,0,0,126,,52.6,74.1,53.6,56.2,71.1,0.0,0,0,7,7,0.0,0,0
Matt Harmon,77244,ED,KENT STATE,1,3,5.5,0,0,201,41.9,46.0,79.9,59.4,48.8,42.9,16.7,1,0,20,20,0.0,0,2
Daniel Bolden,77252,LB,TOLEDO,1,0,3.5,0,0,316,62.4,66.3,74.3,54.5,72.1,80.8,0.0,0,0,23,23,4.3,1,2
Jace Ruder,77680,LB,N TEXAS,1,2,2.5,0,0,251,61.5,58.8,0.0,60.0,70.0,79.0,0.0,0,1,9,9,22.2,2,2
Marque Collins,78999,CB,BYU,1,1,,0,0,128,61.0,63.1,75.2,,66.1,73.5,0.0,0,0,22,24,0.0,0,0
Jayden McDonald,81249,LB,UCONN,1,0,6.0,0,0,146,80.6,76.3,75.3,67.0,57.3,55.2,25.0,1,0,14,14,14.3,2,3
Jermayne Lole,82212,DI,TEXAS,1,2,2.0,0,0,311,,58.2,73.8,57.5,58.7,74.5,0.0,0,0,12,12,8.3,1,1
Matt Lawson,82266,DI,NEW MEX ST,1,2,3.3,0,0,242,,71.3,75.7,64.9,70.0,75.9,0.0,0,0,27,27,7.4,2,4
Ezekiel Holmes,82281,DI,ILLINOIS,1,0,,0,0,187,,72.4,71.0,70.8,60.6,,,0,0,2,2,0.0,0,0
Maurice Strong Jr.,82408,DI,S ALABAMA,1,0,3.0,0,0,288,,57.6,72.8,55.2,60.9,71.3,0.0,0,0,8,8,12.5,1,1
Raymond Scott,82560,LB,JAMES MAD,1,1,6.0,0,0,197,52.1,55.2,71.8,,64.2,79.3,0.0,0,0,4,4,25.0,1,2
Solomon Tuliaupupu,82562,ED,USC,1,1,,0,0,326,60.0,47.5,72.9,57.9,62.7,73.0,0.0,0,0,4,4,0.0,0,0
Jaden Robinson,83074,CB,OREGON ST,1,1,14.0,0,0,265,55.8,56.3,75.4,,58.0,53.2,25.0,1,0,27,27,0.0,0,2
Dustin Johnson,83197,S,OHIO,1,0,13.0,0,0,259,47.5,44.2,77.9,,41.7,58.8,33.3,2,0,37,38,0.0,0,4
Alex Williams,83824,ED,MIDDLE TN,1,0,,0,0,224,,57.5,76.2,59.1,56.5,72.2,,0,0,18,18,0.0,0,0
