player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,S,OREGON ST,1,1,12.0,0,0,265,63.3,69.3,71.3,,69.5,82.5,0.0,0,0,9,9,0.0,0,2
James Camden,53418,LB,W MICHIGAN,1,0,2.8,0,0,347,71.7,82.1,74.6,86.6,73.2,72.4,14.3,1,0,29,29,17.2,5,6
Malik Denkins,55516,ED,C MICHIGAN,1,0,2.0,0,0,134,61.2,73.8,73.3,57.1,66.5,73.7,0.0,0,0,7,7,14.3,1,1
Shaun Myers,62235,LB,COLORADO,1,0,,0,0,143,60.0,61.1,68.4,59.5,60.4,,,0,0,2,2,0.0,0,0
Mister Williams,70521,LB,S DIEGO ST,1,3,2.0,0,0,284,70.5,73.6,76.1,56.6,74.4,61.7,0.0,0,0,21,21,14.3,3,3
Ben Florentine,70644,DI,WYOMING,1,0,1.5,0,0,351,,63.2,76.3,56.8,66.8,72.2,0.0,0,0,17,17,11.8,2,2
Korey Foreman,70831,ED,FRESNO ST,1,1,,0,0,169,74.2,74.6,78.7,64.0,67.0,33.9,0.0,0,0,4,4,0.0,0,0
Calvin Pitcher,70877,LB,UAB,1,2,2.7,0,0,321,52.1,56.8,74.5,59.5,64.2,48.6,16.7,1,0,17,17,11.8,2,3
Tate Romney,70946,LB,ARIZONA ST,1,0,,0,0,110,61.6,59.2,68.1,60.0,58.4,27.5,100.0,1,0,1,1,0.0,0,0
Keanu Tanuvasa,71398,DI,BYU,1,2,,0,0,128,60.0,63.1,77.5,57.8,65.1,73.4,0.0,0,0,16,16,0.0,0,0
DJ Harvey,72089,CB,USC,1,0,,0,0,326,30.2,29.6,71.0,,60.0,75.1,,0,0,3,3,0.0,0,0
Solomone Langi,72318,DI,S JOSE ST,1,0,3.0,0,0,285,,85.4,70.7,58.4,82.0,69.7,0.0,0,0,5,5,20.0,1,1
Raider Damuni,72338,S,BYU,1,0,3.2,0,0,128,54.8,54.5,75.6,,55.0,56.4,28.6,2,0,24,24,8.3,2,5
