player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,S,OREGON ST,1,0,,0,0,265,62.9,51.7,70.3,,60.0,76.4,,0,0,6,6,0.0,0,0
James Camden,53418,LB,W MICHIGAN,1,1,10.0,0,0,347,71.6,69.7,76.6,74.6,55.7,47.2,33.3,2,0,25,25,0.0,0,3
Iesa Jarmon,53981,CB,AKRON,1,0,,0,0,102,49.4,49.5,71.0,,60.0,21.7,,0,0,4,4,0.0,0,0
Malik Denkins,55516,ED,C MICHIGAN,1,0,,0,0,134,,60.5,72.3,58.6,60.8,,,0,0,4,4,0.0,0,0
Shaun Myers,62235,LB,COLORADO,1,1,,0,0,143,49.2,52.8,75.1,59.5,65.9,75.8,0.0,0,0,10,10,0.0,0,0
Will Whitson,64470,ED,MISS STATE,1,1,-1.0,0,0,227,,67.4,74.4,63.5,65.7,75.6,0.0,0,0,8,8,12.5,1,1
Mister Williams,70521,LB,S DIEGO ST,1,2,2.0,0,0,284,57.8,61.7,73.9,60.0,64.9,54.3,0.0,0,0,19,21,15.8,3,3
Ben Florentine,70644,DI,WYOMING,1,2,4.0,0,0,351,,74.3,75.9,58.1,83.2,74.8,0.0,0,0,12,12,8.3,1,1
Korey Foreman,70831,ED,FRESNO ST,1,0,-3.0,0,0,169,60.0,49.7,79.1,54.7,60.7,71.1,0.0,0,0,17,18,5.9,1,1
Calvin Pitcher,70877,LB,UAB,1,2,10.0,0,0,321,41.7,62.6,78.8,57.7,72.0,81.6,0.0,0,0,35,36,0.0,0,5
Tate Romney,70946,LB,ARIZONA ST,1,0,4.0,0,0,110,75.1,70.8,69.8,,45.1,73.1,0.0,0,0,3,3,0.0,0,1
Domani Jackson,71370,CB,ALABAMA,1,0,9.5,0,0,103,66.3,68.5,74.1,,68.0,78.8,0.0,0,0,16,16,6.3,1,2
Keanu Tanuvasa,71398,DI,BYU,1,2,,0,0,128,68.0,67.2,76.6,65.4,58.4,74.7,0.0,0,0,13,13,0.0,0,0
Aaron Smith,71596,CB,NEW MEXICO,1,0,,0,0,241,53.3,49.9,76.1,,47.7,27.8,100.0,1,0,10,10,0.0,0,0
DJ Harvey,72089,CB,USC,1,1,,0,0,326,65.4,66.8,74.6,,65.5,28.7,0.0,0,0,12,12,0.0,0,0
Raider Damuni,72338,S,BYU,1,2,6.5,0,0,128,69.6,70.4,73.4,63.8,62.9,61.9,20.0,1,0,15,15,0.0,0,2
Justin Flowe,72388,LB,UNLV,1,0,,0,0,325,60.8,43.7,0.0,59.5,60.0,,,0,1,1,1,0.0,0,0
Jadon Pearson,72538,LB,FRESNO ST,1,1,12.0,0,0,169,77.7,63.3,77.6,53.2,42.7,85.8,0.0,0,0,30,33,6.7,2,5
Marco Notarainni,73389,LB,BOISE ST,1,3,1.2,0,0,120,64.8,79.6,76.8,66.5,84.6,83.6,0.0,0,0,24,25,16.7,4,5
Gio De Leon,73658,ED,BUFFALO,1,0,,0,0,126,63.2,63.4,71.7,59.1,60.0,73.0,,0,0,2,2,0.0,0,0
Taariq Al-Uqdah,74119,LB,WASHINGTON,1,0,13.3,0,0,340,71.6,73.2,75.5,57.0,68.7,64.7,25.0,1,0,14,14,14.3,2,3
Zion Branch,74395,S,GEORGIA,1,0,,0,0,173,,60.4,71.5,,60.0,,,0,0,7,7,0.0,0,0
Jaymar Mundy,75041,CB,OHIO,1,0,,0,0,259,70.5,71.1,72.5,,60.0,,,0,0,4,4,0.0,0,0
Silas Walters,75263,S,MIAMI OH,1,0,1.0,0,0,221,44.2,51.3,75.6,59.3,69.1,46.4,50.0,2,1,29,30,6.9,2,2
Aneesh Vyas,75285,DI,WYOMING,1,0,,0,0,351,,60.7,74.5,59.7,60.5,,,0,0,10,12,0.0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,1,,0,0,122,,63.3,74.5,59.2,64.7,71.1,0.0,0,0,11,11,0.0,0,0
Moroni Anae,81437,LB,UTAH,1,1,,0,0,328,62.3,79.7,71.1,78.1,69.3,73.2,0.0,0,0,4,4,0.0,0,0
Brendon Harris,83446,S,MIDDLE TN,1,1,13.0,0,0,224,68.6,64.7,76.4,,55.5,82.2,0.0,0,0,29,29,0.0,0,1
Jayden Dunlap,85725,CB,BYU,1,0,,0,0,128,64.5,70.8,70.6,73.9,60.0,,,0,0,2,2,0.0,0,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,7.0,0,0,261,,63.4,74.8,72.1,53.1,70.2,0.0,0,0,12,12,8.3,1,1
Kalib Perry,86267,LB,LOUISVILLE,1,0,4.3,0,0,210,58.0,65.5,74.3,60.0,73.0,53.9,0.0,0,0,12,12,25.0,3,4
Jalil Tucker,86578,CB,OREGON ST,1,0,20.0,0,0,265,68.5,70.9,75.6,,71.5,28.8,0.0,0,0,21,22,0.0,0,1
Ceyair Wright,86877,CB,NEBRASKA,1,0,,0,0,238,67.7,69.7,75.3,,68.2,,,0,0,19,19,0.0,0,0
David Reese,90079,ED,SYRACUSE,1,0,2.7,0,0,304,59.6,78.8,81.2,79.0,72.2,79.5,0.0,0,0,25,26,4.0,1,3
Ose Egbase,90529,ED,UNLV,1,0,1.0,0,0,325,60.0,49.0,75.1,55.2,47.8,73.7,0.0,0,0,7,7,14.3,1,1
Solomon Brown,97386,S,BUFFALO,1,0,,0,0,126,75.7,75.1,73.6,60.0,60.3,47.2,,0,0,5,5,0.0,0,0
Marvae Myers,97517,CB,MARSHALL,1,0,8.0,0,0,214,56.1,57.9,76.6,59.3,66.4,76.8,0.0,0,0,23,23,0.0,0,1
Jett Elad,97543,S,RUTGERS,1,0,-3.0,0,0,278,43.0,44.0,77.0,59.4,54.8,24.8,0.0,0,0,11,11,9.1,1,1
Mohamed Toure,97751,LB,MIAMI FL,1,1,2.3,0,0,220,65.1,88.5,74.4,76.4,88.3,81.2,0.0,0,0,14,14,21.4,3,3
Zaylin Wood,97761,DI,VANDERBILT,1,2,,0,0,333,59.4,52.8,76.4,57.7,53.2,36.5,50.0,2,0,18,18,0.0,0,0
Mark Davis,97886,CB,VANDERBILT,1,0,,0,0,333,63.0,45.8,71.8,,30.2,20.0,100.0,2,0,7,8,0.0,0,0
Shammond Cooper,97918,LB,AKRON,1,0,2.5,0,0,102,58.1,69.2,75.1,66.0,77.2,83.3,0.0,0,0,21,21,14.3,3,4
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,,0,0,110,64.6,75.0,71.5,60.5,60.0,72.8,,0,0,1,1,0.0,0,0
Jalar Holley,97977,DI,CHARLOTTE,1,0,5.0,0,0,136,,62.6,72.3,58.8,62.7,70.2,0.0,0,0,9,9,11.1,1,2
Richie Hagarty,98121,ED,NWESTERN,1,0,0.5,0,0,256,,63.9,74.5,53.9,70.7,42.5,33.3,1,0,6,6,33.3,2,2
Immanuel Hickman Sr.,98192,DI,VA TECH,1,1,0.0,0,1,337,,78.5,74.1,57.6,79.8,72.4,0.0,0,0,15,15,6.7,1,1
Quindarius Dunnigan,98193,ED,MICH STATE,1,0,,0,0,223,,57.9,75.1,64.0,52.3,,,0,0,9,9,0.0,0,0
Zukudo Igwenagu,98305,ED,UMASS,1,0,,0,0,216,,70.1,70.8,64.9,63.5,,,0,0,2,3,0.0,0,0
Jalen Catalon,98867,S,MISSOURI,1,1,,0,0,229,53.3,57.0,77.0,58.7,69.4,83.8,0.0,0,0,14,14,0.0,0,0
Taurean Carter II,98934,DI,COLORADO,1,0,,0,0,143,,58.7,73.1,57.0,60.0,,,0,0,1,1,0.0,0,0
Isaiah Gibson Sr.,98952,DI,SO MISS,1,3,0.0,0,0,296,,72.1,75.3,56.3,75.3,74.5,0.0,0,0,20,21,5.0,1,1
Brandon Mack II,99105,ED,HOUSTON,1,0,5.0,0,0,182,62.5,72.9,80.5,70.7,69.8,76.6,0.0,0,0,25,25,0.0,0,2
Will Jones II,99276,S,N TEXAS,1,0,8.0,0,0,251,61.0,68.2,77.1,60.0,74.0,82.6,0.0,0,0,51,52,3.9,2,5
Isheem Young,99281,S,MEMPHIS,1,0,,0,0,218,60.3,60.8,65.7,,60.0,,,0,0,2,2,0.0,0,0
Virdel Edwards II,99286,CB,HAWAII,1,0,,0,0,180,66.3,66.7,73.7,,60.0,,,0,0,5,5,0.0,0,0
Deshawn McCuin,99502,S,S DIEGO ST,1,0,12.0,0,0,284,66.0,58.1,75.1,59.2,43.0,26.9,50.0,1,0,12,14,0.0,0,1
Nate Temple,99726,ED,PITTSBURGH,1,1,,0,0,268,,65.8,72.3,57.8,66.0,71.5,0.0,0,0,3,3,0.0,0,0
Cecil Powell,99735,CB,SM HOUSTON,1,0,4.0,0,0,281,56.4,58.1,81.0,57.0,66.2,58.6,0.0,0,0,20,20,0.0,0,1
Jordan Huff,99745,S,GA STATE,1,0,7.5,0,0,175,57.2,58.2,71.9,,60.1,49.1,33.3,1,0,15,15,6.7,1,2
Rico Watson III,99809,ED,USF,1,0,9.0,0,0,327,59.9,62.9,78.1,55.3,69.5,59.8,0.0,0,0,16,18,0.0,0,1
Ben Smiley,99845,ED,UCONN,1,0,1.0,0,0,146,60.0,60.0,78.1,54.6,65.9,76.2,0.0,0,0,20,20,15.0,3,4
Blaine Spires,100324,ED,PITTSBURGH,1,0,2.0,0,0,268,60.0,65.6,76.7,65.2,61.9,41.5,25.0,1,0,20,21,15.0,3,3
Siale Taupaki,100432,DI,UCLA,1,0,6.0,0,0,324,,62.9,74.7,57.4,64.3,69.7,0.0,0,0,9,9,0.0,0,1
Stephon Wright,100437,DI,UCONN,1,0,1.7,0,0,146,58.3,70.1,75.4,59.3,79.8,74.5,0.0,0,0,15,15,13.3,2,3
De'Jon Benton,100445,DI,HAWAII,1,0,1.0,0,0,180,60.0,68.4,76.5,64.4,66.0,55.9,0.0,0,0,11,11,27.3,3,3
Levani Damuni,100457,LB,UTAH,1,1,0.0,0,0,328,62.7,67.4,71.1,66.1,63.8,33.0,33.3,1,0,7,7,14.3,1,1
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,1,0,,0,0,262,,50.6,0.0,56.0,61.9,,,0,1,11,11,0.0,0,0
