player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Dru Prox,23093,LB,UTSA,1,1,3.6,0,0,331,46.1,59.7,73.4,59.6,75.9,57.9,0.0,0,0,14,14,21.4,3,5
Colby Reeder,30285,LB,IOWA STATE,1,0,1.7,0,0,193,70.0,73.6,75.5,64.6,70.3,82.7,0.0,0,0,21,21,14.3,3,3
Kyle Pugh,35900,LB,N ILLINOIS,1,0,,0,0,254,62.2,61.1,71.5,56.8,60.8,74.3,,0,0,10,12,0.0,0,0
Jordan Carmouche,39951,LB,ARK STATE,1,2,1.5,0,0,113,61.1,72.4,78.3,52.6,85.0,82.3,0.0,0,0,27,27,11.1,3,4
Monte McGary,42477,CB,KANSAS,1,0,,0,0,198,60.6,62.2,68.5,,60.0,,,0,0,3,3,0.0,0,0
Bricen Garner,42520,S,W MICHIGAN,1,2,5.9,0,0,347,62.6,61.8,76.7,58.7,61.2,49.0,18.2,2,0,44,45,4.5,2,7
Brandon Moore,42620,CB,NEBRASKA,1,0,,0,0,238,60.0,61.2,66.0,,60.0,,,0,0,1,1,0.0,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,2.0,0,0,146,47.2,43.8,77.3,53.1,46.3,80.3,0.0,0,0,26,26,11.5,3,4
Clifford Chattman,42657,S,UTSA,1,0,1.0,0,0,331,49.0,55.4,77.2,,70.9,74.8,0.0,0,0,13,15,7.7,1,1
Anthony Watts,42807,DI,MARSHALL,1,2,1.0,0,0,214,58.6,44.5,76.0,55.5,43.1,76.2,0.0,0,0,17,18,5.9,1,2
Justin Clark,43185,CB,WISCONSIN,1,0,,0,0,349,64.1,64.6,73.5,,61.6,,,0,0,10,11,0.0,0,0
Ryan McWood,43189,LB,MIAMI OH,1,4,3.4,0,0,221,62.1,63.2,75.9,52.3,65.7,61.0,11.8,2,0,41,41,14.6,6,11
Jaydon Grant,43354,S,OREGON ST,1,0,0.0,0,0,265,73.5,70.6,78.1,,55.0,59.3,50.0,1,0,10,10,10.0,1,1
Jon-Michael Terry,43635,LB,TULSA,1,3,6.3,1,0,320,62.4,70.3,0.0,55.0,86.0,66.6,0.0,0,1,29,29,6.9,2,3
Tyrone Hopper,43714,ED,MISSOURI,1,1,7.0,0,0,229,,36.2,0.0,57.3,51.1,74.8,0.0,0,1,5,5,0.0,0,1
Sione Tupou,44093,LB,TEXAS ST,1,4,3.7,0,0,314,57.3,72.7,76.6,67.3,80.0,85.6,0.0,0,0,35,37,17.1,6,7
Penei Pavihi,52079,LB,HAWAII,1,1,-0.3,0,0,180,59.0,62.7,77.6,,65.3,63.4,16.7,1,0,38,38,10.5,4,4
George Nyakwol,52203,S,RICE,1,0,21.5,0,0,275,75.3,65.6,70.6,,53.2,78.3,0.0,0,0,3,3,0.0,0,2
Kenneth Orji,52209,ED,RICE,1,0,,0,0,275,49.6,52.8,75.4,55.7,63.4,,,0,0,10,10,0.0,0,0
Trey Schuman,52216,ED,RICE,1,0,1.7,0,0,275,,70.7,0.0,65.8,77.8,75.0,0.0,0,1,10,10,20.0,2,3
Alii Matau,52219,LB,S JOSE ST,1,1,7.5,0,0,285,54.6,52.5,79.5,55.7,53.5,78.6,0.0,0,0,33,33,0.0,0,2
Sinjun Astani,52257,ED,USC,1,0,,0,0,326,,59.5,69.5,58.9,60.0,,,0,0,2,2,0.0,0,0
Gabe Reid,52273,ED,UTAH,1,0,5.0,0,0,328,70.3,66.4,75.5,55.4,62.6,75.5,0.0,0,0,8,8,0.0,0,1
Bentlee Sanders,52291,S,NEVADA,1,2,10.5,0,0,239,64.0,67.3,77.8,,70.6,81.5,0.0,0,0,27,27,0.0,0,2
Darrien Grant,52293,DI,USF,1,0,5.8,0,0,327,,44.4,76.1,53.1,43.9,75.1,0.0,0,0,27,27,3.7,1,4
Mekhi LaPointe,52315,S,USF,1,2,,0,0,327,65.4,56.2,74.1,,44.4,26.6,50.0,2,0,20,20,0.0,0,0
Nick Roberts,52318,S,SMU,1,0,4.5,0,0,287,82.9,80.0,77.6,,66.3,62.1,0.0,0,0,31,31,3.2,1,2
Bryce Dugan,52425,DI,OHIO,1,0,,0,0,259,71.0,59.2,75.4,53.5,55.4,70.1,,0,0,6,6,0.0,0,0
Tyler Bentley,52790,DI,PITTSBURGH,1,0,,0,0,268,,65.4,73.5,62.4,63.7,,,0,0,5,5,0.0,0,0
Xavier Peters,52819,ED,FAU,1,1,3.0,0,0,165,60.0,30.9,73.9,62.2,28.7,24.6,40.0,2,0,16,16,12.5,2,2
Cole Pearce,52970,LB,BALL ST,1,3,2.3,0,0,117,67.3,67.4,76.2,60.0,63.5,52.7,33.3,3,0,21,22,9.5,2,3
DeShawn Pace,53549,LB,CINCINNATI,1,2,10.0,0,0,138,60.7,60.3,72.3,56.3,60.6,65.3,0.0,0,0,17,17,5.9,1,4
Ja'von Hicks,53569,S,CINCINNATI,1,0,20.0,0,0,138,63.5,64.7,79.9,,66.5,63.7,0.0,0,0,31,32,0.0,0,1
Eric Phillips,53572,ED,CINCINNATI,1,0,1.5,0,0,138,60.0,70.7,77.9,59.7,76.4,75.0,0.0,0,0,25,26,8.0,2,2
Ivan Pace Jr.,53587,LB,CINCINNATI,1,1,13.0,0,0,138,67.4,77.0,80.4,88.8,51.2,47.3,40.0,2,0,31,32,3.2,1,2
