player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Mason White,43872,CB,OREGON ST,1,0,,0,0,265,60.0,61.4,68.4,,60.0,,,0,0,4,4,0.0,0,0
Zaid Hamdan,52925,DI,KENT STATE,1,1,,0,0,201,,59.8,73.9,58.2,60.2,70.2,0.0,0,0,12,12,0.0,0,0
DeShawn Pace,53549,LB,UCF,1,0,3.0,0,0,323,54.3,59.3,74.8,58.2,66.9,56.3,33.3,1,0,13,13,15.4,2,2
Eric Phillips,53572,ED,CINCINNATI,1,0,3.0,0,0,138,60.3,44.0,0.0,53.5,46.1,28.7,0.0,0,1,20,20,0.0,0,1
Iesa Jarmon,53981,CB,AKRON,1,0,,0,0,102,45.7,45.1,71.8,,61.9,,,0,1,10,11,0.0,0,0
Jaheim Thomas,54193,LB,WISCONSIN,1,2,10.0,0,0,349,51.4,67.4,78.2,64.0,81.6,80.8,0.0,0,0,22,22,4.5,1,2
Cheikhsaliou Fall,54240,ED,CAL,1,2,,0,0,130,,55.6,73.8,54.8,58.8,74.3,0.0,0,0,5,5,0.0,0,0
Jaiden Cameron,62277,ED,NWESTERN,1,1,,0,0,256,60.0,62.9,71.5,57.4,62.8,73.8,0.0,0,0,4,5,0.0,0,0
Alex Howard,62494,LB,DUKE,1,2,8.0,0,0,154,59.1,60.0,77.8,56.0,62.1,85.5,0.0,0,1,33,35,15.2,5,8
Barry Brown,62724,LB,COAST CAR,1,0,2.0,0,0,141,53.8,62.9,72.7,68.9,67.9,32.2,0.0,0,0,12,12,8.3,1,2
Kam Butler,63872,ED,VIRGINIA,1,0,2.0,1,0,335,53.8,50.9,9.1,64.4,51.0,25.4,0.0,0,1,27,27,3.7,1,1
Will Whitson,64470,DI,COAST CAR,1,0,0.0,0,1,141,60.0,79.5,74.6,63.3,80.6,56.0,20.0,1,0,16,17,25.0,4,4
Josh Minkins,66051,S,CINCINNATI,1,0,7.5,0,0,138,77.5,72.6,71.5,,59.7,54.4,33.3,1,0,9,9,0.0,0,2
Ty Hamilton,66298,DI,OHIO STATE,1,0,1.3,0,0,260,,75.8,74.0,61.5,77.6,74.2,0.0,0,0,12,13,25.0,3,3
Ben Florentine,70644,DI,WYOMING,1,1,6.0,0,0,351,63.7,56.2,75.8,54.9,49.5,74.2,0.0,0,0,25,25,4.0,1,1
Korey Foreman,70831,ED,FRESNO ST,1,0,,0,1,169,61.3,91.5,75.3,58.4,91.1,71.1,,0,0,3,3,0.0,0,0
Tuasivi Nomura,70879,LB,FRESNO ST,1,2,2.0,0,0,169,54.3,72.6,77.8,54.9,92.8,72.5,0.0,0,0,22,22,27.3,6,8
