player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Zaid Hamdan,52925,DI,KENT STATE,1,0,,0,0,201,,33.8,72.9,55.9,34.1,16.6,100.0,1,0,11,11,0.0,0,0
DeShawn Pace,53549,LB,UCF,1,0,9.5,0,0,323,57.8,62.8,79.9,62.6,72.4,66.9,0.0,0,0,22,22,0.0,0,2
Eric Phillips,53572,ED,CINCINNATI,1,0,-1.0,0,0,138,,58.3,75.8,53.3,62.8,71.5,0.0,0,0,15,15,6.7,1,1
Cheikhsaliou Fall,54240,ED,CAL,1,0,5.0,0,0,130,59.1,56.5,76.4,61.3,57.5,43.4,0.0,0,0,6,6,16.7,1,1
Malik Denkins,55516,ED,C MICHIGAN,1,0,,0,0,134,,50.6,68.8,69.7,50.9,71.3,,0,0,3,3,0.0,0,0
Alex Howard,62494,LB,DUKE,1,0,2.0,0,0,154,46.1,47.2,74.7,56.0,58.4,79.1,0.0,0,1,9,10,22.2,2,2
Barry Brown,62724,LB,COAST CAR,1,0,,0,0,141,60.6,54.7,68.7,59.9,54.1,,,0,0,4,4,0.0,0,0
Kam Butler,63872,ED,VIRGINIA,1,1,6.0,0,0,335,71.5,78.0,1.3,80.6,60.4,74.8,0.0,0,1,18,18,0.0,0,1
Josh Minkins,66051,S,CINCINNATI,1,0,2.0,0,0,138,71.2,70.1,73.4,,63.8,77.9,0.0,0,0,17,17,11.8,2,2
Ty Hamilton,66298,DI,OHIO STATE,1,1,3.0,0,0,260,59.5,49.0,75.1,54.5,50.8,71.9,0.0,0,0,12,12,8.3,1,1
Korey Foreman,70831,ED,FRESNO ST,1,0,,0,0,169,,60.0,65.2,,60.0,,,0,0,1,1,0.0,0,0
Tuasivi Nomura,70879,LB,FRESNO ST,1,3,3.0,0,0,169,51.9,60.6,79.1,,63.2,63.9,15.0,3,0,74,74,12.2,9,14
Tate Romney,70946,LB,ARIZONA ST,1,0,0.0,0,0,110,60.3,61.1,67.9,59.5,61.2,73.6,0.0,0,0,4,4,25.0,1,1
Keyon Ware-Hudson,71322,DI,OREGON,1,0,3.0,0,0,264,,59.4,73.2,57.4,60.8,70.8,0.0,0,0,7,7,14.3,1,1
Domani Jackson,71370,CB,ALABAMA,1,0,23.5,0,0,103,54.2,57.0,77.3,60.0,72.8,57.6,0.0,0,0,17,18,0.0,0,2
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,,0,0,284,61.0,50.5,67.4,,60.0,22.2,100.0,1,0,2,2,0.0,0,0
Keanu Tanuvasa,71398,DI,UTAH,1,0,-0.5,0,0,328,,52.7,0.0,58.0,66.8,26.9,33.3,2,3,28,28,14.3,4,4
Sheldon Newton,71957,DI,BOISE ST,1,0,2.0,0,0,120,,58.5,74.4,54.4,61.5,22.3,50.0,1,0,13,14,7.7,1,1
DJ Harvey,72089,CB,S JOSE ST,1,2,,0,0,285,77.4,79.2,77.7,73.8,69.8,83.5,0.0,0,1,41,42,0.0,0,0
Kamren Fabiculanan,72332,S,WASHINGTON,1,2,,0,0,340,68.8,61.9,76.9,56.9,47.3,80.4,0.0,0,0,33,33,0.0,0,0
Raider Damuni,72338,S,BYU,1,0,7.5,0,0,128,49.3,56.5,70.7,,67.6,79.6,0.0,0,0,7,7,0.0,0,2
