player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Colby Reeder,30285,LB,IOWA STATE,1,0,1.5,0,0,193,75.1,78.1,75.6,70.8,67.8,81.2,0.0,0,0,11,11,18.2,2,2
Kyle Pugh,35900,LB,N ILLINOIS,1,4,10.5,0,0,254,65.0,61.3,72.1,47.0,61.5,72.6,0.0,0,0,17,18,0.0,0,2
Jordan Carmouche,39951,LB,ARK STATE,1,0,-2.0,0,0,113,69.6,62.1,0.0,53.1,64.1,25.0,50.0,2,1,20,21,10.0,2,2
Monte McGary,42477,CB,KANSAS,1,0,,0,0,198,65.9,66.5,73.2,,60.7,73.5,,0,0,9,10,0.0,0,0
Bricen Garner,42520,S,W MICHIGAN,1,0,,0,0,347,61.3,61.9,70.6,,60.0,,,0,0,4,4,0.0,0,0
Brandon Moore,42620,CB,NEBRASKA,1,0,,0,0,238,,60.8,70.4,,60.0,,,0,0,3,3,0.0,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,4.0,0,0,146,66.4,66.4,77.9,70.3,54.2,78.1,0.0,0,0,16,16,0.0,0,1
Clifford Chattman,42657,S,UTSA,1,0,4.0,0,0,331,61.4,63.2,78.6,,65.8,74.3,0.0,0,0,20,20,0.0,0,1
Anthony Watts,42807,DI,MARSHALL,1,1,2.0,0,0,214,,74.5,72.3,58.4,74.4,72.2,0.0,0,0,6,6,16.7,1,1
Ryan McWood,43189,LB,MIAMI OH,1,1,1.5,0,0,221,37.2,48.1,75.2,73.7,63.8,63.4,25.0,1,0,19,19,5.3,1,2
Jaydon Grant,43354,S,OREGON ST,1,0,5.5,0,0,265,83.9,81.8,77.9,60.0,69.3,81.1,0.0,0,0,24,24,4.2,1,2
Jon-Michael Terry,43635,LB,TULSA,1,2,,0,0,320,62.6,72.3,77.1,73.8,72.1,67.5,33.3,1,0,33,34,0.0,0,0
Tyrone Hopper,43714,ED,MISSOURI,1,0,,0,0,229,61.7,62.0,74.4,59.8,60.2,,,0,0,4,4,0.0,0,0
Sione Tupou,44093,LB,TEXAS ST,1,1,1.8,0,0,314,65.5,87.3,76.1,63.9,92.1,83.4,0.0,0,0,29,29,20.7,6,6
