player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,2.7,100.0,100.0,3.3,3.3,0,0,0,0.0,265,66.0,63.2,72.3,,54.5,54.5,0,9,0.0,0,0,0,88.9,3,10,10,0,2,3,0,16,8,1.6,5.3
DeShawn Pace,53549,LB,UCF,1,0,11.0,50.0,90.2,22.5,11.3,0,0,1,25.0,323,59.6,58.5,77.7,47.7,61.2,68.2,0,16,25.0,1,1,0,72.9,2,46,51,1,3,4,0,28,5,0.6,14.0
Jaheim Thomas,54193,LB,WISCONSIN,1,0,-1.0,100.0,82.6,18.0,18.0,0,0,0,0.0,349,43.5,66.3,74.6,62.7,84.3,67.3,0,6,0.0,0,0,0,91.7,1,19,23,1,1,1,0,6,7,0.3,6.0
Alex Howard,62494,LB,DUKE,1,0,,,73.1,,,0,0,0,,154,65.7,61.0,76.9,68.2,49.9,80.4,0,,0.0,0,0,0,0.0,0,19,26,2,1,0,0,0,0,0.0,
Barry Brown,62724,LB,COAST CAR,1,0,1.0,100.0,87.5,3.5,3.5,0,0,0,0.0,141,74.1,70.2,0.0,59.8,71.5,77.5,0,5,0.0,0,0,1,83.3,2,7,8,1,2,2,0,8,6,1.1,4.0
Kam Butler,63872,ED,VIRGINIA,1,0,-5.0,100.0,11.4,3.0,3.0,0,0,0,0.0,335,58.4,68.9,78.7,57.4,78.4,58.1,0,4,100.0,1,0,0,83.3,1,4,35,0,0,1,0,4,9,1.3,4.0
Josh Minkins,66051,S,CINCINNATI,1,0,,,100.0,,,0,0,0,,138,66.8,57.1,77.3,,40.5,22.4,0,,,0,0,0,0.0,0,25,25,0,0,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,-4.0,100.0,93.9,14.0,14.0,0,0,0,0.0,169,62.4,65.4,76.0,56.5,67.1,48.2,0,8,0.0,0,0,0,95.8,2,31,33,0,2,2,0,14,22,0.5,7.0
Domani Jackson,71370,CB,ALABAMA,1,0,21.0,50.0,100.0,9.3,4.7,0,0,1,16.7,103,53.2,55.5,76.9,,66.3,81.1,0,23,0.0,0,1,0,66.7,3,32,32,1,4,6,0,33,6,1.2,11.0
Akili Arnold,71406,S,USC,1,2,0.2,83.3,96.6,10.6,8.8,0,0,0,0.0,326,73.3,68.1,78.0,56.8,46.2,63.1,0,5,0.0,0,0,0,79.2,5,57,59,2,3,6,0,18,22,0.3,3.6
Easton Mascarenas-Arnold,71410,LB,USC,1,1,0.6,100.0,66.7,4.3,4.3,0,0,0,0.0,326,47.7,44.5,76.7,60.0,37.4,29.3,0,27,25.0,1,0,0,115.5,7,34,51,1,2,7,0,82,78,2.7,11.7
DJ Harvey,72089,CB,S JOSE ST,1,0,11.3,57.1,96.2,6.0,3.4,0,0,0,0.0,285,50.3,57.0,75.5,58.1,76.6,80.8,0,20,0.0,0,0,0,62.8,4,25,26,1,2,7,0,22,8,0.9,5.5
Raider Damuni,72338,S,BYU,1,0,,,100.0,,,0,0,0,,128,67.7,61.8,73.8,,47.7,28.9,0,,0.0,0,0,0,0.0,0,18,18,0,1,0,0,0,0,0.0,
Logan Pili,72354,LB,UTAH ST,1,0,,,100.0,,,0,0,0,,329,60.4,58.0,70.5,,57.0,73.1,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Noa Pola-Gates,72535,CB,NEW MEXICO,1,0,6.2,100.0,100.0,8.2,8.2,0,0,0,0.0,241,60.3,62.3,77.1,,69.1,79.8,0,59,0.0,0,0,0,118.8,5,42,42,1,2,5,0,77,46,1.9,15.4
Jadon Pearson,72538,LB,UTAH ST,1,0,-1.5,50.0,92.9,12.0,6.0,0,0,0,0.0,329,46.4,48.6,73.0,60.0,57.2,53.2,0,11,,0,0,0,66.7,1,13,14,0,0,2,0,11,12,0.9,11.0
Henry Ikahihifo,73151,ED,NEVADA,1,0,-2.0,100.0,33.3,4.0,4.0,0,0,0,0.0,239,51.3,78.6,77.1,88.3,68.3,44.6,0,71,66.7,2,0,0,118.8,1,4,12,2,1,1,0,71,73,17.8,71.0
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,0,11.3,66.7,84.0,10.0,6.7,0,0,0,0.0,101,80.8,73.8,81.9,55.1,62.3,60.3,0,24,0.0,0,0,0,93.8,2,21,25,1,2,3,0,26,9,1.3,13.0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,,,73.9,,,0,0,1,,341,92.4,93.2,74.8,69.2,78.2,81.0,1,,0.0,0,1,0,0.0,0,17,23,1,2,0,0,0,0,0.0,
Justin Sinclair,74258,S,HAWAII,1,0,22.0,50.0,100.0,32.0,16.0,0,0,0,0.0,180,57.1,57.5,76.5,,58.6,50.8,0,9,20.0,1,0,0,102.1,1,33,33,1,4,2,1,9,0,0.3,9.0
Zion Branch,74395,S,USC,1,0,14.0,100.0,100.0,5.0,5.0,0,0,0,0.0,326,50.1,51.1,73.7,,60.0,,0,16,,0,0,0,158.3,2,13,13,0,0,2,1,30,10,3.0,15.0
Silas Walters,75263,S,MIAMI OH,1,2,15.0,0.0,100.0,,17.0,0,0,0,0.0,221,77.4,77.8,80.6,,71.6,83.5,0,,0.0,0,0,0,39.6,0,58,58,0,1,3,0,0,0,0.0,
Chuck Hicks,75816,LB,MISSOURI,1,0,,,83.3,,,0,0,0,,229,64.1,66.7,70.1,59.4,64.8,64.1,0,,0.0,0,0,0,0.0,0,5,6,1,1,0,0,0,0,0.0,
Bam Booker,76122,ED,BOWL GREEN,1,0,,,14.3,,,0,0,0,,122,60.0,56.4,71.6,55.8,,,0,,,0,0,0,0.0,0,1,7,0,0,0,0,0,0,0.0,
Damaje Yancey,76532,CB,TROY,1,1,10.0,100.0,96.0,5.8,5.8,0,0,0,0.0,318,51.1,51.7,75.5,71.1,49.4,69.4,0,57,0.0,0,0,0,118.8,4,24,25,3,4,4,0,69,29,3.0,17.3
Capone Blue,76604,CB,WAKE,1,2,18.9,33.3,100.0,14.7,4.9,0,0,0,0.0,339,53.2,55.2,77.2,,66.7,47.7,0,20,33.3,1,0,0,88.7,3,44,44,0,0,9,1,47,10,1.1,15.7
