player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,0,,,71.4,,,0,0,0,,193,65.3,66.0,74.8,56.2,65.6,79.8,0,,0.0,0,0,0,0.0,0,10,14,1,1,0,0,0,0,0.0,
Kyle Pugh,35900,LB,N ILLINOIS,1,2,5.5,50.0,83.3,14.0,7.0,0,0,0,0.0,254,65.1,65.3,72.7,54.8,64.9,80.9,0,11,0.0,0,0,0,66.7,1,15,18,0,0,2,0,11,0,0.8,11.0
Jordan Carmouche,39951,LB,ARK STATE,1,0,-3.0,100.0,94.3,31.0,31.0,0,0,0,0.0,113,59.1,67.9,79.1,76.5,68.0,58.1,0,2,100.0,1,0,0,79.2,1,33,35,1,0,1,0,2,5,0.1,2.0
Bricen Garner,42520,S,W MICHIGAN,1,1,5.1,50.0,100.0,10.0,5.0,0,0,0,0.0,347,86.6,84.8,79.0,,71.4,86.8,1,9,0.0,0,0,0,16.7,4,41,41,2,6,8,0,15,6,0.4,3.8
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,-2.7,66.7,76.0,8.0,5.3,0,0,0,0.0,146,50.6,69.0,74.1,71.4,77.7,82.1,0,6,0.0,0,0,0,70.1,2,19,25,0,1,3,0,9,16,0.6,4.5
Clifford Chattman,42657,S,UTSA,1,2,14.5,50.0,100.0,28.0,14.0,0,1,0,0.0,331,63.8,64.0,81.4,,61.8,81.7,0,27,0.0,0,0,1,70.8,2,60,60,1,2,4,0,26,7,0.5,13.0
Anthony Watts,42807,DI,MARSHALL,1,0,17.0,100.0,15.0,3.0,3.0,0,0,0,0.0,214,49.3,48.2,75.1,54.1,66.9,69.7,0,49,,0,0,0,118.8,1,3,20,0,0,1,0,49,32,16.3,49.0
Justin Clark,43185,CB,WISCONSIN,1,0,8.5,100.0,100.0,5.5,5.5,0,0,0,0.0,349,46.2,45.8,74.7,,55.1,77.7,0,15,0.0,0,0,1,108.3,2,14,14,1,2,2,0,20,3,1.8,10.0
Jaydon Grant,43354,S,OREGON ST,1,2,,,96.6,,,0,0,0,,265,63.4,68.6,77.6,59.5,77.1,85.2,0,,0.0,0,0,0,0.0,0,28,29,0,1,0,0,0,0,0.0,
Jon-Michael Terry,43635,LB,TULSA,1,0,3.2,66.7,46.9,3.8,2.5,0,0,0,0.0,320,47.5,60.8,78.5,61.1,70.6,81.4,0,16,0.0,0,0,0,75.7,4,15,32,2,1,6,0,26,15,1.7,6.5
Sione Tupou,44093,LB,TEXAS ST,1,0,8.3,33.3,73.9,16.0,5.3,0,0,0,0.0,314,47.6,58.0,75.1,55.7,67.5,27.4,0,46,100.0,2,0,0,81.9,1,17,23,0,0,3,0,46,45,2.9,46.0
Semisi Fakasiieiki,44340,LB,PURDUE,1,1,-3.0,100.0,100.0,19.0,19.0,0,0,0,0.0,273,54.1,61.6,74.2,,72.3,67.0,0,-1,25.0,1,0,0,79.2,1,19,19,1,2,1,0,-1,2,-0.1,-1.0
Antwaine Richardson,49364,S,KENT STATE,1,0,17.5,50.0,100.0,20.0,10.0,0,0,0,0.0,201,56.1,56.9,77.9,,59.7,81.6,0,71,0.0,0,0,0,135.4,2,40,40,0,2,4,1,87,33,2.2,43.5
George Nyakwol,52203,S,RICE,1,0,11.0,100.0,85.7,11.5,11.5,0,0,0,0.0,275,51.9,54.5,77.7,55.9,60.5,59.8,0,28,0.0,0,0,0,158.3,2,24,28,1,2,2,1,33,11,1.4,16.5
Kenneth Orji,52209,ED,RICE,1,0,,,16.7,,,0,0,0,,275,60.0,51.2,75.1,55.8,52.4,19.3,0,,,0,0,0,0.0,0,1,6,0,0,0,0,0,0,0.0,
Alii Matau,52219,LB,S JOSE ST,1,0,5.0,100.0,60.0,5.0,5.0,0,0,0,0.0,285,57.5,68.1,75.5,66.4,71.0,67.4,0,13,0.0,0,0,0,134.0,3,15,25,0,1,3,1,20,5,1.3,6.7
Rico Tolefree,52250,LB,S JOSE ST,1,0,8.0,0.0,100.0,,1.0,0,0,1,100.0,285,60.0,71.5,63.5,,,,0,,,0,1,0,39.6,0,1,1,0,0,1,0,0,0,0.0,
