player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,24.0,0.0,100.0,,3.0,0,0,0,0.0,265,42.8,40.8,69.0,,,27.3,0,,100.0,1,0,0,39.6,0,5,5,0,0,1,0,0,0,0.0,
DeShawn Pace,53549,LB,UCF,1,0,3.0,66.7,75.8,11.5,7.7,0,0,0,0.0,323,57.8,62.8,79.9,62.6,72.4,66.9,0,10,25.0,1,0,0,82.6,2,25,33,1,3,3,0,18,19,0.8,9.0
Alex Howard,62494,LB,DUKE,1,0,14.0,100.0,82.4,6.0,6.0,0,0,0,0.0,154,46.1,47.2,74.7,56.0,58.4,79.1,0,26,0.0,0,0,1,118.8,2,14,17,0,1,2,0,34,6,2.8,17.0
Barry Brown,62724,LB,COAST CAR,1,0,,,66.7,,,0,0,0,,141,60.6,54.7,68.7,59.9,54.1,,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Kam Butler,63872,ED,VIRGINIA,1,0,,,6.5,,,0,0,1,,335,71.5,78.0,1.3,80.6,60.4,74.8,0,,0.0,0,1,1,0.0,0,3,46,0,1,0,0,0,0,0.0,
Josh Minkins,66051,S,CINCINNATI,1,0,-3.0,100.0,100.0,13.0,13.0,0,0,0,0.0,138,71.2,70.1,73.4,,63.8,77.9,0,-1,0.0,0,0,0,79.2,1,13,13,1,1,1,0,-1,2,-0.1,-1.0
Ty Hamilton,66298,DI,OHIO STATE,1,0,,,6.3,,,0,0,0,,260,59.5,49.0,75.1,54.5,50.8,71.9,0,,,0,0,0,0.0,0,1,16,0,0,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,,,100.0,,,0,0,0,,169,51.9,60.6,79.1,,63.2,63.9,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,0,,,66.7,,,0,0,0,,110,60.3,61.1,67.9,59.5,61.2,73.6,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,0,11.6,40.0,97.7,20.0,8.0,0,0,0,0.0,103,54.2,57.0,77.3,60.0,72.8,57.6,0,26,25.0,1,0,0,64.6,2,43,44,1,3,5,0,35,12,0.9,17.5
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,,,100.0,,,0,0,0,,284,61.0,50.5,67.4,,60.0,22.2,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
DJ Harvey,72089,CB,S JOSE ST,1,0,9.9,62.5,97.8,8.0,5.0,0,0,1,12.5,285,77.4,79.2,77.7,73.8,69.8,83.5,1,27,16.7,1,1,1,41.1,5,44,45,3,5,8,0,51,7,1.3,10.2
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,1.0,66.7,93.8,15.0,10.0,0,0,0,0.0,340,68.8,61.9,76.9,56.9,47.3,80.4,0,2,0.0,0,0,0,70.1,2,30,32,1,2,3,0,2,10,0.1,1.0
Raider Damuni,72338,S,BYU,1,0,,,100.0,,,0,0,0,,128,49.3,56.5,70.7,,67.6,79.6,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Noa Pola-Gates,72535,CB,NEW MEXICO,1,0,-2.0,100.0,100.0,9.0,9.0,0,0,0,0.0,241,71.9,72.3,73.7,,60.6,73.5,0,6,0.0,0,0,0,91.7,1,12,12,1,1,1,0,6,8,0.7,6.0
Jadon Pearson,72538,LB,UTAH ST,1,1,5.0,100.0,89.5,14.0,14.0,0,0,0,0.0,329,64.8,58.3,72.5,59.4,50.9,65.0,0,10,25.0,1,0,0,108.3,1,17,19,0,2,1,0,10,5,0.7,10.0
Lavario Wiley,72769,CB,UNLV,1,0,17.0,50.0,100.0,30.0,15.0,0,0,1,50.0,325,72.1,72.3,75.8,,61.5,74.2,0,7,0.0,0,1,0,58.3,1,31,31,0,1,2,0,7,0,0.2,7.0
Keith Conley Jr.,72821,ED,UNLV,1,0,,,33.3,,,0,0,0,,325,60.0,68.4,70.3,68.1,60.0,,0,,,0,0,0,0.0,0,1,3,0,0,0,0,0,0,0.0,
Henry Ikahihifo,73151,ED,NEVADA,1,0,-4.0,100.0,45.0,9.0,9.0,0,0,0,0.0,239,64.0,58.0,80.6,57.3,55.0,46.2,0,2,100.0,1,0,0,79.2,1,9,20,0,0,1,0,2,6,0.2,2.0
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,1,9.0,66.7,93.8,7.3,4.8,0,0,2,33.3,101,85.2,86.3,77.7,74.6,61.8,62.9,0,18,16.7,1,2,0,79.2,4,30,32,2,4,6,0,31,19,1.1,7.8
Marco Notarainni,73389,LB,BOISE ST,1,0,,,69.2,,,0,0,0,,120,64.2,67.0,77.4,63.6,63.5,40.3,0,,0.0,0,0,0,0.0,0,9,13,1,1,0,0,0,0,0.0,
Taariq Al-Uqdah,74119,LB,WASH STATE,1,1,-0.3,100.0,82.4,8.7,8.7,0,0,0,0.0,341,64.0,68.5,77.6,71.3,65.0,62.1,0,9,0.0,0,0,0,97.2,3,28,34,0,1,3,0,22,23,0.8,7.3
Justin Sinclair,74258,S,HAWAII,1,0,-3.5,100.0,100.0,5.5,5.5,0,0,0,0.0,180,43.5,38.9,72.1,,46.3,18.6,0,12,100.0,2,0,0,102.1,2,11,11,0,0,2,0,17,24,1.5,8.5
Jaymar Mundy,75041,CB,W KENTUCKY,1,0,8.0,100.0,100.0,4.5,4.5,0,0,0,0.0,346,53.9,54.4,72.4,,60.5,77.9,0,8,0.0,0,0,0,97.9,2,9,9,1,3,2,0,15,-1,1.7,7.5
Silas Walters,75263,S,MIAMI OH,1,1,5.6,80.0,95.0,9.5,7.6,0,0,0,0.0,221,65.7,68.0,77.3,59.0,71.9,85.4,0,15,0.0,0,0,0,100.0,4,38,40,0,4,5,0,40,17,1.1,10.0
Chuck Hicks,75816,LB,MISSOURI,1,0,-5.0,100.0,44.4,4.0,4.0,0,0,0,0.0,229,42.5,48.4,72.8,75.7,49.9,75.8,0,18,,0,0,0,158.3,1,4,9,1,0,1,1,18,23,4.5,18.0
