player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
DeShawn Pace,53549,LB,UCF,1,0,2.5,87.5,85.0,4.6,4.0,0,0,0,0.0,323,54.8,51.6,78.0,51.6,49.6,54.0,0,30,20.0,1,0,0,108.9,7,34,40,2,4,8,0,81,59,2.5,11.6
Iesa Jarmon,53981,CB,AKRON,1,0,5.0,100.0,100.0,3.0,3.0,0,0,0,0.0,102,64.4,59.5,70.9,,52.0,43.3,0,7,0.0,0,0,0,95.8,1,3,3,0,1,1,0,7,2,2.3,7.0
Jaheim Thomas,54193,LB,WISCONSIN,1,0,11.0,0.0,100.0,,3.0,0,0,0,0.0,349,50.2,28.0,70.0,,35.2,,0,,,0,0,0,39.6,0,3,3,0,0,1,0,0,0,0.0,
Alex Howard,62494,LB,DUKE,1,0,,,100.0,,,0,0,0,,154,61.6,72.6,69.7,,73.2,77.0,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Barry Brown,62724,LB,COAST CAR,1,0,-1.0,100.0,100.0,2.0,2.0,0,0,0,0.0,141,62.8,56.1,71.4,,53.5,79.8,0,7,0.0,0,0,0,95.8,1,2,2,0,1,1,0,7,8,3.5,7.0
Korey Foreman,70831,ED,FRESNO ST,1,0,,,18.5,,,0,0,0,,169,61.0,50.7,78.2,51.9,50.8,29.9,0,,,0,0,0,0.0,0,5,27,0,0,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,8.4,80.0,62.2,6.8,5.4,0,0,2,40.0,169,78.3,64.6,0.0,53.3,53.0,82.3,0,9,0.0,0,2,2,85.8,4,28,45,3,5,5,0,23,10,0.9,5.8
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,6.0,100.0,100.0,13.0,13.0,0,0,0,0.0,284,49.0,47.3,74.1,,49.1,29.7,0,10,0.0,0,0,1,108.3,1,15,15,0,2,1,0,10,4,0.8,10.0
Akili Arnold,71406,S,USC,1,1,14.0,100.0,96.8,29.0,29.0,0,0,0,0.0,326,58.5,56.9,74.7,58.9,54.7,29.7,0,15,33.3,1,0,0,118.8,1,30,31,0,1,1,0,15,1,0.5,15.0
Easton Mascarenas-Arnold,71410,LB,USC,1,1,2.7,100.0,81.0,10.7,10.7,0,0,0,0.0,326,57.2,62.5,77.7,53.9,71.4,61.0,0,21,0.0,0,0,0,112.5,3,34,42,1,2,3,0,33,25,1.0,11.0
