player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,6.0,66.7,93.3,5.5,3.7,0,0,0,0.0,214,58.6,58.5,75.3,60.0,60.0,,0,7,,0,0,0,70.1,2,14,15,0,0,3,0,6,15,0.5,3.0
Xavier Peters,52819,ED,FAU,1,0,,,8.7,,,0,0,0,,165,60.4,60.6,76.2,59.5,59.6,,0,,,0,0,0,0.0,0,2,23,0,0,0,0,0,0,0.0,
Cole Pearce,52970,LB,BALL ST,1,0,5.0,80.0,88.6,7.0,5.6,0,0,0,0.0,117,34.3,42.6,74.2,54.9,66.7,29.3,0,27,66.7,2,0,0,114.2,4,31,35,1,1,5,0,57,44,2.0,14.3
DeShawn Pace,53549,S,CINCINNATI,1,1,3.0,50.0,80.0,19.0,9.5,0,0,0,0.0,138,64.9,68.9,80.3,69.3,65.1,55.5,0,21,33.3,1,0,0,87.5,1,20,25,0,1,2,0,21,18,1.1,21.0
Jaheim Thomas,54193,LB,ARKANSAS,1,0,5.2,60.0,86.7,8.7,5.2,0,1,1,20.0,111,66.0,73.1,75.5,54.8,82.5,55.8,0,9,50.0,1,1,1,64.6,3,26,30,1,1,5,0,15,13,0.6,5.0
Jordan Strachan,55198,ED,S CAROLINA,1,1,,,13.6,,,0,0,0,,289,62.5,72.0,79.2,75.9,62.0,74.6,0,,0.0,0,0,0,0.0,0,3,22,0,0,0,0,0,0,0.0,
Zachary Ford,55353,S,TOLEDO,1,0,14.5,50.0,96.9,29.0,14.5,0,0,0,0.0,316,54.2,57.8,0.0,59.0,78.5,40.5,0,16,66.7,2,0,1,77.1,1,31,32,0,1,2,0,16,12,0.6,16.0
Korey Hernandez,55796,CB,E MICHIGAN,1,0,39.0,0.0,100.0,,18.0,0,0,0,0.0,160,58.4,59.7,77.4,,63.5,28.3,0,,100.0,1,0,1,39.6,0,22,22,0,0,1,0,0,0,0.0,
Myles Jones,56220,CB,DUKE,1,0,9.8,75.0,100.0,12.3,9.3,0,0,1,25.0,154,67.7,67.3,76.2,,60.6,53.4,0,9,33.3,1,1,0,91.7,3,39,39,0,2,4,0,26,25,0.7,8.7
John Davis,56230,CB,N TEXAS,1,0,6.5,66.7,100.0,9.5,6.3,0,0,1,16.7,251,73.3,72.2,77.3,,62.5,31.7,1,23,66.7,2,1,0,91.7,4,42,42,1,1,6,1,49,26,1.3,12.3
Bryson Jackson,57738,S,BAYLOR,1,1,11.3,75.0,68.2,5.0,3.8,0,0,0,0.0,118,35.1,43.2,79.9,64.2,58.1,51.8,0,21,50.0,1,0,0,103.1,3,15,22,0,0,4,0,37,28,2.5,12.3
Malik Robinson,58044,LB,HOUSTON,1,0,,,92.6,,,0,0,0,,182,70.9,71.5,74.9,57.3,66.4,80.0,0,,50.0,1,0,0,0.0,0,25,27,0,1,0,0,0,0,0.0,
Monty Montgomery,58203,LB,OLE MISS,1,0,,,83.3,,,0,0,0,,226,52.1,63.1,73.7,76.9,63.3,31.8,0,,,0,0,0,0.0,0,10,12,0,0,0,0,0,0,0.0,
Eddie Heckard,63024,CB,BYU,1,0,-2.7,100.0,95.1,11.7,11.7,0,1,1,33.3,128,65.6,65.7,80.3,58.1,63.5,78.5,1,8,0.0,0,0,0,39.6,3,39,41,2,2,3,0,6,14,0.2,2.0
Jeremiah Harris,63043,S,JVILLE ST,1,0,5.0,100.0,100.0,11.5,11.5,0,0,0,0.0,196,51.8,58.7,76.2,,72.2,65.5,0,15,25.0,1,0,0,116.7,2,23,23,0,3,2,0,24,14,1.0,12.0
Kam Butler,63872,ED,VIRGINIA,1,0,,,29.2,,,0,0,0,,335,80.3,75.8,81.4,64.0,68.6,81.1,0,,0.0,0,0,0,0.0,0,7,24,2,2,0,0,0,0,0.0,
