player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,,,100.0,,,0,0,0,,214,51.2,55.7,71.7,,65.7,76.8,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,S,CINCINNATI,1,0,11.7,0.0,82.4,,8.7,0,0,0,0.0,138,69.3,65.6,79.8,55.8,59.6,58.5,0,,,0,0,0,39.6,0,28,34,0,0,3,0,0,0,0.0,
Jordan Strachan,55198,ED,S CAROLINA,1,0,3.0,100.0,10.0,2.0,2.0,0,0,0,0.0,289,45.4,34.5,0.0,51.7,47.2,25.0,0,4,,0,0,1,83.3,1,2,20,0,0,1,0,4,1,2.0,4.0
Korey Hernandez,55796,CB,E MICHIGAN,1,0,,,100.0,,,0,0,0,,160,52.6,57.8,74.6,,70.3,76.2,0,,,0,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
John Davis,56230,CB,N TEXAS,1,1,20.0,50.0,95.8,23.0,11.5,0,0,0,0.0,251,54.6,59.4,77.6,60.0,71.3,62.5,0,19,33.3,1,0,0,83.3,1,23,24,0,1,2,0,19,8,0.8,19.0
Bryson Jackson,57738,S,BAYLOR,1,0,,,53.3,,,0,0,0,,118,63.1,65.3,79.9,72.4,58.2,33.5,0,,,0,0,0,0.0,0,8,15,0,0,0,0,0,0,0.0,
Jerry Roberts,57759,LB,UMASS,1,0,,,94.1,,,0,0,1,,216,74.6,78.9,76.8,67.8,72.5,63.0,0,,,0,1,0,0.0,0,16,17,0,0,0,0,0,0,0.0,
Isaac Ukwu,57888,ED,OLE MISS,1,0,,,29.4,,,0,0,0,,226,62.7,61.4,79.0,73.3,48.8,,0,,,0,0,0,0.0,0,5,17,0,0,0,0,0,0,0.0,
Malik Robinson,58044,LB,HOUSTON,1,0,5.7,100.0,100.0,8.3,8.3,0,0,0,0.0,182,45.8,47.1,75.3,,52.6,61.9,0,23,0.0,0,0,0,118.8,3,25,25,0,2,3,0,52,35,2.1,17.3
Monty Montgomery,58203,LB,OLE MISS,1,0,,,100.0,,,0,0,0,,226,60.5,67.4,68.0,,65.7,73.6,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Takulve Williams,61346,S,W KENTUCKY,1,0,,,50.0,,,0,0,0,,346,65.8,56.5,78.7,52.7,52.9,65.2,0,,66.7,2,0,0,0.0,0,7,14,0,1,0,0,0,0,0.0,
Eddie Heckard,63024,CB,BYU,1,0,11.4,40.0,100.0,13.5,5.4,0,0,1,20.0,128,84.5,79.7,78.6,,60.0,81.5,0,14,0.0,0,1,0,48.8,2,27,27,2,2,5,0,16,22,0.6,8.0
Jeremiah Harris,63043,S,JVILLE ST,1,0,4.0,100.0,100.0,15.5,15.5,0,0,0,0.0,196,57.2,62.2,77.7,,70.1,62.2,0,14,0.0,0,0,0,118.8,2,32,32,0,2,2,0,26,18,0.8,13.0
Will Whitson,64470,ED,COAST CAR,1,0,,,5.3,,,0,0,0,,141,60.2,66.8,75.8,59.4,68.3,75.1,0,,0.0,0,0,0,0.0,0,1,19,0,1,0,0,0,0,0.0,
Josh Minkins,66051,S,LOUISVILLE,1,0,,,100.0,,,0,0,0,,210,65.2,69.4,73.8,,69.5,78.7,0,,,0,0,0,0.0,0,16,16,0,0,0,0,0,0,0.0,
Markel Perry,66793,ED,SM HOUSTON,1,0,,,6.7,,,0,0,0,,281,60.0,63.9,78.3,54.4,66.6,76.1,0,,,0,0,0,0.0,0,1,15,0,0,0,0,0,0,0.0,
Blake Antzoulatos,70424,LB,CAL,1,0,3.0,100.0,100.0,1.5,1.5,0,0,0,0.0,130,28.1,23.4,69.8,,61.5,,0,53,,0,0,0,118.8,2,3,3,0,0,2,0,69,63,23.0,34.5
Tuasivi Nomura,70879,ED,FRESNO ST,1,0,,,18.8,,,0,0,0,,169,61.3,68.1,78.5,60.5,69.1,78.0,0,,,0,0,0,0.0,0,3,16,1,0,0,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,1,0.8,100.0,80.0,8.5,8.5,0,0,0,0.0,110,48.0,47.9,75.6,60.1,52.9,83.0,0,28,0.0,0,0,0,118.8,4,36,45,0,5,4,0,54,51,1.6,13.5
Tarik Luckett,71171,CB,N TEXAS,1,0,18.5,100.0,100.0,3.0,3.0,0,0,0,0.0,251,48.7,47.5,70.0,,,,0,36,,0,0,0,158.3,2,6,6,0,0,2,1,39,2,6.5,19.5
Domani Jackson,71370,CB,USC,1,1,8.0,80.0,100.0,10.8,8.6,0,0,1,20.0,326,59.4,61.5,78.6,,69.6,58.1,0,17,25.0,1,0,1,105.8,4,49,49,0,2,5,0,47,29,1.1,11.8
William Nimmo Jr.,71391,S,UCLA,1,0,-1.5,100.0,95.7,9.5,9.5,0,0,0,0.0,324,73.0,66.8,74.2,59.2,51.7,49.8,0,5,0.0,0,0,0,79.2,2,22,23,1,3,2,0,2,5,0.1,1.0
Akili Arnold,71406,S,OREGON ST,1,2,-0.5,100.0,97.3,8.8,8.8,0,0,0,0.0,265,72.6,63.3,78.1,59.4,36.6,51.9,0,9,0.0,0,0,0,89.6,4,36,37,1,3,4,0,22,24,0.6,5.5
Easton Mascarenas-Arnold,71410,LB,OREGON ST,1,0,1.0,100.0,70.3,25.0,25.0,0,0,0,0.0,265,73.5,67.9,77.9,62.6,56.0,56.2,0,2,0.0,0,0,0,79.2,1,26,37,3,5,1,0,2,1,0.1,2.0
Quentin Moten,71681,CB,UNLV,1,0,14.5,100.0,100.0,3.5,3.5,0,0,0,0.0,325,45.3,50.4,70.8,,67.2,41.8,0,31,100.0,1,0,0,158.3,2,7,7,0,0,2,1,39,10,5.6,19.5
Jaxen Turner,71728,S,UNLV,1,0,12.5,66.7,100.0,10.5,7.0,0,0,0,0.0,325,60.6,60.6,77.2,,59.7,42.0,1,60,25.0,1,0,0,109.7,4,43,43,0,3,6,1,87,36,2.1,21.8
DJ Harvey,72089,CB,S JOSE ST,1,0,6.3,57.1,100.0,11.5,6.6,0,1,2,28.6,285,70.1,70.4,76.6,,62.2,57.6,0,6,16.7,1,2,0,62.2,4,48,48,3,5,7,0,17,4,0.4,4.3
Ralen Goforth,72169,LB,WASHINGTON,1,1,1.5,100.0,90.3,13.0,13.0,0,0,1,50.0,340,78.6,76.6,72.0,56.7,65.8,80.4,0,6,0.0,0,1,0,79.2,2,28,31,1,3,2,0,3,0,0.1,1.5
Raider Damuni,72338,S,BYU,1,0,36.0,100.0,100.0,4.0,4.0,0,0,0,0.0,128,32.3,34.8,70.4,,53.9,44.4,0,30,,0,0,0,158.3,1,4,4,0,0,1,1,30,0,7.5,30.0
Justin Flowe,72388,LB,ARIZONA,1,0,4.6,40.0,92.3,12.0,4.8,0,0,0,0.0,109,49.9,41.1,71.2,55.8,39.0,51.5,0,18,50.0,1,0,0,55.4,2,24,26,1,1,5,0,24,13,1.0,12.0
Zahran Manley,72425,CB,STANFORD,1,0,17.3,37.5,100.0,12.0,4.5,0,0,0,0.0,300,61.4,57.4,76.8,,41.4,77.0,1,18,0.0,0,0,1,50.5,3,38,38,0,2,8,1,33,6,0.9,11.0
