player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Cameron Goode,38410,ED,CAL,1,0,10.0,0.0,23.3,,9.0,0,0,0,0.0,130,71.0,69.4,82.6,61.4,66.5,79.7,0,,0.0,0,0,0,39.6,0,10,43,0,1,1,0,0,0,0.0,
Josh Drayden,38498,CB,CAL,1,1,2.3,75.0,95.6,13.7,10.3,0,0,0,0.0,130,69.0,72.0,77.9,66.9,72.8,64.4,0,9,33.3,1,0,0,83.3,3,43,45,0,1,4,0,18,16,0.4,6.0
Branden Smith,55582,CB,CAL,1,0,,,100.0,,,0,0,0,,130,64.1,64.6,70.7,,60.0,,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Elijah Hicks,55584,S,CAL,1,1,3.0,66.7,97.9,21.5,14.3,0,0,0,0.0,130,66.1,72.1,78.6,59.4,81.0,70.3,0,16,33.3,1,0,0,120.8,2,46,47,1,1,3,1,17,20,0.4,8.5
Greg Johnson,55734,CB,USC,1,0,-5.0,100.0,52.2,11.0,11.0,0,0,0,0.0,326,58.6,59.4,78.1,59.1,60.5,27.2,0,17,100.0,1,0,0,118.8,1,12,23,0,0,1,0,17,22,1.5,17.0
Nick Figueroa,56335,ED,USC,1,0,,,16.7,,,0,0,0,,326,60.5,58.8,77.8,53.5,62.4,71.3,0,,,0,0,0,0.0,0,4,24,0,0,0,0,0,0,0.0,
Marqez Bimage,58184,ED,CAL,1,0,-1.0,100.0,21.1,8.0,8.0,0,0,0,0.0,130,64.8,63.3,81.5,63.9,58.4,52.4,0,-1,0.0,0,0,0,79.2,1,8,38,0,2,1,0,-1,0,-0.1,-1.0
Juliano Falaniko,58234,ED,USC,1,0,,,66.7,,,0,0,0,,326,60.4,63.0,70.8,70.6,56.9,75.7,0,,,0,0,0,0.0,0,2,3,1,0,0,0,0,0,0.0,
Daniel Scott,60640,S,CAL,1,0,-3.5,100.0,93.6,21.0,21.0,0,0,0,0.0,130,68.5,72.6,78.6,80.3,68.6,70.0,0,16,33.3,1,0,0,91.7,2,44,47,2,2,2,0,12,19,0.3,6.0
Isaiah Pola-Mao,60781,S,USC,1,1,5.0,100.0,96.3,8.3,8.3,0,0,0,0.0,326,69.8,66.5,76.5,59.8,57.3,66.1,0,21,0.0,0,0,0,108.3,3,26,27,1,2,3,0,30,15,1.2,10.0
Ralen Goforth,72169,LB,USC,1,1,-4.0,100.0,77.8,20.0,20.0,0,0,0,0.0,326,64.4,71.3,75.6,53.4,78.0,63.3,0,5,33.3,1,0,0,87.5,1,21,27,1,1,1,0,5,9,0.3,5.0
Kana'i Mauga,81982,LB,USC,1,1,-3.5,100.0,70.8,8.0,8.0,0,0,0,0.0,326,84.0,71.1,73.6,53.4,55.5,55.2,0,5,0.0,0,0,0,79.2,2,17,24,1,3,2,0,5,12,0.3,2.5
Isaac Taylor-Stuart,83101,CB,USC,1,0,9.3,100.0,89.5,5.7,5.7,0,0,0,0.0,326,53.4,59.7,73.0,86.8,53.7,62.6,0,39,0.0,0,0,0,118.8,3,17,19,0,3,3,0,51,23,3.0,17.0
Chase Williams,83102,S,USC,1,0,,,100.0,,,0,0,0,,326,64.4,64.4,71.3,,60.0,76.4,0,,0.0,0,0,0,0.0,0,6,6,1,1,0,0,0,0,0.0,
Muelu Iosefa,86017,LB,CAL,1,0,,,90.9,,,0,0,0,,130,70.8,57.9,74.6,67.5,36.4,78.2,0,,0.0,0,0,0,0.0,0,20,22,1,1,0,0,0,0,0.0,
Miles Williams,100382,S,CAL,1,0,,,100.0,,,0,0,0,,130,60.5,60.3,68.0,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Myles Jernigan,100558,LB,CAL,1,0,,,100.0,,,0,0,0,,130,60.4,49.2,66.2,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Kaulana Makaula,100614,LB,USC,1,0,3.0,100.0,50.0,1.0,1.0,0,0,0,0.0,326,67.3,72.8,67.6,60.0,,75.1,0,3,0.0,0,0,0,79.2,1,1,2,1,1,1,0,3,0,3.0,3.0
Chris Thompson Jr.,124005,S,USC,1,0,-4.0,0.0,88.5,,23.0,0,0,0,0.0,326,68.4,65.4,75.4,57.1,60.4,65.8,0,,0.0,0,0,0,39.6,0,23,26,1,2,1,0,0,0,0.0,
Collin Gamble,131648,CB,CAL,1,0,7.5,83.3,100.0,4.6,3.8,0,0,0,0.0,130,53.2,54.2,75.5,,62.1,79.3,0,18,0.0,0,0,0,106.3,5,24,24,1,4,6,0,57,18,2.5,11.4
Tramayne Mejia-Paster,131662,LB,CAL,1,0,6.0,75.0,83.7,11.7,8.8,0,1,0,0.0,130,61.6,48.2,79.3,53.6,36.2,62.8,0,16,20.0,1,0,0,99.0,3,36,43,3,4,4,0,33,23,0.9,11.0
Isaiah Young,131669,CB,CAL,1,0,10.8,75.0,100.0,2.3,1.8,0,0,1,12.5,130,40.1,43.7,74.1,,67.3,77.0,0,45,0.0,0,1,0,154.7,6,15,15,0,2,8,1,97,43,6.9,16.2
Tuli Tuipulotu,131840,ED,USC,1,0,0.0,100.0,50.0,6.0,6.0,0,0,0,0.0,326,57.2,77.0,80.2,81.1,76.6,80.6,0,9,0.0,0,0,0,100.0,2,12,24,1,2,2,0,16,16,1.3,8.0
Lu-Magia Hearns III,146296,CB,CAL,1,0,10.2,50.0,100.0,14.0,7.0,0,0,2,33.3,130,73.7,66.3,78.1,,37.3,40.1,0,16,0.0,0,2,1,64.6,3,45,45,2,2,6,0,30,16,0.7,10.0
Oluwafemi Oladejo,146302,LB,CAL,1,0,,,92.0,,,0,0,0,,130,71.1,65.6,0.0,57.1,64.6,80.1,0,,0.0,0,0,1,0.0,0,23,25,1,1,0,0,0,0,0.0,
Prophet Brown,146421,CB,USC,1,0,4.3,100.0,100.0,5.0,5.0,0,0,0,0.0,326,48.6,49.4,73.9,,57.2,59.9,0,12,0.0,0,0,0,109.7,3,16,16,0,3,3,0,31,18,2.1,10.3
Calen Bullock,146424,S,USC,1,1,7.0,100.0,100.0,10.5,10.5,0,0,0,0.0,326,53.1,55.8,75.1,,65.0,27.2,0,17,50.0,2,0,0,106.3,2,22,22,1,1,2,0,19,5,0.9,9.5
