player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,,,100.0,,,0,0,0,,265,63.3,69.3,71.3,,69.5,82.5,0,,0.0,0,0,0,0.0,0,2,2,0,1,0,0,0,0,0.0,
James Camden,53418,LB,W MICHIGAN,1,0,-0.5,50.0,85.7,17.0,8.5,0,0,0,0.0,347,71.7,82.1,74.6,86.6,73.2,72.4,0,6,0.0,0,0,0,56.3,1,18,21,2,2,2,0,6,3,0.4,6.0
Shaun Myers,62235,LB,COLORADO,1,0,,,50.0,,,0,0,0,,143,60.0,61.1,68.4,59.5,60.4,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,0,0.0,0.0,95.3,,20.0,0,0,2,100.0,284,70.5,73.6,76.1,56.6,74.4,61.7,0,,100.0,1,1,0,39.6,0,41,43,0,0,2,0,0,0,0.0,
Korey Foreman,70831,ED,FRESNO ST,1,0,,,12.5,,,0,1,1,,169,74.2,74.6,78.7,64.0,67.0,33.9,0,,100.0,1,1,0,0.0,0,4,32,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,0,9.0,100.0,91.7,11.0,11.0,0,0,0,0.0,321,52.1,56.8,74.5,59.5,64.2,48.6,0,11,50.0,1,0,0,112.5,1,11,12,0,1,1,0,11,2,1.0,11.0
Tate Romney,70946,LB,ARIZONA ST,1,0,,,75.0,,,0,0,0,,110,61.6,59.2,68.1,60.0,58.4,27.5,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
DJ Harvey,72089,CB,USC,1,0,19.5,100.0,100.0,3.5,3.5,0,0,0,0.0,326,30.2,29.6,71.0,,60.0,75.1,0,75,0.0,0,0,0,158.3,2,7,7,0,1,2,1,86,47,12.3,43.0
Raider Damuni,72338,S,BYU,1,1,22.0,66.7,100.0,18.0,12.0,0,0,0,0.0,128,54.8,54.5,75.6,,55.0,56.4,0,15,0.0,0,0,0,96.5,2,40,40,1,3,3,0,28,0,0.8,14.0
Jadon Pearson,72538,LB,FRESNO ST,1,1,-1.3,75.0,80.0,15.3,11.5,0,0,0,0.0,169,72.3,68.6,78.5,57.8,57.3,61.9,0,8,0.0,0,0,0,87.5,3,48,60,2,4,4,0,22,26,0.5,7.3
Marco Notarainni,73389,LB,BOISE ST,1,0,,,73.9,,,0,0,0,,120,63.6,65.1,78.7,61.5,63.7,63.0,0,,,0,0,0,0.0,0,17,23,0,0,0,0,0,0,0.0,
Trent Whalen,73609,LB,ARKANSAS,1,0,5.0,100.0,100.0,1.5,1.5,0,0,0,0.0,111,52.8,40.7,69.9,,60.0,75.8,0,20,0.0,0,0,0,118.8,2,3,3,1,2,2,0,25,15,8.3,12.5
Taariq Al-Uqdah,74119,LB,WASHINGTON,1,0,3.0,66.7,87.5,13.5,9.0,0,0,0,0.0,340,70.6,81.2,76.7,72.1,79.0,78.8,0,5,0.0,0,0,0,70.1,2,28,32,2,1,3,0,8,4,0.3,4.0
Jaymar Mundy,75041,CB,OHIO,1,0,21.0,50.0,100.0,8.0,4.0,1,0,0,0.0,259,44.9,47.9,74.0,,63.7,73.1,0,42,,0,0,1,135.4,1,9,9,0,0,2,1,42,6,5.3,42.0
