player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Kyle Pugh,35900,LB,N ILLINOIS,1,0,,,100.0,,,0,0,0,,254,60.4,73.3,68.3,,70.9,73.6,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,0,,,85.7,,,0,0,0,,113,65.1,54.2,77.6,58.7,49.0,79.6,0,,0.0,0,0,0,0.0,0,12,14,0,1,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,1,11.8,33.3,98.3,28.5,9.5,0,0,0,0.0,347,61.2,64.5,79.4,65.3,67.3,84.0,1,21,0.0,0,0,0,10.4,2,59,60,0,3,6,0,29,3,0.5,14.5
Clifford Chattman,42657,S,UTSA,1,0,18.4,20.0,96.7,27.0,5.4,0,0,1,20.0,331,56.8,64.8,80.2,60.0,73.1,79.7,1,56,,0,0,0,34.2,1,29,30,0,0,5,0,56,25,2.1,56.0
Anthony Watts,42807,DI,MARSHALL,1,0,,,15.4,,,0,0,0,,214,55.4,61.8,76.2,54.4,72.5,33.3,0,,,0,0,0,0.0,0,4,26,0,0,0,0,0,0,0.0,
Ryan McWood,43189,LB,MIAMI OH,1,0,2.2,83.3,93.9,6.2,5.2,0,0,1,16.7,221,50.7,58.4,75.9,56.7,67.4,56.6,0,23,25.0,1,1,0,114.6,5,31,33,1,3,6,0,69,61,2.2,13.8
Jaydon Grant,43354,S,OREGON ST,1,0,17.0,100.0,95.0,37.0,37.0,0,0,0,0.0,265,68.0,70.7,78.3,57.9,73.6,85.5,0,16,0.0,0,0,0,118.8,1,38,40,1,4,1,0,16,-1,0.4,16.0
Jon-Michael Terry,43635,LB,TULSA,1,0,9.0,100.0,86.0,16.0,16.0,0,0,0,0.0,320,56.9,56.7,77.9,52.9,61.3,59.8,0,20,25.0,1,0,0,118.8,3,49,57,1,3,3,0,44,17,0.9,14.7
Sione Tupou,44093,LB,TEXAS ST,1,0,5.5,100.0,94.3,8.0,8.0,0,0,0,0.0,314,53.3,47.9,76.6,59.4,45.8,77.8,0,18,0.0,0,0,0,157.3,4,33,35,0,2,4,1,49,27,1.5,12.3
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,0.3,66.7,100.0,3.5,2.3,0,0,0,0.0,273,69.6,73.6,68.7,,68.0,79.8,0,3,0.0,0,0,0,70.1,2,7,7,2,2,3,0,4,10,0.6,2.0
Penei Pavihi,52079,LB,HAWAII,1,0,,,97.0,,,0,0,0,,180,61.1,57.2,75.9,59.5,52.7,37.5,0,,,0,0,0,0.0,0,32,33,0,0,0,0,0,0,0.0,
George Nyakwol,52203,S,RICE,1,1,7.3,66.7,92.3,11.0,7.3,0,0,0,0.0,275,58.2,66.8,76.2,66.3,76.3,88.2,0,11,0.0,0,0,0,88.2,2,24,26,0,4,3,0,22,1,1.0,11.0
Alii Matau,52219,LB,S JOSE ST,1,1,7.5,50.0,62.5,14.5,7.3,0,0,0,0.0,285,72.3,70.4,81.2,61.5,64.4,82.0,0,5,0.0,0,0,0,56.3,2,30,48,2,3,4,0,7,6,0.2,3.5
