player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,0,5.6,80.0,81.8,6.3,5.0,0,0,0,0.0,193,42.4,55.2,0.0,81.1,70.5,80.5,0,18,0.0,0,0,1,134.6,4,27,33,0,1,5,2,34,11,1.4,8.5
Kyle Pugh,35900,LB,N ILLINOIS,1,1,-4.0,100.0,63.2,12.0,12.0,0,0,0,0.0,254,56.8,58.2,75.6,52.5,67.2,77.7,0,8,0.0,0,0,0,100.0,1,12,19,0,1,1,0,8,12,0.7,8.0
Jordan Carmouche,39951,LB,ARK STATE,1,1,1.0,0.0,88.6,,29.0,0,0,0,0.0,113,66.4,59.1,78.1,54.8,51.0,81.3,0,,0.0,0,0,0,39.6,0,31,35,0,0,1,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,0,5.0,100.0,100.0,18.0,18.0,0,0,1,50.0,347,73.1,72.8,77.2,,65.8,85.9,0,7,0.0,0,1,0,91.7,2,39,39,1,4,2,0,12,2,0.3,6.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,1,4.5,75.0,71.1,10.0,7.5,0,0,0,0.0,146,64.7,58.9,76.9,68.7,44.0,57.7,1,11,25.0,1,0,0,49.0,3,32,45,0,2,4,0,23,16,0.8,7.7
Clifford Chattman,42657,S,UTSA,1,2,15.2,22.2,100.0,17.0,3.8,0,0,1,11.1,331,53.2,52.4,78.2,,52.5,57.5,0,35,0.0,0,1,0,45.1,2,34,34,0,4,9,0,39,6,1.1,19.5
Justin Clark,43185,CB,WISCONSIN,1,0,6.0,100.0,100.0,11.0,11.0,0,0,0,0.0,349,59.3,58.5,75.3,,57.2,47.7,0,11,100.0,1,0,0,112.5,1,11,11,0,0,1,0,11,5,1.0,11.0
Ryan McWood,43189,LB,MIAMI OH,1,1,-1.0,100.0,73.8,30.0,30.0,0,0,0,0.0,221,71.5,70.0,75.2,56.3,66.9,57.7,0,2,50.0,1,0,0,79.2,1,31,42,0,0,1,0,2,3,0.1,2.0
Jaydon Grant,43354,S,OREGON ST,1,0,22.3,33.3,84.1,37.0,12.3,0,1,0,0.0,265,69.0,63.0,79.1,47.3,58.0,43.0,0,5,33.3,1,0,0,42.4,1,37,44,0,2,3,0,5,0,0.1,5.0
Jon-Michael Terry,43635,LB,TULSA,1,0,17.0,0.0,56.5,,12.0,0,0,0,0.0,320,69.6,55.3,0.0,64.3,50.4,68.0,0,,100.0,1,0,1,39.6,0,13,23,0,0,1,0,0,0,0.0,
