player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,10.0,100.0,100.0,6.0,6.0,0,0,0,0.0,265,69.1,66.1,72.3,,57.2,79.8,0,18,0.0,0,0,0,118.8,1,7,7,0,2,1,0,18,8,3.0,18.0
James Camden,53418,LB,W MICHIGAN,1,0,1.0,50.0,82.1,27.0,13.5,0,0,0,0.0,347,75.4,76.0,75.9,52.6,74.9,81.3,0,3,0.0,0,0,0,56.3,1,32,39,1,2,2,0,3,2,0.1,3.0
Shaun Myers,62235,LB,COLORADO,1,0,6.0,0.0,73.3,,5.5,0,0,1,50.0,143,76.0,79.5,75.2,57.1,75.4,42.7,0,,,0,1,0,39.6,0,11,15,0,0,2,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,0,10.0,50.0,85.0,31.0,15.5,0,0,0,0.0,284,62.5,63.6,74.5,71.2,58.0,79.2,0,3,0.0,0,0,0,56.3,1,34,40,2,2,2,0,3,5,0.1,3.0
Korey Foreman,70831,ED,FRESNO ST,1,0,,,18.2,,,1,1,1,,169,68.0,68.7,0.0,71.1,62.8,32.0,0,,100.0,1,1,1,0.0,0,4,22,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,0,12.0,0.0,100.0,,7.0,0,0,1,100.0,321,78.4,90.6,72.3,,81.5,78.1,0,,0.0,0,1,0,39.6,0,7,7,0,1,1,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,0,,,33.3,,,0,0,0,,110,60.0,48.3,73.9,57.6,49.2,,0,,,0,0,0,0.0,0,1,3,0,0,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,0,,,100.0,,,0,0,0,,103,65.2,65.7,69.7,,,74.2,0,,0.0,0,0,0,0.0,0,7,7,0,1,0,0,0,0,0.0,
DJ Harvey,72089,CB,USC,1,1,10.0,50.0,100.0,14.0,7.0,0,0,1,50.0,326,68.0,68.4,72.3,,,27.9,0,24,50.0,1,1,0,93.8,1,14,14,0,0,2,0,24,7,1.7,24.0
Raider Damuni,72338,S,BYU,1,0,13.0,50.0,100.0,14.0,7.0,0,0,1,25.0,128,65.9,74.2,74.3,92.5,60.0,80.8,0,33,,0,1,0,121.9,2,28,28,1,0,4,1,37,40,1.3,18.5
Justin Flowe,72388,LB,UNLV,1,0,,,100.0,,,0,0,0,,325,60.0,62.3,65.9,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jadon Pearson,72538,LB,FRESNO ST,1,0,-6.0,100.0,85.7,32.0,32.0,0,0,0,0.0,169,68.0,70.5,76.9,61.7,68.8,79.9,0,2,0.0,0,0,0,79.2,1,36,42,0,2,1,0,2,8,0.1,2.0
