player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,,,80.0,,,0,0,0,,214,61.2,61.7,71.7,60.0,60.4,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Cole Pearce,52970,LB,BALL ST,1,0,2.8,75.0,81.5,7.3,5.5,0,0,0,0.0,117,54.9,62.1,74.6,82.6,58.3,45.9,1,28,0.0,0,0,0,66.7,3,22,27,1,2,4,0,40,37,1.8,13.3
DeShawn Pace,53549,S,CINCINNATI,1,0,19.5,50.0,94.7,17.0,8.5,0,0,0,0.0,138,46.8,48.8,79.0,59.7,53.6,65.9,0,13,,0,0,0,70.8,1,18,19,0,0,2,0,13,0,0.8,13.0
Jaheim Thomas,54193,LB,ARKANSAS,1,0,,,50.0,,,0,0,0,,111,60.2,72.8,71.5,58.6,72.9,77.4,0,,,0,0,0,0.0,0,2,4,0,0,0,0,0,0,0.0,
Zachary Ford,55353,S,TOLEDO,1,1,16.7,42.9,97.4,11.3,4.9,0,0,0,0.0,316,50.1,54.1,77.5,60.0,65.2,53.1,0,7,33.3,1,0,0,89.9,3,38,39,0,1,7,1,21,15,0.6,7.0
Korey Hernandez,55796,CB,E MICHIGAN,1,0,,,100.0,,,0,0,0,,160,63.0,63.6,70.1,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
John Davis,56230,CB,N TEXAS,1,0,,,94.7,,,0,0,0,,251,66.8,68.4,77.4,58.3,69.5,74.2,0,,,0,0,0,0.0,0,18,19,0,0,0,0,0,0,0.0,
Bryson Jackson,57738,S,BAYLOR,1,0,,,85.7,,,0,0,1,,118,70.8,85.0,77.3,59.7,87.8,80.8,0,,,0,1,0,0.0,0,6,7,0,0,0,0,0,0,0.0,
Jerry Roberts,57759,LB,UMASS,1,0,14.5,50.0,75.0,16.0,8.0,0,0,0,0.0,216,41.1,34.7,75.7,62.7,36.8,28.7,0,18,100.0,1,0,0,81.3,1,18,24,0,0,2,0,18,3,1.1,18.0
Isaac Ukwu,57888,ED,OLE MISS,1,0,,,10.8,,,0,0,0,,226,62.5,67.9,0.0,73.9,60.3,,0,,,0,0,1,0.0,0,4,37,0,0,0,0,0,0,0.0,
Malik Robinson,58044,LB,HOUSTON,1,0,11.0,100.0,92.9,8.7,8.7,0,0,0,0.0,182,49.6,50.7,74.5,57.8,56.4,58.0,0,22,20.0,1,0,0,118.8,3,26,28,1,4,3,0,39,6,1.5,13.0
Londyn Craft,60689,LB,E MICHIGAN,1,1,4.0,100.0,95.8,10.5,10.5,0,0,0,0.0,160,67.6,64.0,72.0,59.7,56.4,64.1,0,5,0.0,0,0,0,83.3,2,23,24,1,2,2,0,8,0,0.4,4.0
Eddie Heckard,63024,CB,BYU,1,2,8.6,56.3,94.5,5.0,2.8,1,0,2,12.5,128,76.3,75.5,82.7,56.0,66.2,58.4,2,21,14.3,1,1,2,35.2,9,52,55,2,4,16,0,99,66,2.2,11.0
Jeremiah Harris,63043,S,JVILLE ST,1,1,10.8,25.0,100.0,35.0,8.8,0,0,0,0.0,196,74.4,76.8,79.0,,76.8,85.6,1,6,0.0,0,0,0,0.0,1,36,36,0,2,4,0,6,1,0.2,6.0
Robi Stuart,65032,DI,C MICHIGAN,1,0,,,8.3,,,0,0,0,,134,60.6,69.8,79.0,70.5,65.3,72.4,0,,,0,0,0,0.0,0,1,12,1,0,0,0,0,0,0.0,
Jeremiah Wood,66274,S,OHIO,1,0,4.4,37.5,92.1,11.0,4.1,0,0,0,0.0,259,54.8,57.0,76.8,57.3,67.2,43.9,0,12,50.0,1,0,0,45.8,3,35,38,0,1,8,0,22,9,0.7,7.3
Markel Perry,66793,ED,SM HOUSTON,1,0,,,3.1,,,0,0,0,,281,60.4,68.3,77.5,71.3,58.5,54.5,0,,0.0,0,0,0,0.0,0,1,32,2,1,0,0,0,0,0.0,
Tuasivi Nomura,70879,ED,FRESNO ST,1,0,-1.0,100.0,50.0,6.0,6.0,0,0,1,100.0,169,59.3,56.1,75.3,56.4,56.3,61.1,0,28,,0,1,0,118.8,1,6,12,0,0,1,0,28,29,4.7,28.0
Tate Romney,70946,LB,ARIZONA ST,1,0,3.5,100.0,76.5,12.5,12.5,0,0,0,0.0,110,39.0,40.7,74.7,51.7,57.1,56.8,0,16,0.0,0,0,0,118.8,2,26,34,0,1,2,0,30,23,1.2,15.0
