player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Justin Weaver,126597,CB,ARMY,1,0,,,100.0,,,0,0,0,,114,64.2,65.9,71.7,,65.0,73.5,0,,,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Jaydan Mayes,133971,CB,ARMY,1,0,1.5,50.0,100.0,7.0,3.5,0,0,0,0.0,114,78.4,71.6,74.9,,58.6,76.0,0,31,0.0,0,0,0,95.8,1,7,7,0,1,2,0,31,34,4.4,31.0
Kyle Jacob,144318,LB,NAVY,1,0,,,82.4,,,0,0,0,,237,64.1,73.4,75.8,55.1,76.1,83.8,0,,0.0,0,0,0,0.0,0,14,17,0,1,0,0,0,0,0.0,
Rayuan Lane III,144326,S,NAVY,1,0,15.5,50.0,100.0,8.0,4.0,0,0,1,25.0,237,49.7,56.0,0.0,,69.4,69.5,0,18,0.0,0,0,1,66.7,2,18,18,0,1,4,0,22,0,1.4,11.0
Dashaun Peele,144335,CB,NAVY,1,0,18.3,33.3,100.0,16.0,5.3,1,0,0,0.0,237,53.3,60.2,73.7,,70.6,73.5,1,5,,0,0,1,2.8,1,18,18,0,0,3,0,5,5,0.3,5.0
Colin Ramos,144338,LB,NAVY,1,1,4.0,100.0,66.7,11.0,11.0,0,0,0,0.0,237,66.0,76.2,79.5,63.8,76.2,83.9,0,5,0.0,0,0,0,87.5,1,12,18,1,1,1,0,5,1,0.5,5.0
Mbiti Williams Jr.,144352,S,NAVY,1,0,7.5,100.0,100.0,8.0,8.0,0,0,0,0.0,237,59.8,64.4,74.5,,67.5,66.5,0,23,0.0,0,0,0,156.3,2,18,18,1,1,2,1,24,9,1.5,12.0
Chance Keith,147333,S,ARMY,1,0,,,76.9,,,0,0,0,,114,64.4,72.8,81.0,57.3,74.7,80.7,0,,0.0,0,0,0,0.0,0,10,13,1,1,0,0,0,0,0.0,
Max DiDomenico,147338,S,ARMY,1,0,-4.0,0.0,100.0,,13.0,0,0,0,0.0,114,65.5,63.0,76.3,,59.8,71.5,0,,0.0,0,0,0,39.6,0,13,13,0,1,1,0,0,0,0.0,
Andrew Duhart,162545,CB,NAVY,1,0,23.3,0.0,100.0,,4.0,0,0,1,25.0,237,68.4,61.3,73.4,,50.1,25.0,0,,,0,1,1,39.6,0,18,18,0,0,4,0,0,0,0.0,
Kenneth McShan,162567,LB,NAVY,1,0,8.0,100.0,64.7,11.0,11.0,0,0,0,0.0,237,60.1,58.1,0.0,56.3,64.9,,1,9,,0,0,1,64.6,1,11,17,0,0,1,0,9,1,0.8,9.0
Luke Pirris,162574,ED,NAVY,1,0,5.0,0.0,27.8,,5.0,0,0,0,0.0,237,92.5,82.7,81.1,62.3,68.1,54.0,1,,100.0,1,0,0,0.0,0,5,18,0,0,1,0,0,0,0.0,
Eric Ford,163188,ED,ARMY,1,0,,,25.0,,,0,0,0,,114,60.0,67.1,76.6,58.0,67.7,75.2,0,,,0,0,0,0.0,0,1,4,0,0,0,0,0,0,0.0,
Kalib Fortner,163190,LB,ARMY,1,1,17.0,0.0,84.6,,11.0,0,1,1,100.0,114,76.4,69.0,77.0,56.7,61.8,82.3,0,,0.0,0,1,0,39.6,0,11,13,0,0,1,0,0,0,0.0,
Casey Larkin,163198,S,ARMY,1,0,10.0,0.0,92.3,,12.0,0,0,1,100.0,114,63.6,67.9,76.3,60.0,70.1,65.9,0,,,0,1,0,39.6,0,12,13,0,0,1,0,0,0,0.0,
Donavon Platt,163211,CB,ARMY,1,0,17.5,50.0,100.0,11.0,5.5,0,0,0,0.0,114,41.9,47.8,75.6,,59.9,15.4,0,52,100.0,1,0,0,135.4,1,11,11,0,0,2,1,52,42,4.7,52.0
Andon Thomas,163225,LB,ARMY,1,0,5.0,100.0,100.0,13.0,13.0,0,0,0,0.0,114,64.2,58.0,76.8,,54.4,56.8,0,6,0.0,0,0,0,91.7,1,13,13,1,1,1,0,6,1,0.5,6.0
Elo Modozie,170992,ED,ARMY,1,0,12.0,100.0,55.6,5.0,5.0,0,0,0,0.0,114,43.7,63.1,79.6,80.0,64.4,73.0,0,18,,0,0,0,158.3,1,5,9,1,0,1,1,18,6,3.6,18.0
