player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
James Camden,53418,LB,W MICHIGAN,1,0,-5.0,100.0,65.4,15.0,15.0,0,0,0,0.0,347,80.5,74.6,74.7,59.6,63.8,78.5,0,-5,0.0,0,0,0,79.2,1,17,26,2,1,1,0,-5,0,-0.3,-5.0
Shaun Myers,62235,LB,COLORADO,1,0,-4.0,100.0,100.0,4.0,4.0,0,0,0,0.0,143,72.6,80.7,72.2,,69.7,76.2,0,1,0.0,0,0,0,79.2,1,4,4,1,1,1,0,1,5,0.3,1.0
Mister Williams,70521,LB,S DIEGO ST,1,0,,,77.8,,,0,0,0,,284,76.4,84.0,73.2,57.5,75.5,73.6,0,,,0,0,0,0.0,0,7,9,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,0,,,80.0,,,0,0,0,,321,63.1,67.9,73.6,58.1,70.6,50.1,0,,100.0,1,0,0,0.0,0,8,10,1,0,0,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,0,,,100.0,,,0,0,0,,110,62.7,60.7,68.2,,57.7,74.3,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,0,6.0,0.0,95.2,,19.0,0,0,0,0.0,103,60.2,60.7,0.0,71.1,65.4,81.6,0,,0.0,0,0,2,39.6,0,20,21,2,3,1,0,0,0,0.0,
DJ Harvey,72089,CB,USC,1,0,18.0,100.0,100.0,6.5,6.5,0,0,0,0.0,326,45.1,45.7,72.8,,60.0,74.2,0,33,0.0,0,0,0,158.3,2,13,13,0,1,2,1,39,3,3.0,19.5
Raider Damuni,72338,S,BYU,1,0,5.0,0.0,92.3,,12.0,0,0,0,0.0,128,65.1,64.8,71.7,60.0,62.3,78.4,0,,0.0,0,0,0,39.6,0,12,13,0,1,1,0,0,0,0.0,
Justin Flowe,72388,LB,UNLV,1,0,2.0,50.0,84.0,17.0,8.5,0,0,1,50.0,325,72.8,79.5,75.2,64.8,76.9,54.8,0,5,33.3,1,1,0,56.3,1,21,25,1,2,2,0,5,8,0.3,5.0
Ian Shewell,72474,DI,ARIZONA ST,1,0,,,16.7,,,0,0,0,,110,60.2,62.2,70.3,58.1,60.9,71.3,0,,0.0,0,0,0,0.0,0,1,6,0,1,0,0,0,0,0.0,
Jadon Pearson,72538,LB,FRESNO ST,1,1,-7.0,100.0,85.2,23.0,23.0,0,0,0,0.0,169,57.4,50.9,74.6,55.2,47.7,57.8,0,4,0.0,0,0,0,83.3,1,23,27,2,2,1,0,4,11,0.2,4.0
Marco Notarainni,73389,LB,BOISE ST,1,0,4.0,0.0,82.8,,22.0,0,0,0,0.0,120,53.2,59.5,77.1,53.8,70.7,58.8,0,,50.0,1,0,0,39.6,0,24,29,1,1,1,0,0,0,0.0,
Trent Whalen,73609,LB,ARKANSAS,1,0,2.5,100.0,100.0,3.0,3.0,0,0,0,0.0,111,54.9,61.3,69.4,63.1,60.0,75.3,0,18,0.0,0,0,0,114.6,2,6,6,1,1,2,0,23,18,3.8,11.5
Taariq Al-Uqdah,74119,LB,WASHINGTON,1,0,13.3,33.3,73.0,25.0,8.3,0,0,0,0.0,340,42.2,42.9,76.9,64.6,47.6,80.6,0,25,,0,0,0,64.6,1,27,37,0,0,3,0,25,4,1.0,25.0
