player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,28.0,100.0,100.0,2.0,2.0,0,0,0,0.0,265,47.8,39.7,67.6,,,,0,31,,0,0,0,118.8,1,2,2,0,0,1,0,31,3,15.5,31.0
DeShawn Pace,53549,LB,UCF,1,0,7.0,100.0,80.0,4.8,4.8,0,0,0,0.0,323,41.1,54.3,0.0,62.2,78.4,32.9,0,18,100.0,2,0,1,149.0,4,20,25,0,0,4,1,41,17,2.2,10.3
Iesa Jarmon,53981,CB,AKRON,1,0,,,100.0,,,0,0,0,,102,61.3,62.5,66.9,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Alex Howard,62494,LB,DUKE,1,0,10.0,100.0,65.4,7.5,7.5,0,0,0,0.0,154,48.3,47.0,0.0,67.2,50.1,40.8,0,21,33.3,1,0,1,118.8,2,17,26,1,2,2,0,30,10,2.0,15.0
Barry Brown,62724,LB,COAST CAR,1,1,10.0,100.0,85.7,18.0,18.0,0,0,0,0.0,141,52.1,65.3,75.7,55.7,80.8,64.4,0,15,33.3,1,0,0,118.8,2,36,42,0,1,2,0,28,8,0.8,14.0
Kam Butler,63872,ED,VIRGINIA,1,0,,,3.2,,,0,0,0,,335,60.0,60.3,78.8,57.9,61.1,27.0,0,,,0,0,0,0.0,0,1,31,0,0,0,0,0,0,0.0,
Josh Minkins,66051,S,CINCINNATI,1,0,7.0,100.0,100.0,13.0,13.0,0,0,0,0.0,138,63.6,62.9,72.9,,60.8,78.0,0,9,,0,0,0,104.2,1,13,13,0,0,1,0,9,2,0.7,9.0
Korey Foreman,70831,ED,FRESNO ST,1,0,,,8.7,,,0,0,0,,169,63.1,75.2,79.7,64.8,80.0,80.1,0,,,0,0,0,0.0,0,4,46,1,0,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,1,9.3,66.7,75.0,17.5,11.7,0,0,0,0.0,169,56.4,66.1,78.4,66.6,74.8,80.8,0,8,0.0,0,0,0,115.3,2,39,52,0,1,3,1,13,3,0.4,6.5
Domani Jackson,71370,CB,ALABAMA,1,0,13.7,66.7,89.5,8.5,5.7,0,0,0,0.0,103,41.9,45.7,76.6,46.0,63.1,60.4,0,19,100.0,1,0,0,106.3,2,17,19,0,0,3,0,35,13,2.1,17.5
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,,,100.0,,,0,0,0,,284,51.5,61.5,72.2,,71.0,78.8,0,,0.0,0,0,0,0.0,0,6,6,0,1,0,0,0,0,0.0,
Akili Arnold,71406,S,USC,1,1,,,100.0,,,0,0,0,,326,77.3,78.4,75.0,,73.0,82.9,0,,0.0,0,0,0,0.0,0,32,32,1,1,0,0,0,0,0.0,
Easton Mascarenas-Arnold,71410,LB,USC,1,2,7.0,100.0,81.8,13.5,13.5,0,0,0,0.0,326,41.7,53.0,77.7,72.6,65.1,46.6,0,17,25.0,1,0,0,118.8,2,27,33,1,1,2,0,26,12,1.0,13.0
DJ Harvey,72089,CB,S JOSE ST,1,0,9.0,0.0,100.0,,6.8,0,0,1,25.0,285,76.7,75.9,78.2,,68.9,73.5,0,,,0,1,0,39.6,0,27,27,0,0,4,0,0,0,0.0,
Raider Damuni,72338,S,BYU,1,0,-2.0,100.0,100.0,5.0,5.0,0,0,0,0.0,128,54.4,54.6,74.0,,56.3,58.1,0,15,0.0,0,0,0,104.2,3,16,16,0,1,3,0,27,33,1.8,9.0
Jadon Pearson,72538,LB,UTAH ST,1,2,-0.4,80.0,87.9,6.8,5.4,0,0,1,20.0,329,64.9,60.8,74.7,58.1,55.2,35.2,0,9,33.3,1,1,0,87.5,4,29,33,0,0,5,0,25,25,0.9,6.3
Lavario Wiley,72769,CB,UNLV,1,0,18.0,33.3,100.0,14.0,4.7,0,0,2,66.7,325,72.4,69.6,73.8,,53.4,41.1,0,12,0.0,0,1,0,46.5,1,15,15,0,1,3,0,12,0,0.9,12.0
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,2,8.0,100.0,90.5,5.3,5.3,0,0,0,0.0,101,58.2,58.7,79.9,56.2,62.4,45.7,0,20,25.0,2,0,0,118.8,7,38,42,1,4,7,0,89,33,2.4,12.7
Marco Notarainni,73389,LB,BOISE ST,1,1,5.5,0.0,86.2,,12.5,0,0,0,0.0,120,75.4,84.7,78.3,63.5,81.9,29.3,0,,0.0,0,0,0,39.6,0,25,29,0,0,2,0,0,0,0.0,
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,1.8,50.0,81.3,12.5,6.3,0,0,0,0.0,341,52.9,60.5,77.7,61.5,68.7,81.5,1,25,0.0,0,0,0,47.9,2,26,32,0,2,4,0,42,36,1.7,21.0
Zion Branch,74395,S,USC,1,0,,,100.0,,,0,0,0,,326,63.8,63.6,72.7,,60.0,,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Silas Walters,75263,S,MIAMI OH,1,0,1.8,60.0,97.8,14.0,8.4,0,0,0,0.0,221,63.3,63.5,76.7,60.0,62.3,84.6,0,10,0.0,0,0,0,64.6,3,45,46,2,5,5,0,12,7,0.3,4.0
Chuck Hicks,75816,LB,MISSOURI,1,1,,,80.0,,,0,0,0,,229,66.0,60.7,0.0,58.6,65.6,78.2,0,,0.0,0,0,1,0.0,0,12,15,0,1,0,0,0,0,0.0,
Damaje Yancey,76532,CB,TROY,1,0,17.0,50.0,100.0,7.5,3.8,0,0,2,25.0,318,64.5,64.0,76.3,,59.1,41.0,0,38,25.0,1,0,0,80.7,4,31,31,1,3,8,0,71,19,2.4,17.8
Torey Richardson,76711,CB,TEMPLE,1,0,17.5,50.0,96.9,27.0,13.5,0,0,0,0.0,306,63.8,61.0,76.8,58.1,51.1,23.8,0,5,100.0,1,0,0,56.3,1,31,32,0,0,2,0,5,9,0.2,5.0
Antonio Colclough,76813,ED,BUFFALO,1,0,,,4.5,,,0,0,0,,126,60.0,49.7,76.7,56.1,45.4,31.8,0,,100.0,1,0,0,0.0,0,1,22,1,0,0,0,0,0,0.0,
Justin Wright,77160,LB,OKLA STATE,1,0,3.0,0.0,78.9,,6.5,0,0,0,0.0,262,45.6,54.8,74.1,55.2,74.6,77.9,0,,0.0,0,0,1,39.6,0,15,19,1,1,2,0,0,0,0.0,
Matt Harmon,77244,ED,KENT STATE,1,0,,,3.7,,,0,0,0,,201,60.0,59.5,80.4,63.7,54.3,38.9,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,
Daniel Bolden,77252,LB,TOLEDO,1,0,,,95.0,,,0,0,0,,316,64.9,75.5,78.3,59.4,77.5,82.3,0,,,0,0,0,0.0,0,19,20,0,0,0,0,0,0,0.0,
Keye Thompson,77266,LB,PITTSBURGH,1,0,,,76.5,,,0,0,0,,268,63.7,56.7,76.2,54.1,54.3,29.9,0,,,0,0,0,0.0,0,13,17,0,0,0,0,0,0,0.0,
Jace Ruder,77680,LB,N TEXAS,1,0,,,100.0,,,0,0,0,,251,61.2,67.7,71.1,,63.4,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Tory Spears,78134,S,TEXAS ST,1,0,22.0,0.0,100.0,,6.0,0,0,0,0.0,314,52.8,57.5,72.5,,64.7,79.9,0,,0.0,0,0,0,39.6,0,14,14,0,1,2,0,0,0,0.0,
DaShon Bussell,78169,CB,W MICHIGAN,1,0,,,100.0,,,0,0,0,,347,61.9,63.0,69.2,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Marque Collins,78999,CB,BYU,1,1,22.3,66.7,95.8,11.0,7.3,0,0,0,0.0,128,43.0,46.3,76.9,60.0,60.2,37.1,0,61,50.0,1,0,1,149.3,2,23,24,0,0,3,1,71,38,3.2,35.5
Jayden McDonald,81249,LB,UCONN,1,0,1.0,100.0,76.5,12.7,12.7,0,0,0,0.0,146,66.6,66.6,77.0,64.9,60.8,56.5,0,8,0.0,0,0,0,93.1,3,39,51,2,2,3,0,19,16,0.5,6.3
Jared Small,81284,LB,ARIZONA,1,0,-4.0,100.0,100.0,1.0,1.0,0,0,0,0.0,109,60.0,55.8,71.2,,72.4,73.6,0,15,,0,0,0,118.8,1,1,1,0,0,1,0,15,19,15.0,15.0
Jacob Mangum-Farrar,82557,ED,INDIANA,1,0,-3.5,100.0,40.0,1.0,1.0,0,0,0,0.0,190,79.0,83.1,72.8,57.7,60.0,73.0,0,3,0.0,0,0,0,79.2,2,2,5,1,1,2,0,-2,5,-1.0,-1.0
Jaden Robinson,83074,CB,OREGON ST,1,0,9.0,66.7,88.9,12.0,8.0,0,0,0,0.0,265,58.9,60.2,75.8,54.6,67.4,47.7,0,9,33.3,1,0,0,77.1,2,24,27,0,2,3,0,14,0,0.6,7.0
Dustin Johnson,83197,S,OHIO,1,0,11.4,40.0,96.9,15.0,6.0,0,0,0,0.0,259,44.5,52.4,76.3,59.7,71.4,84.2,0,23,0.0,0,0,0,104.2,2,31,32,1,2,5,1,35,1,1.2,17.5
Jarvis Ware,83314,CB,UNLV,1,0,12.4,20.0,100.0,21.0,4.2,0,1,0,0.0,325,47.6,51.8,78.6,,66.4,75.1,0,9,,0,0,0,39.6,1,22,22,0,0,5,0,9,4,0.4,9.0
Chris Mills,83315,CB,TEXAS ST,1,0,8.0,20.0,100.0,23.0,4.6,0,0,1,20.0,314,60.7,58.5,75.4,,51.5,76.6,0,31,0.0,0,1,0,52.9,1,26,26,0,1,5,0,31,3,1.3,31.0
Bryan Addison,83825,S,UCLA,1,0,-7.0,100.0,97.4,38.0,38.0,0,0,0,0.0,324,56.9,59.7,76.1,60.0,66.4,41.4,0,16,50.0,1,0,0,118.8,1,38,39,0,1,1,0,16,23,0.4,16.0
Armani-Eli Adams,83838,S,W MICHIGAN,1,0,,,100.0,,,0,0,0,,347,61.8,61.8,72.3,,,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Kalib Perry,86267,LB,TENNESSEE,1,3,-2.0,100.0,85.0,16.0,16.0,0,0,0,0.0,307,67.9,74.0,76.0,56.9,78.8,81.1,0,3,0.0,0,0,0,79.2,1,17,20,0,0,1,0,3,5,0.2,3.0
Rodney Robinson,86527,S,BOISE ST,1,0,7.0,75.0,93.1,9.0,6.8,0,0,0,0.0,120,61.2,61.9,75.5,57.3,63.4,80.4,0,19,0.0,0,0,0,93.8,3,27,29,1,2,4,0,28,16,1.0,9.3
Ozzie Nicholas,86729,LB,DUKE,1,0,17.5,50.0,90.0,25.0,12.5,0,0,0,0.0,154,49.9,73.2,0.0,77.6,89.4,84.3,0,65,0.0,0,0,1,135.4,1,27,30,0,1,2,1,65,44,2.6,65.0
Ceyair Wright,86877,CB,NEBRASKA,1,0,13.0,100.0,96.6,9.0,9.0,0,0,0,0.0,238,52.7,51.2,76.4,59.8,50.5,27.4,0,24,50.0,2,0,0,158.3,3,28,29,0,2,3,1,49,13,1.8,16.3
David Reese,90079,ED,CAL,1,0,,,14.8,,,0,0,0,,130,49.2,68.4,82.3,72.3,66.2,62.2,0,,100.0,1,0,0,0.0,0,4,27,2,0,0,0,0,0,0.0,
Tyrice Ivy Jr.,90783,S,OREGON ST,1,0,36.0,0.0,100.0,,14.0,0,0,1,100.0,265,54.6,56.4,73.9,,61.3,74.8,0,,0.0,0,0,0,39.6,0,14,14,0,1,1,0,0,0,0.0,
Trey Laing,91245,ED,E MICHIGAN,1,0,,,20.0,,,0,0,0,,160,61.2,56.5,77.1,60.4,52.5,29.2,0,,,0,0,0,0.0,0,3,15,0,0,0,0,0,0,0.0,
Amir McDaniel,97087,CB,LA LAFAYET,1,1,,,81.5,,,0,0,0,,207,72.5,73.4,78.3,64.9,64.5,78.5,0,,0.0,0,0,0,0.0,0,22,27,0,2,0,0,0,0,0.0,
Antavious Lane,97141,S,N CAROLINA,1,0,3.8,80.0,100.0,8.3,6.6,0,0,0,0.0,245,61.0,53.5,77.3,,43.6,60.0,0,7,0.0,0,0,0,82.5,4,36,36,2,6,5,0,19,4,0.6,4.8
Bralyn Lux,97143,CB,TEXAS TECH,1,0,13.9,75.0,100.0,5.2,3.9,0,0,0,0.0,315,41.0,34.1,0.0,,35.3,33.9,0,35,0.0,0,0,3,114.1,6,33,33,1,4,8,0,95,8,3.1,15.8
Anthony Wilson,97220,S,W VIRGINIA,1,0,23.8,25.0,100.0,23.0,5.8,0,0,1,25.0,343,59.6,58.9,77.6,,57.7,86.7,0,20,0.0,0,1,0,47.9,1,24,24,0,1,4,0,20,2,0.9,20.0
Brandon Crossley,97225,CB,SMU,1,0,12.8,75.0,100.0,14.0,10.5,0,0,0,0.0,287,69.3,68.2,77.1,,57.0,44.2,0,12,25.0,1,0,0,91.7,3,43,43,1,3,4,0,26,9,0.6,8.7
Marcus Harris,97230,CB,CAL,1,0,11.7,33.3,97.1,33.0,11.0,0,0,1,33.3,130,72.5,74.6,77.2,60.0,74.3,78.2,0,2,,0,1,0,81.9,1,33,34,0,0,3,1,2,0,0.1,2.0
Rod Heard II,97237,S,NOTRE DAME,1,0,,,100.0,,,0,0,0,,258,60.0,60.7,64.0,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Dywan Griffin,97274,CB,DOMINION,1,0,,,100.0,,,0,0,0,,263,61.2,61.8,67.4,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jordan Clark,97324,CB,NOTRE DAME,1,0,,,100.0,,,0,0,0,,258,61.0,62.0,65.9,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Derrick Canteen,97329,S,CINCINNATI,1,0,16.3,0.0,100.0,,5.3,0,0,1,33.3,138,64.1,63.8,76.8,,61.8,77.2,0,,0.0,0,0,0,39.6,0,16,16,1,1,3,0,0,0,0.0,
Juan Powell,97330,CB,COAST CAR,1,1,1.4,57.1,90.5,9.5,5.4,0,0,0,0.0,141,68.8,71.2,77.6,55.6,74.5,73.4,0,12,0.0,0,0,0,62.2,4,38,42,4,4,7,0,19,21,0.5,4.8
AJ Williams,97343,S,COAST CAR,1,0,-0.5,100.0,93.1,13.5,13.5,0,0,0,0.0,141,66.0,66.4,74.1,57.8,65.5,41.8,0,6,50.0,1,0,0,81.3,2,27,29,1,1,2,0,7,8,0.3,3.5
Jakeen Harris,97351,S,N CAROLINA,1,1,16.0,33.3,100.0,22.0,7.3,0,0,0,0.0,245,40.7,47.8,74.1,,65.6,71.8,0,24,0.0,0,0,0,63.2,1,23,23,0,3,3,0,24,7,1.1,24.0
Coco Azema,97353,S,NWESTERN,1,0,,,100.0,,,0,0,0,,256,55.0,50.0,72.9,,47.1,24.4,0,,100.0,1,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,
Sidney Porter,97369,S,KENNESAW,1,0,,,63.2,,,0,0,0,,200,66.2,72.5,80.4,72.6,67.8,81.9,0,,0.0,0,0,0,0.0,0,12,19,1,1,0,0,0,0,0.0,
Woodi Washington,97379,CB,OKLAHOMA,1,0,,,100.0,,,0,0,0,,261,69.9,70.0,75.8,,63.6,,1,,,0,0,0,0.0,0,29,29,0,0,0,0,0,0,0.0,
Solomon Brown,97386,S,BUFFALO,1,0,17.0,0.0,97.7,,21.0,0,0,1,50.0,126,83.6,81.9,78.4,60.0,67.9,82.4,1,,0.0,0,1,0,0.0,0,43,44,0,4,2,0,0,0,0.0,
