player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Tim Terry,55020,LB,AKRON,1,0,0.3,100.0,75.0,10.7,10.7,0,0,0,0.0,102,64.0,79.8,75.9,68.2,91.1,82.0,0,17,0.0,0,0,0,102.8,3,36,48,2,2,3,0,26,25,0.8,8.7
Isaiah King,55037,CB,BUFFALO,1,0,8.0,70.0,100.0,7.6,5.3,1,0,1,10.0,126,60.6,61.6,78.7,,65.5,41.0,0,33,33.3,2,1,1,142.1,7,58,58,1,4,10,1,116,62,2.2,16.6
Jahmin Muse,55830,S,BUFFALO,1,0,-2.5,100.0,96.4,24.0,24.0,0,0,0,0.0,126,65.8,68.9,76.7,58.0,75.7,83.2,0,4,0.0,0,0,0,79.2,2,53,55,0,3,2,0,-3,2,-0.1,-1.5
Victor Jones,56486,ED,AKRON,1,0,7.0,50.0,30.4,6.0,3.0,0,0,1,25.0,102,49.3,56.0,3.6,61.3,66.2,77.7,0,33,0.0,0,1,1,90.6,2,14,46,1,1,4,0,45,14,3.8,22.5
Damian Jackson,56747,ED,BUFFALO,1,0,,,37.9,,,0,0,0,,126,64.7,61.7,79.7,52.7,65.7,46.7,0,,50.0,1,0,0,0.0,0,11,29,0,1,0,0,0,0,0.0,
Zach Morton,56853,ED,AKRON,1,0,,,9.8,,,0,0,0,,102,61.3,74.9,79.7,66.9,76.6,60.3,0,,100.0,1,0,0,0.0,0,4,41,1,0,0,0,0,0,0.0,
Bubba Arslanian,57671,LB,AKRON,1,0,13.5,100.0,79.2,18.0,18.0,0,0,0,0.0,102,58.6,76.0,78.0,69.7,88.6,73.4,0,28,0.0,0,0,0,118.8,2,42,53,1,1,2,0,35,8,1.0,17.5
James Patterson,77169,LB,BUFFALO,1,1,1.8,60.0,86.2,15.0,9.0,0,0,0,0.0,126,71.3,71.5,77.3,73.2,59.3,60.0,0,6,0.0,0,0,0,64.6,3,50,58,3,4,5,0,3,4,0.1,1.0
Max Michel,77272,ED,BUFFALO,1,0,,,38.9,,,0,0,0,,126,62.1,65.9,77.8,59.1,68.1,,0,,,0,0,0,0.0,0,7,18,0,0,0,0,0,0,0.0,
Nate Thompson,77813,S,AKRON,1,0,3.0,100.0,100.0,7.5,7.5,0,0,0,0.0,102,53.1,60.3,73.2,,71.6,59.9,0,16,100.0,1,0,0,97.9,2,15,15,0,0,2,0,15,9,1.0,7.5
Kerry Martin Jr.,97473,S,AKRON,1,0,8.5,50.0,98.2,47.0,23.5,0,0,0,0.0,102,73.2,71.1,0.0,59.1,71.9,83.1,0,8,0.0,0,0,1,60.4,1,54,55,1,3,2,0,8,0,0.2,8.0
Marcus Fuqua,97563,S,BUFFALO,1,1,10.5,50.0,94.8,25.0,12.5,0,0,0,0.0,126,68.5,66.2,78.5,57.9,57.4,84.7,2,19,0.0,0,0,1,29.2,2,55,58,0,2,4,0,24,6,0.5,12.0
Dylan Powell,100307,S,BUFFALO,1,0,,,100.0,,,0,0,0,,126,63.2,63.1,70.7,,60.0,,0,,,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,
Corey Thomas Jr.,100330,ED,AKRON,1,0,,,100.0,,,0,0,0,,102,63.9,60.9,71.7,,54.7,27.0,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Jeslord Boateng,101508,LB,AKRON,1,0,,,100.0,,,0,0,0,,102,61.9,64.3,69.1,,60.9,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Jaden Woods,104256,S,AKRON,1,1,9.4,40.0,95.0,16.0,6.4,0,0,1,20.0,102,73.5,76.0,79.0,70.8,63.9,54.6,0,6,25.0,1,1,0,47.9,2,38,40,0,2,5,0,6,3,0.2,3.0
Caleb Offord,122908,CB,BUFFALO,1,0,17.1,25.0,100.0,26.5,6.6,0,0,4,50.0,126,64.2,59.5,0.0,,44.6,78.5,0,29,0.0,0,2,1,48.4,2,58,58,0,2,8,0,41,7,0.8,20.5
Tyson Durant,130287,CB,AKRON,1,1,17.7,44.4,98.1,11.5,5.1,0,0,0,0.0,102,42.0,42.4,77.2,59.4,56.1,80.7,1,14,0.0,0,0,3,50.5,4,53,54,1,4,9,1,30,3,0.7,7.5
MyJaden Horton,130296,CB,AKRON,1,0,,,100.0,,,0,0,0,,102,60.0,60.4,63.5,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Shaun Dolac,130406,LB,BUFFALO,1,0,3.8,80.0,81.0,11.0,8.8,0,0,0,0.0,126,61.4,66.0,79.0,78.9,56.4,42.6,0,8,25.0,1,0,0,80.0,4,47,58,4,3,5,0,16,15,0.4,4.0
Ryan Johnson,145582,ED,AKRON,1,0,11.0,0.0,41.7,,9.0,0,0,0,0.0,102,52.8,57.2,79.3,59.5,62.5,,0,,,0,0,0,39.6,0,10,24,0,0,1,0,0,0,0.0,
Andrew Behm,145595,LB,AKRON,1,0,,,50.0,,,0,0,0,,102,62.2,94.9,69.7,78.4,89.6,76.1,0,,0.0,0,0,0,0.0,0,2,4,0,1,0,0,0,0,0.0,
Rishad Hence,145605,CB,AKRON,1,0,18.3,66.7,98.2,23.5,15.7,0,0,1,33.3,102,70.5,70.4,77.4,60.0,62.9,81.5,0,38,0.0,0,0,0,149.3,2,54,55,1,4,3,1,43,0,0.9,21.5
Darrian Lewis,145611,CB,AKRON,1,0,9.1,62.5,88.9,7.4,4.6,0,0,1,12.5,102,55.7,58.6,78.9,64.1,66.3,26.0,0,16,66.7,2,1,0,122.9,5,40,45,1,1,8,1,56,12,1.5,11.2
Devin Grant,157942,S,BUFFALO,1,0,,,100.0,,,0,0,0,,126,62.9,67.2,68.9,63.0,,,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Keyshawn Cobb,157962,CB,BUFFALO,1,2,4.5,80.0,94.5,5.9,4.7,0,0,1,10.0,126,75.1,73.4,79.3,54.9,63.0,83.7,0,25,0.0,0,0,0,123.8,8,52,55,5,7,10,1,57,35,1.2,7.1
