player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Alex Howard,62494,LB,DUKE,1,0,-3.0,50.0,79.4,25.0,12.5,0,0,0,0.0,154,80.5,87.2,76.2,74.3,75.3,82.5,0,3,0.0,0,0,0,56.3,1,27,34,3,3,2,0,3,6,0.1,3.0
Barry Brown,62724,LB,COAST CAR,1,1,-1.5,100.0,83.3,2.0,2.0,0,0,0,0.0,141,51.6,44.5,74.4,59.1,47.5,49.2,0,12,0.0,0,0,0,104.2,2,5,6,0,0,2,0,18,21,4.5,9.0
Kam Butler,63872,ED,VIRGINIA,1,1,,,4.5,,,0,0,0,,335,63.2,76.7,76.9,69.4,67.7,77.2,0,,33.3,1,0,0,0.0,0,1,22,2,1,0,0,0,0,0.0,
Josh Minkins,66051,S,CINCINNATI,1,0,18.0,0.0,100.0,,20.0,0,0,0,0.0,138,78.3,77.7,76.1,,71.1,80.8,1,,0.0,0,0,0,0.0,0,21,21,1,1,1,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,5.6,100.0,93.4,5.8,5.8,0,0,0,0.0,169,67.6,67.0,78.4,56.5,64.0,59.7,0,26,0.0,0,0,0,135.6,9,57,61,3,9,9,1,69,20,1.3,7.7
Akili Arnold,71406,S,USC,1,0,15.0,0.0,93.3,,14.0,0,0,1,100.0,326,75.7,68.3,79.4,59.1,60.1,53.7,0,,,0,1,0,39.6,0,14,15,0,0,1,0,0,0,0.0,
Easton Mascarenas-Arnold,71410,LB,USC,1,0,-0.5,100.0,82.4,7.0,7.0,0,0,0,0.0,326,73.9,68.1,76.1,68.9,57.2,60.3,0,5,25.0,1,0,0,81.3,2,14,17,2,3,2,0,7,8,0.5,3.5
DJ Harvey,72089,CB,S JOSE ST,1,0,13.0,20.0,100.0,44.0,8.8,0,0,0,0.0,285,74.4,71.3,77.5,,50.1,38.7,1,8,0.0,0,0,0,0.0,1,47,47,0,2,5,0,8,3,0.2,8.0
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,14.0,100.0,100.0,30.0,30.0,0,0,0,0.0,340,62.4,64.1,77.0,,65.7,79.6,0,14,0.0,0,0,0,118.8,1,34,34,0,1,1,0,14,0,0.5,14.0
Raider Damuni,72338,S,BYU,1,0,,,100.0,,,0,0,0,,128,63.6,64.6,73.5,,61.8,,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Zahran Manley,72425,CB,STANFORD,1,0,16.2,50.0,100.0,12.0,6.0,0,0,1,16.7,300,47.6,48.6,75.7,,61.5,76.2,0,67,0.0,0,1,0,135.4,3,38,38,0,2,6,1,91,46,2.5,30.3
Noa Pola-Gates,72535,CB,NEW MEXICO,1,1,5.3,33.3,100.0,36.0,12.0,0,0,1,33.3,241,61.3,60.4,0.0,,67.0,68.4,0,5,20.0,1,1,2,81.9,1,44,44,1,3,3,1,5,1,0.1,5.0
Henry Ikahihifo,73151,ED,NEVADA,1,0,,,20.0,,,0,0,0,,239,49.4,48.2,0.0,57.5,62.0,,0,,,0,0,1,0.0,0,4,20,0,0,0,0,0,0,0.0,
Marco Notarainni,73389,LB,BOISE ST,1,1,,,37.5,,,0,0,0,,120,72.4,83.2,73.0,53.2,84.3,79.3,0,,0.0,0,0,0,0.0,0,3,8,0,0,0,0,0,0,0.0,
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,7.3,66.7,76.7,21.0,14.0,0,0,0,0.0,341,65.8,63.8,78.4,60.5,56.8,41.8,0,11,25.0,1,0,0,79.9,2,46,60,1,3,3,0,16,6,0.4,8.0
Justin Sinclair,74258,S,HAWAII,1,0,14.0,100.0,100.0,6.0,6.0,0,0,0,0.0,180,43.0,50.3,71.4,,64.1,78.3,0,26,,0,0,0,118.8,1,6,6,0,0,1,0,26,12,4.3,26.0
Silas Walters,75263,S,MIAMI OH,1,0,17.0,50.0,100.0,28.0,14.0,0,0,1,50.0,221,73.7,66.4,78.1,,43.8,36.5,0,11,0.0,0,1,0,66.7,1,32,32,1,2,2,0,11,4,0.4,11.0
Chuck Hicks,75816,LB,MISSOURI,1,0,5.0,100.0,95.2,18.0,18.0,0,0,0,0.0,229,51.7,61.5,0.0,72.4,79.2,45.9,0,17,50.0,2,0,1,118.8,1,20,21,1,2,1,0,17,12,0.9,17.0
Caleb Tubbs,76053,CB,MIAMI OH,1,0,23.0,0.0,100.0,,2.0,0,0,0,0.0,221,44.8,45.2,72.1,,61.3,,0,,,0,0,0,39.6,0,3,3,0,0,1,0,0,0,0.0,
Damaje Yancey,76532,CB,TROY,1,0,20.0,75.0,100.0,3.7,2.8,0,0,0,0.0,318,30.6,32.2,73.0,,61.2,78.5,0,25,0.0,0,0,0,110.4,3,11,11,0,3,4,0,44,7,4.0,14.7
Torey Richardson,76711,CB,TEMPLE,1,0,7.2,60.0,100.0,9.0,5.4,0,0,0,0.0,306,74.6,74.9,76.7,,66.1,47.7,1,14,33.3,1,0,0,35.0,3,29,29,1,2,5,0,27,13,1.0,9.0
Matt Harmon,77244,ED,KENT STATE,1,0,3.0,100.0,8.7,2.0,2.0,0,0,0,0.0,201,41.9,46.0,79.9,59.4,48.8,42.9,0,4,100.0,2,0,0,83.3,1,2,23,1,0,1,0,4,1,2.0,4.0
Daniel Bolden,77252,LB,TOLEDO,1,0,2.5,100.0,83.9,5.8,5.8,0,0,0,0.0,316,62.4,66.3,74.3,54.5,72.1,80.8,0,17,0.0,0,0,0,89.6,4,26,31,1,3,4,0,22,12,1.0,5.5
Jace Ruder,77680,LB,N TEXAS,1,0,,,80.0,,,0,0,0,,251,61.5,58.8,0.0,60.0,70.0,79.0,0,,,0,0,1,0.0,0,4,5,0,0,0,0,0,0,0.0,
Marque Collins,78999,CB,BYU,1,0,11.0,0.0,100.0,,18.0,0,0,0,0.0,128,61.0,63.1,75.2,,66.1,73.5,0,,,0,0,0,39.6,0,18,18,0,0,1,0,0,0,0.0,
Jayden McDonald,81249,LB,UCONN,1,0,-0.5,50.0,85.0,15.0,7.5,0,0,0,0.0,146,80.6,76.3,75.3,67.0,57.3,55.2,1,0,0.0,0,0,0,16.7,1,17,20,1,1,2,0,0,1,0.0,0.0
Raymond Scott,82560,LB,JAMES MAD,1,0,6.0,66.7,100.0,5.0,3.3,0,0,0,0.0,197,52.1,55.2,71.8,,64.2,79.3,0,29,0.0,0,0,0,109.7,2,12,12,0,1,3,0,51,37,5.1,25.5
Solomon Tuliaupupu,82562,ED,USC,1,0,-6.0,100.0,33.3,1.0,1.0,0,0,0,0.0,326,60.0,47.5,72.9,57.9,62.7,73.0,0,9,,0,0,0,104.2,1,1,3,0,0,1,0,9,15,9.0,9.0
Jaden Robinson,83074,CB,OREGON ST,1,0,15.5,50.0,100.0,7.0,3.5,0,0,0,0.0,265,55.8,56.3,75.4,,58.0,53.2,0,5,0.0,0,0,0,56.3,2,15,15,1,1,4,0,9,7,0.6,4.5
Dustin Johnson,83197,S,OHIO,1,1,14.3,100.0,100.0,10.3,10.3,0,0,0,0.0,259,47.5,44.2,77.9,,41.7,58.8,0,42,0.0,0,0,0,118.8,3,35,35,0,4,3,0,59,16,1.9,19.7
Bryan Addison,83825,S,UCLA,1,0,6.0,66.7,95.5,20.0,13.3,0,0,0,0.0,324,53.2,57.8,79.3,58.9,70.3,84.0,0,13,0.0,0,0,0,91.0,2,42,44,0,4,3,0,24,9,0.6,12.0
Kalib Perry,86267,LB,TENNESSEE,1,1,,,100.0,,,0,0,0,,307,64.5,65.8,70.2,,60.0,73.2,0,,0.0,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Rodney Robinson,86527,S,BOISE ST,1,0,4.0,100.0,100.0,12.0,12.0,0,0,0,0.0,120,64.2,59.1,71.2,,51.6,75.1,0,5,,0,0,0,87.5,1,12,12,0,0,1,0,5,1,0.4,5.0
Ozzie Nicholas,86729,LB,DUKE,1,0,2.0,66.7,88.9,11.0,7.3,0,0,0,0.0,154,62.6,64.2,75.5,56.0,66.0,81.0,0,4,0.0,0,0,1,70.1,2,24,27,1,2,3,0,7,2,0.3,3.5
Ceyair Wright,86877,CB,NEBRASKA,1,0,12.3,50.0,84.6,10.0,5.0,0,0,1,25.0,238,64.0,76.8,76.5,92.9,70.2,81.3,0,7,0.0,0,0,1,56.3,2,22,26,2,2,4,0,10,2,0.5,5.0
Logan Taylor,87618,LB,HAWAII,1,0,6.5,50.0,94.7,14.0,7.0,0,0,0,0.0,180,63.4,68.0,73.8,60.0,70.0,80.2,0,14,0.0,0,0,0,72.9,1,18,19,1,1,2,0,14,2,1.0,14.0
David Reese,90079,ED,CAL,1,0,0.0,100.0,31.3,5.0,5.0,0,0,0,0.0,130,65.8,51.3,77.7,47.6,49.1,26.2,0,1,50.0,1,0,0,79.2,1,5,16,1,1,1,0,1,1,0.2,1.0
Tyrice Ivy Jr.,90783,S,OREGON ST,1,0,14.0,100.0,100.0,4.0,4.0,0,0,0,0.0,265,53.0,57.1,69.4,,63.7,79.9,0,14,0.0,0,0,0,118.8,1,4,4,0,1,1,0,14,0,3.5,14.0
Trey Laing,91245,ED,E MICHIGAN,1,0,,,15.0,,,0,0,0,,160,60.6,65.0,0.0,66.4,70.2,75.7,0,,,0,0,1,0.0,0,3,20,1,0,0,0,0,0,0.0,
Amir McDaniel,97087,CB,LA LAFAYET,1,1,-3.0,50.0,75.0,9.0,4.5,0,0,0,0.0,207,71.9,73.0,76.4,70.3,62.9,79.6,0,-5,0.0,0,0,0,56.3,1,9,12,0,0,2,0,-5,-1,-0.6,-5.0
Antavious Lane,97141,S,N CAROLINA,1,0,9.8,50.0,95.1,9.8,4.9,0,0,0,0.0,245,63.6,63.0,77.2,59.6,60.7,86.6,0,17,0.0,0,0,0,100.5,4,39,41,2,4,8,2,33,19,0.8,8.3
Anthony Wilson,97220,S,W VIRGINIA,1,0,12.0,0.0,100.0,,29.0,0,0,1,100.0,343,71.0,66.1,77.5,,57.9,38.1,0,,100.0,1,1,0,39.6,0,29,29,0,0,1,0,0,0,0.0,
Brandon Crossley,97225,CB,SMU,1,0,15.3,75.0,100.0,11.0,8.3,0,0,0,0.0,287,47.3,49.6,77.3,,64.4,29.1,0,46,33.3,1,0,1,156.3,3,35,35,1,2,4,1,77,31,2.3,25.7
Marcus Harris,97230,CB,CAL,1,0,10.5,100.0,100.0,16.5,16.5,0,0,0,0.0,130,63.5,64.5,76.5,,64.7,58.9,0,14,25.0,1,0,0,110.4,2,34,34,1,3,2,0,21,0,0.6,10.5
Rod Heard II,97237,S,NOTRE DAME,1,0,9.5,50.0,100.0,23.0,11.5,0,0,0,0.0,258,67.8,66.1,76.5,,57.4,49.3,0,13,33.3,1,0,1,70.8,1,25,25,0,2,2,0,13,4,0.6,13.0
