player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,22.0,0.0,97.2,,34.0,0,0,1,100.0,289,70.5,71.9,78.1,63.8,67.4,51.9,0,,66.7,2,1,0,39.6,0,35,36,0,1,1,0,0,0,0.0,
Devin Taylor,22317,CB,BOWL GREEN,1,0,11.5,100.0,100.0,12.5,12.5,0,0,0,0.0,122,58.5,66.9,77.7,,86.6,80.9,0,83,0.0,0,0,0,158.3,2,25,25,1,2,2,1,84,61,3.4,42.0
Cortez Davis,22974,CB,HAWAII,1,1,9.5,100.0,100.0,29.0,29.0,0,0,1,50.0,180,66.2,66.7,77.7,,65.1,38.5,0,17,50.0,1,1,0,118.8,2,59,59,0,0,2,0,26,7,0.4,13.0
Reggie Stubblefield,23441,S,KANSAS ST,1,0,2.0,83.3,85.7,5.8,4.8,0,0,0,0.0,199,66.3,70.0,76.8,62.5,70.7,78.8,0,7,0.0,0,0,0,81.9,5,30,35,2,3,6,0,22,12,0.8,4.4
Colby Burton,23898,CB,HAWAII,1,0,9.0,100.0,100.0,1.0,1.0,0,0,0,0.0,180,60.0,52.8,67.4,,,,0,12,,0,0,0,116.7,1,1,1,0,0,1,0,12,3,12.0,12.0
Darion Dunn,23963,CB,TEXAS,1,0,13.0,66.7,94.4,8.5,5.7,0,0,0,0.0,311,61.7,57.4,0.0,60.0,62.7,78.5,0,20,0.0,0,0,1,109.7,2,17,18,0,3,3,0,39,7,2.3,19.5
Darren Evans,24171,CB,LSU,1,0,3.2,83.3,100.0,5.2,4.3,0,0,0,0.0,211,54.6,57.3,76.8,,66.7,81.3,0,16,0.0,0,0,0,91.7,5,28,28,0,4,6,0,36,24,1.4,7.2
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,2.0,100.0,92.3,23.0,23.0,0,0,0,0.0,160,62.5,55.5,77.4,55.1,42.3,35.5,0,4,25.0,1,0,0,83.3,1,24,26,2,3,1,0,4,2,0.2,4.0
Luc Bequette,25776,DI,CAL,1,0,,,6.5,,,0,0,0,,130,58.1,56.9,75.2,61.7,56.9,,0,,,0,0,0,0.0,0,2,31,0,0,0,0,0,0,0.0,
Demario McCall,28012,CB,OHIO STATE,1,0,24.0,0.0,100.0,,11.0,0,0,0,0.0,260,57.5,58.1,71.0,,60.3,,0,,,0,0,0,39.6,0,11,11,0,0,1,0,0,0,0.0,
Brenden Schooler,28253,S,TEXAS,1,0,7.3,33.3,100.0,32.0,10.7,0,0,1,33.3,311,69.4,72.3,77.3,,73.2,59.8,0,11,100.0,1,1,0,45.1,1,32,32,0,0,3,0,11,6,0.3,11.0
Richard Moore,28853,LB,SMU,1,0,,,75.0,,,0,0,0,,287,52.1,52.8,70.2,56.6,58.8,75.8,0,,,0,0,0,0.0,0,9,12,0,0,0,0,0,0,0.0,
Jack Jones,29050,CB,ARIZONA ST,1,0,0.8,100.0,100.0,4.8,4.8,0,0,0,0.0,110,60.4,64.9,76.2,,72.0,58.6,0,10,0.0,0,0,0,131.3,4,22,22,1,2,4,1,24,21,1.3,6.0
Marshaun Cameron,30624,CB,COLO STATE,1,1,19.5,66.7,97.5,9.8,6.5,0,0,1,16.7,144,45.2,49.4,76.9,60.0,74.3,80.6,0,93,0.0,0,1,0,149.3,4,39,40,0,3,6,2,154,81,3.9,38.5
Brian Cavicante,33444,LB,MARSHALL,1,1,,,80.0,,,0,0,0,,214,63.3,70.3,70.7,60.0,58.8,32.1,0,,0.0,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,5.3,66.7,74.4,13.5,9.0,0,0,0,0.0,207,58.8,52.3,72.7,55.5,44.9,26.7,0,9,66.7,2,0,0,75.7,2,29,39,1,1,3,0,13,8,0.5,6.5
John Petrishen,35069,LB,PITTSBURGH,1,2,10.0,66.7,92.5,17.5,11.7,0,0,0,0.0,268,62.4,63.4,73.2,58.1,65.9,83.1,0,8,0.0,0,0,0,78.5,2,37,40,0,2,3,0,15,2,0.4,7.5
Cristian Williams,36151,S,TULSA,1,1,,,96.2,,,0,0,0,,320,62.0,67.0,75.9,66.8,68.9,45.1,0,,50.0,1,0,0,0.0,0,25,26,0,0,0,0,0,0,0.0,
