player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,S,OREGON ST,1,0,25.0,50.0,100.0,11.0,5.5,0,0,1,50.0,265,78.0,76.2,73.2,,60.9,76.2,0,6,0.0,0,1,0,56.3,1,11,11,1,1,2,0,6,2,0.5,6.0
Shaun Myers,62235,LB,COLORADO,1,1,,,77.3,,,0,0,0,,143,58.4,72.2,75.3,55.3,81.2,65.1,0,,50.0,1,0,0,0.0,0,17,22,0,0,0,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,0,7.3,66.7,82.9,14.0,9.3,0,0,0,0.0,284,62.8,62.7,77.8,53.6,63.9,82.3,0,14,0.0,0,0,0,82.6,2,29,35,0,1,3,0,18,3,0.6,9.0
Calvin Pitcher,70877,LB,UAB,1,1,-5.5,100.0,71.4,2.5,2.5,0,0,0,0.0,321,57.8,54.8,73.0,59.0,55.3,57.6,0,8,66.7,2,0,0,85.4,2,5,7,0,0,2,0,9,20,1.8,4.5
Domani Jackson,71370,CB,ALABAMA,1,0,,,100.0,,,0,0,0,,103,64.1,64.5,70.9,,60.0,,0,,,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Raider Damuni,72338,S,BYU,1,1,5.5,0.0,100.0,,10.5,0,0,1,50.0,128,73.7,70.9,73.6,,61.4,53.9,0,,0.0,0,1,0,39.6,0,22,22,0,1,2,0,0,0,0.0,
Justin Flowe,72388,LB,UNLV,1,0,3.0,100.0,66.7,8.0,8.0,0,0,0,0.0,325,72.9,59.8,72.5,55.0,60.0,76.5,0,3,0.0,0,0,0,79.2,1,8,12,2,2,1,0,3,0,0.4,3.0
Justin Sinclair,74258,S,HAWAII,1,0,,,100.0,,,0,0,0,,180,65.0,68.3,72.8,,67.9,76.8,0,,0.0,0,0,0,0.0,0,11,11,0,1,0,0,0,0,0.0,
Zion Branch,74395,S,GEORGIA,1,0,6.0,100.0,100.0,10.0,10.0,0,0,0,0.0,173,60.0,55.1,75.0,,49.6,78.6,0,6,0.0,0,0,0,91.7,1,11,11,0,3,1,0,6,0,0.6,6.0
Brendon Harris,83446,S,MIDDLE TN,1,0,,,100.0,,,0,0,0,,224,58.5,67.0,76.1,,75.8,30.0,0,,100.0,1,0,0,0.0,0,13,13,0,0,0,0,0,0,0.0,
