player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Michael McMorris,76674,CB,NAVY,1,0,20.7,0.0,100.0,,5.3,0,0,1,33.3,237,76.0,70.2,73.2,,60.1,79.2,0,,0.0,0,1,0,39.6,0,16,16,0,1,3,0,0,0,0.0,
Jamal Glenn,76677,CB,NAVY,1,0,9.0,100.0,100.0,16.0,16.0,0,0,0,0.0,237,57.7,56.9,71.0,,56.8,44.5,0,35,100.0,1,0,0,118.8,1,16,16,0,0,1,0,35,26,2.2,35.0
Diego Fagot,77563,LB,NAVY,1,0,6.5,100.0,56.3,4.5,4.5,1,0,0,0.0,237,53.2,48.2,0.0,60.3,55.3,80.0,0,12,0.0,0,0,1,108.3,2,9,16,0,1,2,0,20,7,2.2,10.0
Kemonte Yow,81189,LB,ARMY,1,0,,,100.0,,,0,0,0,,114,63.5,68.3,78.1,60.0,69.1,55.9,0,,50.0,1,0,0,0.0,0,7,7,0,1,0,0,0,0,0.0,
Arik Smith,81190,LB,ARMY,1,0,7.0,100.0,75.0,6.0,6.0,0,0,0,0.0,114,41.9,65.6,76.5,58.4,74.4,73.6,0,24,,0,0,0,118.8,1,6,8,0,0,1,0,24,17,4.0,24.0
Malkelm Morrison,83164,LB,ARMY,1,0,-5.0,100.0,28.6,2.0,2.0,0,0,0,0.0,114,51.5,63.5,79.7,63.1,68.6,76.7,0,12,,0,0,0,116.7,1,2,7,0,0,1,0,12,17,6.0,12.0
Cedrick Cunningham Jr.,83170,S,ARMY,1,1,,,100.0,,,0,0,0,,114,64.6,64.1,76.7,,62.9,83.8,0,,0.0,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Eavan Gibbons,85696,S,NAVY,1,0,24.0,0.0,100.0,,8.0,0,0,1,50.0,237,84.2,69.5,0.0,,57.3,45.0,0,,0.0,0,1,1,39.6,0,16,16,0,2,2,0,0,0,0.0,
Nicholas Straw,100994,ED,NAVY,1,0,8.0,100.0,43.8,7.0,7.0,0,0,0,0.0,237,54.1,70.2,80.7,55.4,78.4,80.0,0,9,0.0,0,0,0,104.2,1,7,16,0,1,1,0,9,1,1.3,9.0
John Marshall,101082,LB,NAVY,1,1,14.0,100.0,62.5,10.0,10.0,0,0,0,0.0,237,50.9,69.9,76.6,62.8,78.6,81.7,0,23,0.0,0,0,0,118.8,1,10,16,0,0,1,0,23,9,2.3,23.0
Marquel Broughton,102671,S,ARMY,1,0,11.0,100.0,100.0,8.0,8.0,0,0,0,0.0,114,30.0,52.1,78.0,,72.3,72.0,0,18,,0,0,0,118.8,1,8,8,0,0,1,0,18,7,2.3,18.0
Jabari Moore,102681,CB,ARMY,1,0,,,100.0,,,0,0,0,,114,67.3,74.9,74.2,,79.5,81.8,0,,0.0,0,0,0,0.0,0,8,8,1,3,0,0,0,0,0.0,
Andre Carter II,102780,ED,ARMY,1,0,,,62.5,,,0,0,0,,114,48.9,65.0,80.4,67.0,68.9,28.2,0,,100.0,1,0,0,0.0,0,5,8,0,0,0,0,0,0,0.0,
Cameron Jones,121581,CB,ARMY,1,0,17.0,50.0,100.0,8.0,4.0,0,0,1,50.0,114,57.4,59.4,75.0,,61.2,80.1,0,28,0.0,0,0,0,95.8,1,8,8,0,1,2,0,28,3,3.5,28.0
Leo Lowin,121586,S,ARMY,1,0,,,100.0,,,0,0,0,,114,60.0,46.0,67.3,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyler Fletcher,144304,LB,NAVY,1,0,,,25.0,,,0,0,0,,237,60.0,71.2,77.3,58.5,71.4,76.3,0,,,0,0,0,0.0,0,1,4,0,0,0,0,0,0,0.0,
Rayuan Lane III,144326,S,NAVY,1,0,10.0,50.0,100.0,6.0,3.0,0,1,1,25.0,237,72.0,68.6,74.4,,58.3,48.2,0,14,33.3,1,1,0,65.6,2,12,12,1,2,4,0,21,9,1.8,10.5
Colin Ramos,144338,LB,NAVY,1,0,,,54.5,,,0,0,0,,237,62.1,45.5,73.3,67.2,34.5,26.6,0,,,0,0,0,0.0,0,6,11,0,0,0,0,0,0,0.0,
