player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,1,9.5,50.0,100.0,17.5,8.8,0,0,0,0.0,289,88.6,81.3,77.4,,53.3,55.9,2,5,20.0,1,0,0,56.3,2,36,36,1,3,4,1,9,9,0.3,4.5
Mark Williams,21922,CB,LA MONROE,1,0,3.8,100.0,98.1,8.3,8.3,0,0,0,0.0,209,63.1,63.0,77.1,58.7,60.0,49.3,0,11,22.2,2,0,0,91.0,6,52,53,3,7,6,0,35,12,0.7,5.8
Devin Taylor,22317,CB,BOWL GREEN,1,0,16.8,50.0,100.0,12.5,6.3,0,0,1,25.0,122,56.9,53.5,0.0,,58.5,79.6,0,23,0.0,0,1,2,80.2,2,27,27,0,3,4,0,35,2,1.4,17.5
Cortez Davis,22974,CB,HAWAII,1,0,10.6,36.4,96.2,12.8,4.6,0,0,2,18.2,180,61.8,62.1,77.2,54.6,65.3,79.2,0,10,0.0,0,2,0,44.9,4,51,53,1,3,11,0,28,16,0.5,7.0
Reggie Stubblefield,23441,S,KANSAS ST,1,1,-2.3,100.0,84.8,9.0,9.0,0,0,0,0.0,199,72.5,78.4,76.3,84.4,64.8,81.6,0,6,0.0,0,0,0,87.5,3,28,33,2,1,3,0,15,22,0.6,5.0
Darion Dunn,23963,CB,TEXAS,1,0,-2.0,100.0,100.0,10.0,10.0,0,0,0,0.0,311,71.5,72.0,71.7,,60.0,73.5,0,3,0.0,0,0,0,79.2,1,10,10,0,1,1,0,3,5,0.3,3.0
Darren Evans,24171,CB,LSU,1,0,17.7,66.7,100.0,11.5,7.7,0,0,1,33.3,211,58.6,59.4,75.0,,62.1,76.0,0,18,0.0,0,0,0,138.9,2,23,23,0,2,3,1,30,2,1.3,15.0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,8.4,80.0,100.0,7.3,5.8,0,0,0,0.0,160,54.9,59.3,76.6,,71.3,82.9,0,19,0.0,0,0,0,105.0,4,29,29,0,4,5,0,46,18,1.6,11.5
Luc Bequette,25776,DI,CAL,1,0,,,5.3,,,0,0,0,,130,58.4,62.8,76.1,64.1,63.3,69.7,0,,0.0,0,0,0,0.0,0,2,38,0,1,0,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,1,0,8.0,0.0,45.7,,7.0,0,0,0,0.0,163,51.6,57.4,80.4,58.3,63.6,78.5,0,,0.0,0,0,0,39.6,0,16,35,1,1,2,0,0,0,0.0,
Brenden Schooler,28253,S,TEXAS,1,0,,,90.9,,,0,0,0,,311,65.6,70.9,74.6,60.0,70.2,78.0,0,,0.0,0,0,0,0.0,0,10,11,0,1,0,0,0,0,0.0,
Richard Moore,28853,LB,SMU,1,0,-1.5,50.0,78.9,12.0,6.0,0,0,0,0.0,287,55.8,47.9,0.0,63.0,53.4,27.0,0,6,100.0,1,0,1,95.8,1,15,19,0,0,2,1,6,8,0.5,6.0
Jack Jones,29050,CB,ARIZONA ST,1,1,22.2,40.0,100.0,15.0,6.0,0,0,2,40.0,110,78.2,78.7,76.9,,71.2,54.2,1,17,25.0,1,2,0,17.5,2,31,31,0,2,5,0,26,2,0.9,13.0
Marshaun Cameron,30624,CB,COLO STATE,1,0,18.8,0.0,95.1,,6.2,0,0,2,33.3,144,64.5,66.0,76.5,68.2,62.0,79.1,0,,0.0,0,1,1,39.6,0,39,41,2,4,6,0,0,0,0.0,
Brian Cavicante,33444,LB,MARSHALL,1,0,,,80.0,,,0,0,0,,214,60.5,59.2,70.6,59.2,,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Brock Nichols,33753,S,USF,1,0,7.5,50.0,100.0,48.0,24.0,0,0,0,0.0,327,65.0,66.1,77.7,,66.5,77.8,0,5,0.0,0,0,0,56.3,1,48,48,1,1,2,0,5,0,0.1,5.0
Meiko Dotson,33902,CB,FLORIDA ST,1,0,5.0,100.0,100.0,19.0,19.0,0,0,0,0.0,167,68.6,72.3,75.8,,75.7,80.5,0,6,0.0,0,0,0,91.7,1,20,20,0,1,1,0,6,1,0.3,6.0
Denzel Feaster,34561,LB,UTSA,1,0,,,80.0,,,0,0,0,,331,62.5,74.1,71.3,58.2,79.6,75.7,0,,,0,0,0,0.0,0,8,10,0,0,0,0,0,0,0.0,
