player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Dru Prox,23093,LB,UTSA,1,0,,,80.0,,,0,0,0,,331,60.9,61.8,68.5,59.7,60.0,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Colby Reeder,30285,LB,IOWA STATE,1,0,,,85.7,,,0,0,0,,193,66.3,74.3,73.1,64.0,80.3,80.4,0,,0.0,0,0,0,0.0,0,18,21,1,1,0,0,0,0,0.0,
Kyle Pugh,35900,LB,N ILLINOIS,1,1,,,81.8,,,0,0,0,,254,65.8,51.9,73.2,58.6,44.5,80.6,0,,0.0,0,0,0,0.0,0,9,11,0,1,0,0,0,0,0.0,
Monte McGary,42477,CB,KANSAS,1,0,,,80.0,,,0,0,0,,198,62.5,70.3,70.0,60.0,60.0,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,1,8.3,83.3,97.2,6.8,5.7,0,0,0,0.0,347,57.0,53.4,76.9,58.3,47.6,64.0,0,26,11.1,1,0,0,100.7,5,35,36,4,7,6,0,49,13,1.4,9.8
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,7.5,100.0,41.5,7.5,7.5,0,0,0,0.0,146,59.4,63.9,77.7,54.2,72.0,82.6,0,17,0.0,0,0,0,112.5,2,17,41,0,2,2,0,22,7,1.5,11.0
Clifford Chattman,42657,S,UTSA,1,0,20.5,0.0,97.9,,22.5,0,0,1,50.0,331,82.0,75.3,80.5,60.0,56.9,59.0,0,,0.0,0,1,0,39.6,0,46,47,1,3,2,0,0,0,0.0,
Justin Clark,43185,CB,WISCONSIN,1,0,,,100.0,,,0,0,0,,349,66.6,67.1,75.1,,62.0,,0,,,0,0,0,0.0,0,20,20,0,0,0,0,0,0,0.0,
Jaydon Grant,43354,S,OREGON ST,1,0,4.5,50.0,96.5,26.0,13.0,0,0,1,25.0,265,70.7,67.3,79.2,58.7,53.0,61.7,0,16,0.0,0,1,0,66.7,2,55,57,1,4,4,0,22,16,0.4,11.0
Jon-Michael Terry,43635,LB,TULSA,1,0,7.3,66.7,100.0,12.0,8.0,0,0,0,0.0,320,60.6,65.5,75.2,,66.6,75.0,0,13,0.0,0,0,0,84.0,2,24,24,0,2,3,0,19,9,0.8,9.5
Sione Tupou,44093,LB,TEXAS ST,1,3,9.0,66.7,89.2,16.5,11.0,0,0,1,33.3,314,70.0,79.2,74.9,76.7,76.5,84.2,0,17,0.0,0,1,0,81.3,2,33,37,0,1,3,0,17,8,0.5,8.5
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,4.0,0.0,87.5,,13.0,0,0,0,0.0,273,64.5,43.4,70.6,78.2,27.4,25.1,0,,,0,0,0,39.6,0,14,16,0,0,1,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,1,2,3.0,100.0,89.7,26.0,26.0,0,0,0,0.0,180,66.6,62.9,75.6,55.4,57.9,62.3,0,13,0.0,0,0,0,118.8,1,26,29,1,1,1,0,13,10,0.5,13.0
Kenneth Orji,52209,ED,RICE,1,0,,,28.6,,,0,0,0,,275,60.4,63.6,74.4,63.0,61.4,73.3,0,,,0,0,0,0.0,0,2,7,0,0,0,0,0,0,0.0,
Alii Matau,52219,LB,S JOSE ST,1,0,,,59.2,,,0,0,0,,285,53.2,62.6,80.4,82.7,48.0,33.6,0,,100.0,1,0,0,0.0,0,29,49,3,0,0,0,0,0,0.0,
Gabe Reid,52273,ED,UTAH,1,0,,,14.3,,,0,0,0,,328,68.5,76.5,76.2,79.7,52.7,73.4,0,,0.0,0,0,0,0.0,0,3,21,1,1,0,0,0,0,0.0,
Mekhi LaPointe,52315,S,USF,1,0,35.0,0.0,94.7,,18.0,0,0,0,0.0,327,30.8,44.1,73.9,58.6,70.9,55.2,0,,100.0,1,0,0,39.6,0,18,19,0,0,1,0,0,0,0.0,
Nick Roberts,52318,S,SMU,1,0,14.1,72.7,98.4,7.1,5.2,0,0,0,0.0,287,43.1,42.5,78.9,60.0,45.4,54.0,2,41,16.7,1,0,1,114.8,8,60,61,1,5,11,2,143,51,2.5,17.9
Bryce Dugan,52425,DI,OHIO,1,0,,,8.9,,,0,0,0,,259,58.9,61.5,77.3,64.6,56.7,41.4,0,,33.3,1,0,0,0.0,0,4,45,2,2,0,0,0,0,0.0,
Cole Pearce,52970,LB,BALL ST,1,1,9.5,75.0,90.0,14.7,11.0,0,0,0,0.0,117,60.0,60.5,77.0,80.3,53.8,76.1,0,6,0.0,0,0,0,77.1,3,45,50,3,2,4,0,4,19,0.1,1.3
