player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Dru Prox,23093,LB,UTSA,1,0,3.0,0.0,80.0,,8.0,0,0,0,0.0,331,71.5,73.0,74.0,57.1,67.8,77.8,0,,0.0,0,0,0,39.6,0,8,10,0,1,1,0,0,0,0.0,
Kyle Pugh,35900,LB,N ILLINOIS,1,0,7.0,0.0,80.0,,7.0,0,0,1,100.0,254,72.1,79.6,73.1,66.1,72.5,81.8,0,,0.0,0,1,0,39.6,0,8,10,1,1,1,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,0,2.3,66.7,95.8,11.5,7.7,0,0,0,0.0,113,52.8,64.6,76.3,60.0,76.0,81.9,0,13,0.0,0,0,0,77.1,2,23,24,1,3,3,0,14,11,0.6,7.0
Bricen Garner,42520,S,W MICHIGAN,1,0,10.0,50.0,89.5,15.0,7.5,0,0,0,0.0,347,60.3,69.2,75.6,56.5,81.2,62.2,0,28,,0,0,0,95.8,1,17,19,0,0,2,0,28,20,1.9,28.0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,,,66.7,,,0,0,0,,146,60.2,70.5,73.3,59.8,70.6,86.4,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Clifford Chattman,42657,S,UTSA,1,1,11.0,50.0,96.6,14.0,7.0,0,0,1,25.0,331,89.2,89.8,76.5,62.8,67.9,81.4,1,4,0.0,0,1,0,16.7,2,28,29,1,2,4,0,3,7,0.1,1.5
Justin Clark,43185,CB,WISCONSIN,1,0,8.0,100.0,100.0,2.0,2.0,0,0,0,0.0,349,52.6,50.9,67.8,,60.0,74.2,0,11,0.0,0,0,0,112.5,1,2,2,0,1,1,0,11,3,5.5,11.0
Ryan McWood,43189,LB,MIAMI OH,1,1,6.0,0.0,88.5,,22.0,0,0,1,100.0,221,75.6,66.7,72.6,63.3,54.2,64.4,0,,0.0,0,1,0,39.6,0,23,26,0,2,1,0,0,0,0.0,
Jon-Michael Terry,43635,LB,TULSA,1,1,0.3,100.0,72.7,4.7,4.7,0,0,0,0.0,320,65.0,35.0,77.3,65.8,25.9,34.8,0,13,0.0,0,0,0,91.7,3,16,22,2,1,3,0,18,17,1.3,6.0
Sione Tupou,44093,LB,TEXAS ST,1,0,2.8,100.0,68.4,6.5,6.5,0,0,1,25.0,314,71.2,67.2,75.2,50.7,65.3,64.3,0,22,0.0,0,1,0,102.1,4,26,38,2,4,4,0,34,23,1.3,8.5
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,,,80.0,,,0,0,0,,273,72.3,67.8,67.9,60.0,58.4,44.8,0,,0.0,0,0,0,0.0,0,4,5,1,1,0,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,1,2,2.3,66.7,98.1,24.0,16.0,0,0,0,0.0,180,71.4,68.0,77.8,60.1,55.5,66.6,0,6,25.0,2,0,0,70.1,2,53,54,1,4,3,0,4,3,0.1,2.0
