player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
DeShawn Pace,53549,LB,UCF,1,0,3.5,100.0,86.8,15.5,15.5,0,0,0,0.0,323,71.1,61.1,75.0,54.1,45.9,56.3,1,11,0.0,0,0,0,62.5,2,33,38,0,1,2,0,17,10,0.5,8.5
Jaheim Thomas,54193,LB,WISCONSIN,1,1,6.5,50.0,81.1,14.0,7.0,0,0,0,0.0,349,42.9,46.8,0.0,64.5,67.4,81.0,0,10,0.0,0,0,2,63.5,2,30,37,0,1,4,0,19,11,0.7,9.5
Alex Howard,62494,LB,DUKE,1,0,0.0,100.0,83.3,10.0,10.0,0,0,0,0.0,154,47.2,46.1,71.6,57.3,53.7,30.4,0,8,33.3,1,0,0,100.0,1,10,12,1,2,1,0,8,8,0.8,8.0
Josh Minkins,66051,S,CINCINNATI,1,0,13.5,100.0,100.0,9.0,9.0,0,0,0,0.0,138,37.1,38.4,75.1,,45.8,34.7,0,28,100.0,1,0,0,118.8,2,19,19,0,0,2,0,35,8,1.9,17.5
Tuasivi Nomura,70879,LB,FRESNO ST,1,1,8.0,100.0,100.0,7.3,7.3,0,0,0,0.0,169,30.9,40.8,72.4,,60.2,81.7,0,17,0.0,0,0,0,158.3,3,25,25,0,1,3,1,49,25,2.2,16.3
Domani Jackson,71370,CB,ALABAMA,1,1,10.2,33.3,100.0,23.0,7.7,0,0,1,16.7,103,73.9,74.3,77.0,,65.4,82.5,1,11,0.0,0,0,0,2.8,2,52,52,0,5,6,0,15,10,0.3,7.5
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,10.2,40.0,100.0,11.0,4.4,0,0,0,0.0,284,44.6,47.2,75.0,,57.4,59.0,0,16,0.0,0,0,0,52.1,2,23,23,0,2,5,0,20,0,0.9,10.0
Easton Mascarenas-Arnold,71410,LB,USC,1,0,12.0,33.3,81.5,21.0,7.0,0,0,0,0.0,326,38.5,43.3,76.3,53.6,59.4,77.6,0,13,,0,0,0,47.9,1,22,27,0,0,3,0,13,3,0.6,13.0
Sheldon Newton,71957,DI,BOISE ST,1,0,,,4.2,,,0,0,0,,120,60.0,59.1,75.4,52.9,67.4,27.8,0,,100.0,1,0,0,0.0,0,1,24,0,0,0,0,0,0,0.0,
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,4.0,50.0,92.0,23.0,11.5,0,0,0,0.0,340,61.3,50.5,75.2,57.9,39.4,47.9,0,7,0.0,0,0,0,58.3,1,23,25,0,2,2,0,7,8,0.3,7.0
Raider Damuni,72338,S,BYU,1,0,,,80.0,,,0,0,0,,128,72.2,71.2,71.4,60.0,60.2,53.1,0,,0.0,0,0,0,0.0,0,4,5,1,1,0,0,0,0,0.0,
Zahran Manley,72425,CB,STANFORD,1,0,19.1,14.3,100.0,37.0,5.3,0,0,2,28.6,300,67.6,67.9,76.9,,62.3,76.2,0,14,0.0,0,2,2,39.6,1,40,40,0,2,7,0,14,1,0.4,14.0
Noa Pola-Gates,72535,CB,NEW MEXICO,1,1,13.2,16.7,97.4,33.0,5.5,0,0,0,0.0,241,54.6,56.7,77.0,60.0,65.8,43.8,0,6,25.0,1,0,1,39.6,1,38,39,1,2,6,0,6,9,0.2,6.0
Lavario Wiley,72769,CB,UNLV,1,0,12.0,100.0,100.0,9.0,9.0,0,0,0,0.0,325,57.0,59.2,71.8,,64.1,74.2,0,9,,0,0,0,143.8,1,9,9,0,0,1,1,9,0,1.0,9.0
Keith Conley Jr.,72821,ED,UNLV,1,0,8.0,0.0,18.8,,3.0,0,0,0,0.0,325,60.7,61.8,75.9,62.6,58.4,24.9,0,,,0,0,0,39.6,0,3,16,0,0,1,0,0,0,0.0,
Marco Notarainni,73389,LB,BOISE ST,1,0,6.0,100.0,76.2,7.5,7.5,0,0,0,0.0,120,42.9,57.0,75.8,45.9,85.5,38.8,0,36,100.0,3,0,0,118.8,2,16,21,0,0,2,0,43,31,2.9,21.5
