player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mason White,43872,CB,OREGON ST,1,0,38.0,50.0,92.0,19.0,9.5,1,0,0,0.0,265,50.8,50.6,75.8,55.9,56.3,63.0,0,52,0.0,0,0,1,95.8,1,23,25,1,4,2,0,52,20,2.7,52.0
DeShawn Pace,53549,LB,UCF,1,1,-1.3,100.0,76.0,5.7,5.7,0,0,0,0.0,323,83.9,73.1,0.0,54.4,64.2,74.2,0,7,16.7,1,0,1,87.5,3,19,25,3,4,3,0,15,19,0.9,5.0
Jaheim Thomas,54193,LB,WISCONSIN,1,0,,,94.1,,,0,0,0,,349,65.0,74.6,71.7,72.0,70.8,81.7,0,,0.0,0,0,0,0.0,0,16,17,2,1,0,0,0,0,0.0,
Alex Howard,62494,LB,DUKE,1,2,2.5,50.0,88.9,21.0,10.5,0,0,0,0.0,154,54.7,62.9,77.7,67.4,67.3,83.1,0,6,0.0,0,0,0,56.3,1,24,27,0,0,2,0,6,2,0.3,6.0
Barry Brown,62724,LB,COAST CAR,1,0,,,66.7,,,0,0,0,,141,62.6,60.3,73.9,64.1,55.2,27.5,0,,,0,0,0,0.0,0,8,12,0,0,0,0,0,0,0.0,
Kam Butler,63872,ED,VIRGINIA,1,0,,,3.6,,,0,0,0,,335,63.1,65.8,77.6,61.4,59.7,76.7,0,,0.0,0,0,0,0.0,0,1,28,2,1,0,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,0,,,100.0,,,0,0,0,,110,60.0,60.4,64.2,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,0,12.6,80.0,100.0,5.8,4.6,0,0,1,20.0,103,65.8,70.9,79.1,,76.6,68.2,0,20,16.7,1,1,0,102.5,4,25,25,2,5,5,0,43,9,1.9,10.8
William Nimmo Jr.,71391,S,S DIEGO ST,1,0,6.5,50.0,100.0,19.0,9.5,0,0,0,0.0,284,57.5,61.8,75.2,,69.1,81.5,0,15,0.0,0,0,0,75.0,1,19,19,0,1,2,0,15,0,0.8,15.0
Akili Arnold,71406,S,USC,1,2,10.5,100.0,100.0,6.5,6.5,0,0,0,0.0,326,51.5,50.2,76.1,,51.1,68.3,0,22,0.0,0,0,0,118.8,2,15,15,0,2,2,0,28,7,2.2,14.0
Easton Mascarenas-Arnold,71410,LB,USC,1,1,0.5,100.0,87.5,9.5,9.5,0,0,0,0.0,326,64.2,58.9,75.1,66.4,52.3,65.8,0,9,0.0,0,0,0,95.8,2,21,24,1,5,2,0,14,13,0.7,7.0
DJ Harvey,72089,CB,S JOSE ST,1,1,16.1,62.5,94.1,6.4,4.0,0,0,3,37.5,285,70.7,73.8,76.5,68.5,73.6,67.3,0,21,12.5,1,2,0,117.7,5,32,34,3,6,8,2,46,2,1.4,9.2
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,7.5,50.0,83.3,12.5,6.3,0,0,0,0.0,340,90.0,88.2,77.6,63.0,70.9,84.5,1,8,0.0,0,0,0,18.8,2,25,30,1,2,4,0,14,9,0.6,7.0
Logan Pili,72354,LB,UTAH ST,1,0,,,33.3,,,0,0,0,,329,60.0,60.1,70.5,57.6,61.5,37.4,0,,,0,0,0,0.0,0,1,3,0,0,0,0,0,0,0.0,
Zahran Manley,72425,CB,STANFORD,1,0,,,100.0,,,0,0,0,,300,66.6,67.2,76.2,,64.3,,0,,,0,0,0,0.0,0,18,18,0,0,0,0,0,0,0.0,
Henry Ikahihifo,73151,ED,NEVADA,1,0,,,13.0,,,0,0,0,,239,61.2,69.5,78.0,79.8,53.4,26.8,0,,,0,0,0,0.0,0,3,23,0,0,0,0,0,0,0.0,
Marco Notarainni,73389,LB,BOISE ST,1,1,,,70.0,,,0,0,1,,120,83.0,89.9,75.6,72.1,73.3,77.4,0,,0.0,0,1,0,0.0,0,14,20,0,0,0,0,0,0,0.0,
Justin Sinclair,74258,S,HAWAII,1,1,7.0,50.0,100.0,23.0,11.5,0,0,0,0.0,180,73.1,74.4,76.2,,71.0,59.9,0,5,25.0,1,0,0,56.3,1,25,25,2,2,2,0,5,4,0.2,5.0
Zion Branch,74395,S,USC,1,0,,,100.0,,,0,0,0,,326,61.9,62.5,71.4,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Silas Walters,75263,S,MIAMI OH,1,0,7.0,75.0,100.0,14.7,11.0,0,0,0,0.0,221,64.7,67.1,79.7,,71.1,63.6,0,8,25.0,1,0,0,122.9,3,45,45,0,3,4,1,18,4,0.4,6.0
Chuck Hicks,75816,LB,MISSOURI,1,1,,,100.0,,,0,0,0,,229,56.2,62.1,72.9,,67.7,31.0,0,,33.3,1,0,0,0.0,0,14,14,0,1,0,0,0,0,0.0,
Torey Richardson,76711,CB,TEMPLE,1,0,15.7,0.0,100.0,,9.3,0,0,1,33.3,306,61.6,63.3,77.7,,66.0,77.5,0,,0.0,0,1,0,39.6,0,31,31,0,1,3,0,0,0,0.0,
Daniel Bolden,77252,LB,TOLEDO,1,0,3.7,66.7,72.0,9.0,6.0,0,0,0,0.0,316,49.5,52.7,75.6,56.3,62.8,37.4,0,14,100.0,1,0,0,129.2,2,18,25,1,0,3,1,23,18,1.3,11.5
Keye Thompson,77266,LB,PITTSBURGH,1,0,,,62.5,,,0,0,0,,268,61.7,69.3,72.2,54.9,74.2,73.6,0,,,0,0,0,0.0,0,5,8,0,0,0,0,0,0,0.0,
Tory Spears,78134,S,TEXAS ST,1,0,2.5,100.0,100.0,6.5,6.5,0,0,0,0.0,314,53.7,55.5,73.2,,61.0,50.9,0,6,25.0,1,0,0,89.6,2,13,13,0,3,2,0,11,6,0.8,5.5
DaShon Bussell,78169,CB,W MICHIGAN,1,0,8.5,100.0,100.0,10.0,10.0,1,0,0,0.0,347,50.6,48.1,74.5,,47.2,29.0,0,17,25.0,1,0,2,118.8,2,23,23,1,3,2,0,26,9,1.3,13.0
Jayden McDonald,81249,LB,UCONN,1,3,1.7,66.7,63.9,11.0,7.3,0,0,0,0.0,146,55.8,58.4,77.1,65.3,57.5,55.1,0,16,20.0,1,0,0,85.4,2,23,36,2,1,3,0,20,12,0.9,10.0
Raymond Scott,82560,LB,JAMES MAD,1,0,,,100.0,,,0,0,0,,197,56.8,51.2,72.1,,49.5,32.0,0,,,0,0,0,0.0,0,14,14,0,0,0,0,0,0,0.0,
Solomon Tuliaupupu,82562,ED,USC,1,0,3.0,100.0,14.3,1.0,1.0,0,0,0,0.0,326,54.6,49.9,76.3,57.2,58.9,73.0,0,14,0.0,0,0,0,118.8,1,1,7,0,1,1,0,14,11,14.0,14.0
Ale Kaho,82646,LB,UCLA,1,1,-1.0,100.0,82.4,4.3,4.3,0,0,0,0.0,324,65.0,57.0,71.6,56.2,51.4,44.4,0,7,25.0,1,0,0,84.7,3,14,17,2,2,3,0,13,16,1.0,4.3
Jarvis Ware,83314,CB,UNLV,1,0,10.0,100.0,96.7,12.5,12.5,0,0,0,0.0,325,65.6,62.4,74.7,60.0,48.9,46.5,0,15,0.0,0,0,0,108.3,2,29,30,0,1,2,0,20,0,0.8,10.0
Chris Mills,83315,CB,TEXAS ST,1,1,18.8,60.0,100.0,10.3,6.2,0,0,0,0.0,314,58.3,59.4,76.4,,63.9,76.6,0,28,0.0,0,0,0,135.0,3,32,32,0,1,5,1,52,10,1.7,17.3
Bryan Addison,83825,S,UCLA,1,1,15.7,66.7,100.0,11.5,7.7,0,0,0,0.0,324,39.7,42.4,75.1,,55.0,80.2,0,24,0.0,0,0,1,109.7,2,24,24,0,0,3,0,39,7,1.7,19.5
Armani-Eli Adams,83838,S,W MICHIGAN,1,0,,,100.0,,,0,0,0,,347,64.1,64.0,71.5,,60.0,74.3,0,,0.0,0,0,0,0.0,0,8,8,0,1,0,0,0,0,0.0,
Kalib Perry,86267,LB,TENNESSEE,1,0,8.0,100.0,80.0,4.0,4.0,0,0,0,0.0,307,50.5,49.0,69.1,63.0,55.3,73.1,0,10,0.0,0,0,0,108.3,1,4,5,0,1,1,0,10,2,2.5,10.0
Rodney Robinson,86527,S,BOISE ST,1,0,4.3,100.0,100.0,6.0,6.0,0,0,0,0.0,120,60.0,48.3,0.0,,39.1,40.7,0,26,0.0,0,0,1,111.1,3,20,20,1,1,3,0,32,19,1.8,10.7
Ozzie Nicholas,86729,LB,DUKE,1,0,-1.0,100.0,93.1,12.0,12.0,0,0,0,0.0,154,52.9,56.8,76.8,57.4,62.8,83.3,0,5,0.0,0,0,0,83.3,2,27,29,0,2,2,0,8,10,0.3,4.0
Ceyair Wright,86877,CB,NEBRASKA,1,0,11.0,22.2,100.0,21.0,4.7,0,0,1,11.1,238,73.8,76.3,77.8,,77.2,80.3,1,11,0.0,0,1,0,0.0,2,44,44,0,3,9,0,18,1,0.4,9.0
Logan Taylor,87618,LB,HAWAII,1,0,6.0,100.0,95.0,17.0,17.0,0,0,0,0.0,180,66.4,72.4,74.2,47.2,77.7,70.8,0,6,33.3,1,0,0,91.7,1,19,20,1,2,1,0,6,0,0.4,6.0
David Reese,90079,ED,CAL,1,0,,,13.2,,,0,0,0,,130,64.8,59.2,82.0,56.0,58.8,73.0,0,,0.0,0,0,0,0.0,0,7,53,0,1,0,0,0,0,0.0,
Tyrice Ivy Jr.,90783,S,OREGON ST,1,1,14.0,50.0,100.0,17.0,8.5,0,0,1,50.0,265,63.5,62.6,73.9,,59.0,80.6,0,19,0.0,0,1,0,83.3,1,19,19,0,1,2,0,19,2,1.1,19.0
