player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,,,42.9,,,0,0,0,,214,62.4,63.7,72.9,54.7,66.1,76.5,0,,,0,0,0,0.0,0,3,7,0,0,0,0,0,0,0.0,
Cole Pearce,52970,LB,BALL ST,1,0,1.0,100.0,62.1,9.0,9.0,0,0,0,0.0,117,49.6,47.4,76.6,63.2,45.7,20.2,0,9,50.0,1,0,0,87.5,2,18,29,0,1,2,0,10,8,0.6,5.0
DeShawn Pace,53549,S,CINCINNATI,1,0,15.0,100.0,81.0,15.0,15.0,0,0,0,0.0,138,69.6,70.6,80.6,67.5,66.3,84.9,0,12,0.0,0,0,0,116.7,1,17,21,0,1,1,0,12,-3,0.8,12.0
Jaheim Thomas,54193,LB,ARKANSAS,1,0,5.0,50.0,71.0,22.0,11.0,0,0,0,0.0,111,60.8,64.5,78.2,59.0,67.0,53.7,0,2,0.0,0,0,0,56.3,1,22,31,1,1,2,0,2,8,0.1,2.0
Zachary Ford,55353,S,TOLEDO,1,0,18.7,66.7,89.4,20.0,13.3,0,0,0,0.0,316,66.0,61.7,78.9,74.3,42.6,64.7,0,7,0.0,0,0,0,112.5,2,42,47,0,2,3,1,11,1,0.3,5.5
Bryson Jackson,57738,S,BAYLOR,1,0,,,66.7,,,0,0,0,,118,63.0,50.4,76.5,56.2,40.9,27.0,0,,,0,0,0,0.0,0,6,9,0,0,0,0,0,0,0.0,
Jerry Roberts,57759,LB,UMASS,1,0,,,72.7,,,0,0,0,,216,62.0,58.0,74.2,66.1,52.9,25.2,0,,,0,0,0,0.0,0,8,11,0,0,0,0,0,0,0.0,
Isaac Ukwu,57888,ED,OLE MISS,1,0,-1.0,100.0,16.7,5.0,5.0,0,0,0,0.0,226,63.3,58.8,79.3,59.4,54.6,75.2,0,4,0.0,0,0,0,83.3,1,5,30,1,1,1,0,4,5,0.8,4.0
Malik Robinson,58044,LB,HOUSTON,1,1,9.0,100.0,100.0,44.0,44.0,0,0,0,0.0,182,40.8,38.2,76.8,,43.3,57.7,1,16,0.0,0,0,0,79.2,1,45,45,0,1,1,0,16,7,0.4,16.0
Takulve Williams,61346,S,W KENTUCKY,1,0,6.0,100.0,90.9,19.0,19.0,0,0,0,0.0,346,50.2,55.3,77.9,54.8,64.6,85.9,0,6,0.0,0,0,0,91.7,1,20,22,0,1,1,0,6,0,0.3,6.0
