player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,6.3,100.0,96.2,8.0,8.0,0,0,0,0.0,289,50.6,49.4,77.1,59.7,49.1,39.2,1,28,0.0,0,0,0,118.8,3,25,26,0,1,3,2,68,49,2.8,22.7
Mark Williams,21922,CB,LA MONROE,1,0,15.0,100.0,100.0,4.5,4.5,0,0,0,0.0,209,89.4,89.2,73.3,,61.0,66.3,0,55,16.7,1,0,0,118.8,4,18,18,2,5,4,0,76,16,4.2,19.0
Devin Taylor,22317,CB,BOWL GREEN,1,0,9.7,66.7,97.0,16.0,10.7,0,0,0,0.0,122,65.7,65.7,76.1,60.0,62.8,80.0,0,30,0.0,0,0,0,102.1,2,32,33,0,4,3,0,32,15,1.0,16.0
Cortez Davis,22974,CB,HAWAII,1,2,17.5,53.8,100.0,8.7,4.7,0,1,4,30.8,180,64.5,65.6,78.6,,67.9,82.5,0,25,0.0,0,3,0,71.3,7,64,64,1,4,13,0,76,22,1.2,10.9
Dru Prox,23093,LB,UTSA,1,0,,,91.7,,,0,0,0,,331,63.7,66.4,68.7,59.5,65.1,74.3,0,,,0,0,0,0.0,0,11,12,0,0,0,0,0,0,0.0,
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0.5,75.0,96.2,8.0,6.0,0,0,0,0.0,199,65.3,73.1,73.0,59.7,80.2,81.1,0,12,0.0,0,0,0,81.3,3,25,26,2,2,4,0,16,20,0.7,5.3
Darren Evans,24171,CB,LSU,1,0,7.5,100.0,100.0,8.5,8.5,0,0,0,0.0,211,62.2,58.5,76.3,,47.8,76.6,0,12,0.0,0,0,0,104.2,2,17,17,0,2,2,0,18,3,1.1,9.0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,4.8,75.0,100.0,8.7,6.5,0,0,0,0.0,160,55.4,51.5,73.3,,45.6,22.9,0,44,50.0,1,0,0,115.6,3,26,26,0,1,4,0,49,32,1.9,16.3
Demario McCall,28012,CB,OHIO STATE,1,0,-2.0,100.0,100.0,3.0,3.0,0,0,0,0.0,260,71.6,73.9,69.9,,63.4,78.2,0,3,0.0,0,0,0,79.2,1,3,3,1,1,1,0,3,5,1.0,3.0
Richard Moore,28853,LB,SMU,1,0,-1.0,100.0,66.7,8.0,8.0,0,0,0,0.0,287,56.4,52.9,70.1,79.3,42.6,77.6,0,44,0.0,0,0,0,118.8,1,8,12,1,1,1,0,44,45,5.5,44.0
Marshaun Cameron,30624,CB,COLO STATE,1,0,25.6,80.0,100.0,9.8,7.8,0,0,1,20.0,144,54.3,56.5,78.9,,67.2,79.1,0,38,0.0,0,1,2,158.3,4,49,49,1,3,5,2,79,2,2.0,19.8
Meiko Dotson,33902,CB,FLORIDA ST,1,0,10.0,0.0,100.0,,3.0,0,0,0,0.0,167,61.7,62.6,69.6,,60.0,,0,,,0,0,0,39.6,0,3,3,0,0,1,0,0,0,0.0,
Denzel Feaster,34561,LB,UTSA,1,0,,,94.7,,,0,0,0,,331,54.7,64.3,73.8,59.7,76.1,80.9,0,,0.0,0,0,0,0.0,0,18,19,0,1,0,0,0,0,0.0,
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,19.0,33.3,82.9,31.0,10.3,0,0,1,33.3,207,50.2,58.1,72.3,75.5,60.7,48.9,0,7,66.7,2,1,0,42.4,1,34,41,1,1,3,0,7,2,0.2,7.0
John Petrishen,35069,LB,PITTSBURGH,1,0,26.0,0.0,84.2,,16.0,0,0,0,0.0,268,56.9,61.0,73.7,56.6,68.0,80.6,0,,0.0,0,0,0,39.6,0,16,19,0,1,1,0,0,0,0.0,
Scott Patchan,36449,ED,COLO STATE,1,0,,,8.3,,,0,0,0,,144,60.6,72.2,0.0,79.3,73.8,58.7,0,,,0,0,3,0.0,0,4,48,1,0,0,0,0,0,0.0,
Josh Drayden,38498,CB,CAL,1,0,8.0,50.0,96.2,24.0,12.0,0,0,0,0.0,130,58.1,60.1,76.8,58.9,66.0,75.1,0,8,,0,0,0,60.4,1,25,26,0,0,2,0,8,5,0.3,8.0
De'Vante Cross,39851,CB,VIRGINIA,1,0,12.4,66.7,97.9,7.2,4.8,0,0,0,0.0,335,41.4,40.0,81.2,60.0,42.0,62.3,0,36,0.0,0,0,0,137.0,6,46,47,0,4,9,2,86,17,2.0,14.3
Derrion Rakestraw,39968,S,TULANE,1,1,8.0,100.0,100.0,25.0,25.0,0,0,0,0.0,319,57.8,59.9,75.5,,65.1,52.8,0,9,25.0,2,0,0,104.2,1,25,25,1,5,1,0,9,1,0.4,9.0
Brandon Martin,40066,LB,BALL ST,1,0,1.0,100.0,87.5,5.0,5.0,0,0,0,0.0,117,47.5,61.1,73.6,60.0,72.1,78.8,0,4,0.0,0,0,0,83.3,1,7,8,1,1,1,0,4,3,0.8,4.0
Phillip Howard,40350,CB,MINNESOTA,1,0,12.0,0.0,100.0,,11.0,0,0,0,0.0,225,55.2,56.9,72.7,,63.3,74.2,0,,,0,0,1,39.6,0,13,13,0,0,1,0,0,0,0.0,
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,0,,,83.3,,,0,0,0,,134,63.9,61.4,76.3,59.3,59.1,80.0,0,,,0,0,0,0.0,0,10,12,0,0,0,0,0,0,0.0,
Jahaziel Lee,40537,DI,LA MONROE,1,0,2.0,100.0,9.1,1.0,1.0,0,0,0,0.0,209,71.1,56.2,73.7,61.6,44.0,73.8,0,3,0.0,0,0,0,79.2,1,1,11,1,1,1,0,3,1,3.0,3.0
Prather Hudson,40617,S,ILLINOIS,1,0,17.0,0.0,92.3,,11.0,0,0,0,0.0,187,57.7,52.9,71.9,59.0,60.0,,0,,,0,0,0,39.6,0,12,13,0,0,1,0,0,0,0.0,
Justin Rice,40640,LB,UTAH ST,1,2,6.0,100.0,91.7,8.3,8.3,0,0,0,0.0,329,42.8,48.4,77.2,55.5,60.5,67.3,0,28,0.0,0,0,0,118.8,4,33,36,0,2,4,0,71,47,2.2,17.8
Aaron Hansford,40694,LB,TEXAS A&M,1,0,-2.0,100.0,94.1,15.0,15.0,0,0,0,0.0,312,70.0,73.1,72.8,59.6,69.8,77.8,0,4,0.0,0,0,0,83.3,1,16,17,1,1,1,0,4,6,0.3,4.0
Deonte Perry,41092,S,FRESNO ST,1,1,0.0,100.0,94.4,49.0,49.0,0,0,0,0.0,169,76.8,76.1,78.2,57.5,65.9,83.3,0,2,0.0,0,0,0,79.2,1,51,54,1,3,1,0,2,2,0.0,2.0
Eric Sutton,41489,CB,TEXAS ST,1,0,-3.0,100.0,100.0,7.0,7.0,0,0,0,0.0,314,54.3,56.9,76.5,,62.4,,0,15,,0,0,0,118.8,1,7,7,0,0,1,0,15,18,2.1,15.0
Ty Shelby,41752,ED,LA MONROE,1,0,,,11.9,,,0,0,0,,209,61.7,62.8,79.9,59.0,63.9,75.2,0,,0.0,0,0,0,0.0,0,5,42,2,1,0,0,0,0,0.0,
Freddie Johnson,42129,CB,TEMPLE,1,0,,,100.0,,,0,0,0,,306,71.4,63.9,76.0,,46.9,28.0,0,,0.0,0,0,0,0.0,0,15,15,1,1,0,0,0,0,0.0,
Nick Grant,42242,S,VIRGINIA,1,1,11.5,87.5,100.0,6.4,5.6,0,0,0,0.0,335,59.9,61.6,77.9,,68.3,68.5,0,37,12.5,1,0,0,154.2,7,49,49,0,6,8,1,92,8,2.0,13.1
Alonzo McCoy,42383,CB,C MICHIGAN,1,0,5.4,60.0,95.2,6.7,4.0,0,0,1,20.0,134,63.7,61.4,77.6,60.0,53.2,59.5,0,21,0.0,0,1,0,120.8,3,20,21,1,3,5,1,35,24,1.8,11.7
Chris Moore,42400,S,GA STATE,1,0,28.0,0.0,98.4,,57.0,0,0,1,100.0,175,68.5,68.6,78.2,58.8,66.2,54.9,0,,0.0,0,1,0,39.6,0,62,63,0,1,1,0,0,0,0.0,
Greg Eisworth II,42444,S,IOWA STATE,1,1,13.7,66.7,100.0,7.0,4.7,0,0,0,0.0,193,33.6,42.6,76.9,,68.1,24.4,0,42,50.0,1,0,0,149.3,4,29,29,0,0,6,2,90,17,3.2,22.5
D.J. Ford,42473,S,E CAROLINA,1,0,12.0,0.0,93.3,,6.0,0,0,1,50.0,156,63.8,69.2,74.0,59.7,74.0,82.6,0,,0.0,0,1,0,39.6,0,14,15,0,1,2,0,0,0,0.0,
Monte McGary,42477,S,UTAH ST,1,0,21.0,33.3,100.0,22.0,7.3,0,0,1,33.3,329,68.1,65.4,78.0,,57.7,80.3,0,43,,0,1,0,81.9,1,22,22,0,0,3,0,43,21,2.0,43.0
Jay Lenard,42492,S,S JOSE ST,1,0,9.5,100.0,97.6,20.0,20.0,0,0,0,0.0,285,55.7,60.8,79.1,60.0,71.8,81.5,0,17,,0,0,0,118.8,2,40,41,0,0,2,0,28,9,0.7,14.0
Devin Harper,42494,LB,OKLA STATE,1,1,-1.0,100.0,80.5,10.3,10.3,0,0,0,0.0,262,76.8,81.0,75.6,71.9,72.8,83.9,0,7,0.0,0,0,0,83.3,3,33,41,2,2,3,0,12,15,0.4,4.0
Cedric Boswell,42504,CB,MIAMI OH,1,0,8.6,90.0,100.0,4.4,4.0,0,0,0,0.0,221,42.1,40.1,76.6,,41.4,33.5,0,38,25.0,1,0,2,106.3,9,42,42,1,3,10,0,95,30,2.4,10.6
Keir Thomas,42509,ED,FLORIDA ST,1,0,,,17.6,,,0,0,0,,167,61.2,41.3,76.4,59.4,29.9,73.0,0,,,0,0,0,0.0,0,3,17,0,0,0,0,0,0,0.0,
Tyrez Lindsey,42510,S,MEMPHIS,1,0,-3.7,100.0,100.0,8.0,8.0,0,0,0,0.0,218,71.0,70.1,78.4,,65.9,52.6,1,13,33.3,1,0,0,95.8,3,24,24,1,2,3,1,21,32,0.9,7.0
James Skalski,42552,LB,CLEMSON,1,2,0.5,100.0,75.0,7.5,7.5,0,0,0,0.0,140,67.8,68.2,79.5,56.3,67.3,78.0,0,10,0.0,0,0,0,101.0,4,33,44,2,5,4,0,33,31,1.1,8.3
Aaron Ramseur,42585,LB,E CAROLINA,1,0,-3.0,100.0,60.0,6.0,6.0,0,0,0,0.0,156,43.7,50.2,72.2,77.5,50.8,32.3,0,24,,0,0,0,118.8,1,6,10,1,0,1,0,24,27,4.0,24.0
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,0,-6.0,100.0,17.6,5.0,5.0,0,0,0,0.0,265,51.3,70.8,81.7,74.2,68.6,38.7,0,14,,0,0,0,158.3,1,6,34,0,0,1,1,14,20,2.8,14.0
Tayler Hawkins,42606,CB,S DIEGO ST,1,0,,,93.8,,,0,0,0,,284,64.6,72.8,74.4,59.8,82.2,80.4,0,,,0,0,0,0.0,0,15,16,0,0,0,0,0,0,0.0,
Therran Coleman,42611,CB,W MICHIGAN,1,0,10.7,66.7,95.5,10.0,6.7,0,0,0,0.0,347,39.8,43.0,75.8,60.0,63.5,23.8,0,20,66.7,2,0,0,106.3,2,21,22,0,1,3,0,35,15,1.8,17.5
