player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jordan Carmouche,39951,LB,ARK STATE,1,0,1.0,100.0,71.4,14.0,14.0,0,0,0,0.0,113,63.4,75.2,77.8,53.1,80.7,73.2,0,5,,0,0,0,87.5,1,15,21,0,0,1,0,5,4,0.4,5.0
Brandon Moore,42620,CB,NEBRASKA,1,0,,,100.0,,,0,0,0,,238,64.4,65.0,71.5,,60.0,,0,,,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,-4.0,100.0,24.1,3.5,3.5,0,0,0,0.0,146,72.1,73.1,78.3,69.1,57.5,57.4,0,8,16.7,1,0,0,81.3,2,7,29,5,5,2,0,7,15,1.0,3.5
Ryan McWood,43189,LB,MIAMI OH,1,2,5.0,100.0,89.8,11.0,11.0,0,0,1,25.0,221,74.2,64.9,74.0,45.5,52.5,30.0,0,9,33.3,2,1,0,92.7,4,44,49,1,2,4,0,25,5,0.6,6.3
Jon-Michael Terry,43635,LB,TULSA,1,0,,,71.9,,,0,0,0,,320,65.2,69.0,75.3,51.6,73.4,82.3,0,,,0,0,0,0.0,0,23,32,0,0,0,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,1,0,2.0,66.7,85.7,9.0,6.0,0,0,0,0.0,180,63.0,43.9,78.0,51.4,35.8,80.2,0,4,0.0,0,0,0,70.1,2,18,21,1,1,3,0,6,9,0.3,3.0
Alii Matau,52219,LB,S JOSE ST,1,2,11.5,50.0,69.0,28.0,14.0,0,0,0,0.0,285,80.6,80.6,80.2,69.4,70.5,84.4,1,5,0.0,0,0,0,16.7,1,29,42,1,1,2,0,5,1,0.2,5.0
Rico Tolefree,52250,LB,S JOSE ST,1,0,,,50.0,,,0,0,0,,285,70.8,76.1,68.6,60.0,,72.2,0,,0.0,0,0,0,0.0,0,1,2,1,1,0,0,0,0,0.0,
Tre White,52261,S,S JOSE ST,1,0,,,100.0,,,0,0,0,,285,62.4,62.4,68.1,,,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Gabe Reid,52273,ED,UTAH,1,0,,,5.0,,,0,0,0,,328,60.0,73.1,75.6,67.2,67.3,29.9,0,,100.0,1,0,0,0.0,0,1,20,0,0,0,0,0,0,0.0,
Bentlee Sanders,52291,S,NEVADA,1,0,9.3,88.9,100.0,7.0,6.2,0,0,0,0.0,239,60.9,63.5,79.8,,71.7,87.1,0,24,0.0,0,0,0,106.9,8,61,61,1,9,9,0,87,19,1.6,10.9
Mekhi LaPointe,52315,S,USF,1,1,9.3,75.0,96.7,9.3,7.0,0,0,0,0.0,327,28.7,28.2,76.0,65.9,51.9,26.2,0,21,60.0,3,0,0,104.2,3,29,30,0,1,4,0,38,13,1.4,12.7
Nick Roberts,52318,S,SMU,1,0,4.0,100.0,97.6,35.0,35.0,0,0,0,0.0,287,50.1,61.0,77.7,59.2,86.5,59.0,0,10,33.3,1,0,1,108.3,1,40,41,0,2,1,0,10,6,0.3,10.0
DeShawn Pace,53549,LB,CINCINNATI,1,0,,,100.0,,,0,0,0,,138,64.7,65.1,74.8,,63.2,82.1,0,,0.0,0,0,0,0.0,0,17,17,0,1,0,0,0,0,0.0,
Ja'von Hicks,53569,S,CINCINNATI,1,0,-1.0,100.0,100.0,34.0,34.0,0,0,0,0.0,138,68.8,68.2,80.5,,64.7,64.9,0,0,50.0,1,0,0,79.2,1,35,35,0,1,1,0,0,1,0.0,0.0
Ivan Pace Jr.,53587,LB,CINCINNATI,1,0,5.0,0.0,77.8,,27.0,0,0,1,100.0,138,71.9,66.7,0.0,52.2,67.7,76.6,0,,25.0,1,1,1,39.6,0,28,36,2,3,1,0,0,0,0.0,
Carrington Valentine,53750,CB,KENTUCKY,1,0,13.7,83.3,100.0,6.6,5.5,1,0,0,0.0,202,59.8,58.1,0.0,,64.8,79.1,0,55,0.0,0,0,1,158.3,5,37,37,1,3,6,2,82,25,2.5,16.4
Jaheim Thomas,54193,LB,CINCINNATI,1,0,,,86.7,,,0,0,0,,138,63.8,67.3,74.4,57.2,67.9,41.7,0,,,0,0,0,0.0,0,13,15,0,0,0,0,0,0,0.0,
Isaiah Norman,54967,S,MARSHALL,1,0,16.3,66.7,100.0,9.0,6.0,0,0,0,0.0,214,30.4,30.1,0.0,,54.6,81.6,0,37,0.0,0,0,1,149.3,2,19,19,0,2,3,1,47,28,2.6,23.5
Aapri Washington,55013,CB,E CAROLINA,1,1,14.0,60.0,100.0,10.3,6.2,1,0,0,0.0,156,65.8,68.8,77.4,,75.1,63.8,0,6,20.0,1,0,1,64.6,3,33,33,2,3,5,0,9,8,0.3,3.0
Tim Terry,55020,LB,AKRON,1,0,-5.0,100.0,84.0,20.0,20.0,0,0,0,0.0,102,70.8,74.8,75.6,66.4,67.9,79.0,0,10,0.0,0,0,0,108.3,1,21,25,1,1,1,0,10,15,0.5,10.0
Devonni Reed,55046,S,S CAROLINA,1,0,5.8,100.0,100.0,3.3,3.3,0,0,0,0.0,289,43.6,53.3,75.1,,65.2,84.7,0,57,0.0,0,0,0,118.8,4,13,13,1,2,4,0,70,47,5.4,17.5
Troy Brown,55050,LB,OLE MISS,1,0,12.0,100.0,86.7,12.0,12.0,0,0,0,0.0,226,61.1,62.6,73.4,57.3,63.9,79.9,0,26,0.0,0,0,0,118.8,1,13,15,1,1,1,0,26,14,2.2,26.0
Wilson Huber,55090,LB,CINCINNATI,1,0,1.5,100.0,71.4,7.5,7.5,0,0,0,0.0,138,64.3,57.5,77.2,56.0,52.4,35.0,0,9,33.3,1,0,0,87.5,2,15,21,1,2,2,0,10,7,0.7,5.0
Ian Swenson,55104,LB,UCONN,1,1,9.8,83.3,91.7,8.8,7.3,0,0,0,0.0,146,54.8,62.6,77.5,54.9,79.3,82.7,0,24,0.0,0,0,0,116.0,5,44,48,1,2,6,0,71,24,1.6,14.2
Dorian Hall,55168,S,FIU,1,0,7.0,100.0,80.0,7.0,7.0,0,0,0,0.0,166,54.1,32.9,0.0,59.7,50.4,74.8,0,8,,0,0,2,100.0,1,8,10,0,0,1,0,8,1,1.1,8.0
Jaylon Jones,55197,CB,GA STATE,1,0,16.3,25.0,100.0,26.0,6.5,0,0,1,25.0,175,62.9,63.2,75.1,,60.3,21.4,0,54,100.0,1,1,0,79.2,1,27,27,0,0,4,0,54,34,2.1,54.0
Zachary Ford,55353,S,TOLEDO,1,1,2.5,50.0,100.0,19.0,9.5,0,0,1,50.0,316,82.6,79.5,75.0,,65.2,81.6,0,-1,0.0,0,1,0,56.3,1,22,22,1,1,2,0,-1,0,-0.1,-1.0
Chase Monroe,55439,LB,CHARLOTTE,1,0,4.0,50.0,91.2,31.0,15.5,0,0,0,0.0,136,57.1,48.6,76.8,56.4,41.2,24.7,0,6,66.7,2,0,0,56.3,1,31,34,0,1,2,0,6,5,0.2,6.0
Malik Hausman,55567,CB,HAWAII,1,0,18.0,50.0,84.6,11.0,5.5,0,0,0,0.0,180,51.2,56.5,77.7,69.8,60.1,81.1,0,16,0.0,0,0,0,77.1,1,11,13,0,2,2,0,16,3,1.5,16.0
Azizi Hearn,55569,CB,UCLA,1,0,18.0,0.0,88.9,,30.0,0,0,1,100.0,324,70.6,71.7,77.9,58.3,70.5,74.8,0,,,0,1,0,39.6,0,32,36,0,0,1,0,0,0,0.0,
Timarcus Davis,55574,CB,ARIZONA ST,1,0,55.0,100.0,83.3,4.0,4.0,0,0,0,0.0,110,30.1,30.2,70.8,58.6,60.0,,0,58,,0,0,0,158.3,1,5,6,0,0,1,1,58,3,14.5,58.0
Wesley McCormick,55609,CB,W VIRGINIA,1,0,15.0,75.0,100.0,7.0,5.3,0,0,0,0.0,343,51.9,55.7,74.6,,70.5,78.5,0,57,0.0,0,0,0,116.7,3,21,21,2,2,4,0,70,25,3.3,23.3
Anthony Johnson,55628,CB,VIRGINIA,1,0,24.7,33.3,97.4,18.0,6.0,0,0,3,50.0,335,74.7,72.6,76.7,60.0,60.8,76.6,0,23,0.0,0,1,0,52.1,2,38,39,0,1,6,0,32,3,0.9,16.0
Justin Broiles,55678,S,OKLAHOMA,1,0,5.8,100.0,100.0,10.0,10.0,0,0,0,0.0,261,68.0,70.1,78.0,,71.4,81.7,1,26,0.0,0,0,0,79.2,4,40,40,0,3,4,0,52,29,1.3,13.0
Grayson Cash,55727,S,UAB,1,1,,,100.0,,,0,0,0,,321,62.0,57.5,0.0,,58.9,55.6,0,,0.0,0,0,1,0.0,0,27,27,0,2,0,0,0,0,0.0,
C.J. Coldon Jr.,55750,CB,OKLAHOMA,1,0,,,100.0,,,0,0,0,,261,65.5,65.9,72.2,,60.0,,0,,,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,
Steven Jones Jr.,55785,CB,APP STATE,1,0,6.1,12.5,100.0,26.0,3.3,0,0,2,25.0,108,82.9,83.0,75.6,,65.7,76.6,0,1,0.0,0,2,0,39.6,1,27,27,1,1,8,0,1,3,0.0,1.0
Jarques McClellion,55795,S,FLORIDA ST,1,0,20.0,0.0,100.0,,18.0,0,0,0,0.0,167,41.7,46.6,73.9,,63.6,79.6,0,,0.0,0,0,0,39.6,0,19,19,0,1,1,0,0,0,0.0,
Cyrus Fagan,55895,S,NC STATE,1,0,2.0,100.0,100.0,28.0,28.0,0,0,0,0.0,248,71.5,70.8,78.6,,62.8,81.0,0,3,0.0,0,0,0,79.2,1,30,30,1,2,1,0,3,1,0.1,3.0
Latavious Brini,55915,S,ARKANSAS,1,0,,,93.9,,,0,0,0,,111,67.0,73.1,80.1,57.6,77.5,82.4,0,,,0,0,0,0.0,0,31,33,0,0,0,0,0,0,0.0,
Ameer Speed,55918,CB,MICH STATE,1,0,5.0,100.0,93.3,14.0,14.0,0,0,0,0.0,223,60.8,45.5,75.2,60.0,28.7,26.8,0,8,0.0,0,0,0,100.0,1,14,15,0,1,1,0,8,3,0.6,8.0
Devodric Bynum,55931,CB,UAB,1,0,16.0,50.0,100.0,17.0,8.5,0,0,0,0.0,321,57.9,59.6,75.7,,64.4,76.2,0,29,0.0,0,0,0,95.8,1,18,18,0,1,2,0,29,2,1.7,29.0
Bennett Williams,55954,CB,OREGON,1,0,3.0,100.0,90.0,17.5,17.5,0,0,0,0.0,264,67.9,74.9,80.1,68.7,87.4,82.3,0,7,0.0,0,0,0,87.5,2,36,40,1,2,2,0,10,4,0.3,5.0
Camron Harrell,55965,CB,SO MISS,1,0,19.0,100.0,63.2,4.0,4.0,0,0,0,0.0,296,29.1,39.6,74.9,73.7,65.1,27.0,0,42,100.0,1,0,0,118.8,3,12,19,0,0,3,0,84,27,7.0,28.0
Gervarrius Owens,55987,S,HOUSTON,1,0,4.3,66.7,94.7,16.5,11.0,0,0,0,0.0,182,66.6,64.1,78.3,57.8,56.9,73.1,0,3,12.5,1,0,0,70.1,2,36,38,1,7,3,0,4,6,0.1,2.0
Tyrell Ajian,55995,S,KENTUCKY,1,0,,,100.0,,,0,0,0,,202,65.7,60.4,73.9,,51.5,29.2,0,,,0,0,0,0.0,0,13,13,0,0,0,0,0,0,0.0,
Bralen Trahan,56012,S,LA LAFAYET,1,0,,,82.4,,,0,0,0,,207,64.5,65.3,77.6,57.8,65.9,59.6,0,,,0,0,0,0.0,0,14,17,0,0,0,0,0,0,0.0,
Derrick Smith,56050,LB,W KENTUCKY,1,0,5.0,75.0,92.1,10.7,8.0,0,0,0,0.0,346,43.9,49.0,76.0,66.8,56.9,56.5,0,14,25.0,1,0,0,103.1,3,35,38,0,3,4,0,37,24,1.2,12.3
Cameron Ruiz,56131,CB,TEMPLE,1,0,,,100.0,,,0,0,0,,306,60.0,62.1,68.2,,60.2,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tavyn Jackson,56164,S,COAST CAR,1,0,10.0,33.3,100.0,40.0,13.3,0,0,1,33.3,141,75.4,72.9,78.1,,60.0,59.9,0,4,0.0,0,1,0,42.4,1,40,40,0,3,3,0,4,8,0.1,4.0
Noah Daniels,56206,CB,TCU,1,0,14.0,0.0,100.0,,2.0,0,0,1,50.0,305,77.0,79.6,68.2,,,73.5,0,,0.0,0,1,0,39.6,0,4,4,0,1,2,0,0,0,0.0,
Christian Braswell,56207,CB,RUTGERS,1,0,6.0,100.0,100.0,17.0,17.0,0,0,0,0.0,278,61.8,61.6,76.9,,60.1,53.7,0,8,0.0,0,0,0,100.0,1,18,18,0,1,1,0,8,2,0.5,8.0
Adrian Frye,56233,CB,TEXAS TECH,1,0,,,100.0,,,0,0,0,,315,44.6,44.2,71.1,,60.5,,0,,,0,0,1,0.0,0,3,3,0,0,0,0,0,0,0.0,
Mo Osling III,56246,S,UCLA,1,0,18.8,50.0,100.0,14.5,7.3,0,0,1,25.0,324,66.2,64.7,78.3,,58.2,61.6,0,19,0.0,0,0,0,70.8,2,31,31,0,2,4,0,26,8,0.9,13.0
Armani Marsh,56292,CB,WASH STATE,1,1,5.4,80.0,94.4,7.8,6.2,0,0,0,0.0,341,75.8,77.3,76.4,59.3,74.3,67.2,0,14,14.3,1,0,0,89.2,4,34,36,2,5,5,0,27,17,0.9,6.8
Jalen Harris,56321,ED,ARIZONA,1,0,,,5.6,,,0,0,0,,109,60.4,51.6,77.5,55.2,50.0,74.9,0,,,0,0,0,0.0,0,2,36,0,0,0,0,0,0,0.0,
Jose Ramirez,56323,ED,E MICHIGAN,1,0,,,5.9,,,1,0,0,,160,60.0,87.2,0.0,90.1,79.3,81.2,0,,,0,0,1,0.0,0,1,17,1,0,0,0,0,0,0.0,
Nick Figueroa,56335,ED,USC,1,1,13.0,0.0,8.8,,1.5,0,0,0,0.0,326,32.6,49.2,79.5,59.0,60.6,58.8,0,,33.3,1,0,0,39.6,0,3,34,1,1,2,0,0,0,0.0,
Andre Jones Jr.,56395,ED,LA LAFAYET,1,1,,,15.0,,,0,0,0,,207,62.7,75.5,80.9,66.2,75.9,80.1,0,,0.0,0,0,0,0.0,0,3,20,0,0,0,0,0,0,0.0,
Brock Martin,56439,ED,OKLA STATE,1,0,,,4.2,,,0,0,0,,262,60.0,77.0,79.1,72.4,71.8,78.9,0,,,0,0,0,0.0,0,1,24,0,0,0,0,0,0,0.0,
Marcus Haynes,56441,ED,DOMINION,1,0,,,10.5,,,0,0,0,,263,60.6,68.5,81.0,60.1,69.7,62.0,0,,100.0,1,0,0,0.0,0,2,19,0,0,0,0,0,0,0.0,
