player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,-1.0,100.0,100.0,16.0,16.0,0,0,0,0.0,289,77.6,79.0,74.1,,71.3,81.1,1,4,0.0,0,0,0,43.8,1,19,19,0,1,1,0,4,5,0.3,4.0
Mark Williams,21922,CB,LA MONROE,1,0,3.5,100.0,96.3,13.0,13.0,0,0,0,0.0,209,65.3,64.4,75.2,60.0,59.3,44.5,0,5,0.0,0,0,0,85.4,2,26,27,1,2,2,0,9,2,0.3,4.5
Devin Taylor,22317,CB,BOWL GREEN,1,0,14.4,0.0,96.8,,5.4,0,0,4,80.0,122,88.7,86.0,77.9,61.4,67.5,42.6,0,,100.0,1,4,0,39.6,0,30,31,0,0,5,0,0,0,0.0,
Cortez Davis,22974,CB,HAWAII,1,0,15.1,58.3,96.0,6.7,3.9,0,0,3,25.0,180,56.7,59.4,79.2,67.1,65.9,77.9,0,38,0.0,0,3,1,111.8,7,48,50,0,2,12,1,96,33,2.0,13.7
Dru Prox,23093,LB,UTSA,1,0,,,70.0,,,0,0,0,,331,63.9,60.5,70.1,56.4,58.5,77.8,0,,0.0,0,0,0,0.0,0,7,10,0,1,0,0,0,0,0.0,
Reggie Stubblefield,23441,S,KANSAS ST,1,0,10.5,50.0,100.0,9.0,4.5,0,0,1,50.0,199,66.4,70.4,74.0,,66.5,28.2,0,6,100.0,1,1,0,56.3,1,9,9,0,0,2,0,6,5,0.7,6.0
Darion Dunn,23963,CB,TEXAS,1,0,6.8,75.0,100.0,7.0,5.3,0,0,0,0.0,311,71.8,72.1,74.4,,60.0,77.9,0,8,0.0,0,0,0,84.4,3,22,22,1,3,4,0,19,8,0.9,6.3
Jeremiah Moon,26453,LB,FLORIDA,1,0,,,60.0,,,0,0,0,,163,65.5,75.6,74.9,64.1,75.8,63.7,0,,33.3,1,0,0,0.0,0,9,15,1,2,0,0,0,0,0.0,
Demario McCall,28012,CB,OHIO STATE,1,0,,,100.0,,,0,0,0,,260,63.9,64.6,72.1,,60.3,,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Brenden Schooler,28253,S,TEXAS,1,0,,,100.0,,,0,0,0,,311,64.9,66.7,74.4,,65.6,76.2,0,,,0,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
Richard Moore,28853,LB,SMU,1,1,17.0,0.0,60.0,,12.0,0,0,0,0.0,287,50.9,66.2,70.8,72.8,71.0,81.1,0,,0.0,0,0,0,39.6,0,12,20,1,0,1,0,0,0,0.0,
Jack Jones,29050,CB,ARIZONA ST,1,0,4.5,100.0,100.0,7.0,7.0,0,0,0,0.0,110,64.9,70.7,76.3,,82.4,60.7,0,9,0.0,0,0,0,91.7,4,31,31,1,3,4,0,24,6,0.9,6.0
Marshaun Cameron,30624,CB,COLO STATE,1,0,13.9,57.1,100.0,6.8,3.9,0,0,1,14.3,144,37.0,41.8,76.6,,63.4,52.8,0,19,0.0,0,0,1,118.5,4,29,29,1,2,7,2,49,6,1.8,12.3
Brian Cavicante,33444,LB,MARSHALL,1,0,9.0,50.0,78.6,11.0,5.5,0,0,0,0.0,214,38.8,58.6,75.5,68.0,72.9,81.7,0,9,0.0,0,0,0,62.5,1,11,14,1,1,2,0,9,3,0.8,9.0
Brock Nichols,33753,S,USF,1,0,1.0,100.0,100.0,2.0,2.0,0,0,0,0.0,327,64.7,64.6,68.8,,60.0,76.4,0,4,0.0,0,0,0,83.3,1,3,3,1,1,1,0,4,3,2.0,4.0
Meiko Dotson,33902,CB,FLORIDA ST,1,0,10.0,50.0,100.0,7.0,3.5,0,0,0,0.0,167,55.7,47.3,70.5,,50.5,21.4,0,15,,0,0,0,75.0,1,7,7,0,0,2,0,15,0,2.1,15.0
Denzel Feaster,34561,LB,UTSA,1,0,,,75.0,,,0,0,0,,331,48.5,63.3,70.8,60.0,76.4,49.1,0,,100.0,1,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,3.0,100.0,94.4,16.0,16.0,0,0,0,0.0,207,51.4,57.0,69.2,59.5,65.5,77.9,0,11,,0,0,0,112.5,1,17,18,0,0,1,0,11,8,0.7,11.0
