player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,9.0,0.0,100.0,,25.0,0,0,1,100.0,289,70.8,69.1,0.0,,71.7,67.3,0,,50.0,2,1,1,39.6,0,26,26,1,2,1,0,0,0,0.0,
Mark Williams,21922,CB,LA MONROE,1,0,6.3,75.0,100.0,9.3,7.0,0,0,1,25.0,209,60.8,61.8,76.5,,63.9,27.9,1,12,50.0,1,1,0,93.8,3,28,28,0,1,4,1,28,16,1.0,9.3
Devin Taylor,22317,CB,BOWL GREEN,1,0,2.5,50.0,100.0,9.0,4.5,0,0,1,50.0,122,75.0,59.1,79.3,,42.8,33.6,0,11,,0,1,0,66.7,1,9,9,0,0,2,0,11,15,1.2,11.0
Cortez Davis,22974,CB,HAWAII,1,0,24.3,42.9,98.4,19.0,8.1,0,0,0,0.0,180,42.1,42.0,79.6,58.3,51.5,37.2,0,28,0.0,0,0,2,111.9,3,60,61,1,2,7,1,58,17,1.0,19.3
Dru Prox,23093,LB,UTSA,1,0,4.0,100.0,77.8,7.0,7.0,0,0,0,0.0,331,63.6,63.5,70.9,66.5,56.4,32.8,0,4,,0,0,0,83.3,1,7,9,0,0,1,0,4,0,0.6,4.0
Reggie Stubblefield,23441,S,KANSAS ST,1,0,-1.5,100.0,58.3,6.5,6.5,0,0,0,0.0,199,47.4,50.1,76.7,52.3,60.9,58.8,0,11,0.0,0,0,0,100.0,2,14,24,1,2,2,0,16,19,1.2,8.0
Colby Burton,23898,CB,HAWAII,1,0,,,89.5,,,0,0,0,,180,67.0,66.5,74.1,57.2,62.0,,0,,,0,0,0,0.0,0,17,19,0,0,0,0,0,0,0.0,
Darren Evans,24171,CB,LSU,1,0,12.8,50.0,100.0,6.7,3.3,0,0,1,16.7,211,70.1,69.9,73.4,,61.6,75.8,0,24,0.0,0,1,0,104.9,3,21,21,2,2,6,1,31,6,1.6,10.3
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,15.5,50.0,100.0,26.0,13.0,0,0,0,0.0,160,52.2,55.5,77.5,,63.3,49.5,0,-1,100.0,2,0,0,56.3,1,28,28,0,0,2,0,-1,0,0.0,-1.0
Luc Bequette,25776,DI,CAL,1,0,,,4.2,,,0,0,0,,130,59.5,53.0,75.4,68.3,46.0,40.8,0,,100.0,1,0,0,0.0,0,1,24,0,0,0,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,1,1,13.0,100.0,52.0,12.0,12.0,0,1,0,0.0,163,57.4,59.0,77.8,65.6,56.9,68.6,0,13,33.3,1,0,0,118.8,1,13,25,0,1,1,0,13,0,1.1,13.0
Brenden Schooler,28253,S,TEXAS,1,0,0.0,100.0,100.0,17.0,17.0,0,0,0,0.0,311,60.6,62.1,77.4,,63.4,28.4,0,4,50.0,1,0,0,83.3,1,18,18,0,1,1,0,4,4,0.2,4.0
Jack Jones,29050,CB,ARIZONA ST,1,0,13.5,83.3,100.0,7.6,6.3,0,0,0,0.0,110,53.3,53.9,76.9,,58.0,43.9,0,20,0.0,0,0,0,158.3,5,42,42,0,3,6,1,79,18,2.1,15.8
Marshaun Cameron,30624,CB,COLO STATE,1,0,29.0,0.0,100.0,,20.0,0,0,0,0.0,144,69.1,69.8,75.5,,65.9,74.2,1,,,0,0,1,0.0,0,22,22,0,0,1,0,0,0,0.0,
Brian Cavicante,33444,LB,MARSHALL,1,0,,,86.7,,,0,0,0,,214,63.0,64.1,76.4,57.9,63.7,37.4,0,,,0,0,0,0.0,0,13,15,0,0,0,0,0,0,0.0,
Brock Nichols,33753,S,USF,1,0,,,100.0,,,0,0,0,,327,60.0,62.8,68.9,,60.6,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Denzel Feaster,34561,LB,UTSA,1,0,,,100.0,,,0,0,0,,331,45.5,40.9,71.7,,48.4,26.6,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Ferrod Gardner,34595,LB,LA LAFAYET,1,1,7.0,100.0,87.0,9.0,9.0,0,0,0,0.0,207,42.2,56.6,72.8,65.0,72.9,80.6,0,10,0.0,0,0,0,106.3,2,20,23,0,1,2,0,19,5,1.1,9.5
John Petrishen,35069,LB,PITTSBURGH,1,0,0.0,100.0,82.6,19.0,19.0,0,0,0,0.0,268,70.3,72.2,71.6,64.3,68.4,81.0,0,0,0.0,0,0,0,79.2,1,19,23,1,1,1,0,0,0,0.0,0.0
Scott Patchan,36449,ED,COLO STATE,1,0,,,3.8,,,0,0,0,,144,66.2,86.5,78.1,90.2,63.1,42.5,0,,,0,0,0,0.0,0,1,26,1,0,0,0,0,0,0.0,
Cameron Goode,38410,ED,CAL,1,0,,,15.4,,,0,0,0,,130,62.4,74.5,82.0,75.6,66.1,,0,,100.0,1,0,0,0.0,0,6,39,0,0,0,0,0,0,0.0,
Josh Drayden,38498,CB,CAL,1,0,8.4,60.0,100.0,11.3,6.8,1,0,0,0.0,130,49.1,53.0,0.0,,79.6,67.3,0,20,33.3,1,0,2,120.8,3,39,39,0,2,5,1,35,15,1.0,11.7
De'Vante Cross,39851,CB,VIRGINIA,1,0,7.0,75.0,100.0,11.7,8.8,0,0,0,0.0,335,58.1,60.0,79.8,,65.6,38.4,1,10,33.3,1,0,0,46.9,3,35,35,0,2,4,0,21,8,0.6,7.0
