player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
James Camden,53418,LB,W MICHIGAN,1,0,,,64.3,,,0,0,0,,347,66.5,74.6,76.4,67.4,72.3,67.3,0,,0.0,0,0,0,0.0,0,18,28,0,1,0,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,0,14.0,100.0,100.0,6.0,6.0,0,0,0,0.0,284,50.8,60.0,70.6,,68.3,38.7,0,14,,0,0,0,118.8,1,6,6,0,0,1,0,14,0,2.3,14.0
Domani Jackson,71370,CB,ALABAMA,1,0,5.0,0.0,100.0,,18.0,0,0,0,0.0,103,66.6,61.6,74.1,,45.2,,0,,,0,0,0,39.6,0,18,18,0,0,1,0,0,0,0.0,
Jadon Pearson,72538,LB,FRESNO ST,1,0,3.5,100.0,88.5,10.0,10.0,0,0,0,0.0,169,58.4,69.5,75.5,66.4,73.4,68.9,0,12,0.0,0,0,0,104.2,2,23,26,2,2,2,0,18,11,0.9,9.0
Marco Notarainni,73389,LB,BOISE ST,1,0,0.0,50.0,79.2,9.0,4.5,0,0,0,0.0,120,64.8,69.7,74.1,62.0,70.2,55.2,0,14,0.0,0,0,0,59.4,2,19,24,1,2,4,0,15,19,0.8,7.5
Trent Whalen,73609,LB,ARKANSAS,1,0,,,100.0,,,0,0,0,,111,60.3,61.6,64.7,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Moroni Anae,81437,LB,UTAH,1,0,,,40.0,,,0,0,0,,328,54.4,58.8,71.2,55.4,69.9,37.7,0,,100.0,1,0,0,0.0,0,2,5,0,0,0,0,0,0,0.0,
Brendon Harris,83446,S,MIDDLE TN,1,0,12.5,50.0,100.0,28.0,14.0,0,0,0,0.0,224,63.6,69.5,77.6,,75.7,83.1,0,10,0.0,0,0,0,104.2,1,29,29,0,2,2,1,10,0,0.4,10.0
Kalib Perry,86267,LB,LOUISVILLE,1,2,7.0,88.9,86.8,4.1,3.7,0,0,0,0.0,210,53.9,63.2,76.3,54.4,76.5,56.2,1,24,16.7,1,0,0,105.3,8,33,38,2,3,9,1,89,31,2.7,11.1
Ceyair Wright,86877,CB,NEBRASKA,1,0,17.0,25.0,96.7,27.0,6.8,0,0,2,50.0,238,72.4,67.7,0.0,59.8,63.0,80.8,0,12,0.0,0,1,1,39.6,1,29,30,0,1,4,0,12,10,0.4,12.0
