player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,10.3,42.9,95.5,13.0,5.6,0,0,0,0.0,289,63.7,72.4,78.0,84.1,76.8,73.2,0,22,16.7,1,0,0,64.0,3,42,44,1,5,7,0,44,11,1.1,14.7
Mark Williams,21922,CB,LA MONROE,1,0,16.3,66.7,100.0,9.0,6.0,0,0,1,33.3,209,56.0,54.7,76.1,,52.9,26.7,0,10,50.0,1,1,1,79.9,2,19,19,0,1,3,0,16,6,0.9,8.0
Devin Taylor,22317,CB,BOWL GREEN,1,0,10.7,57.1,97.4,8.3,4.7,0,0,0,0.0,122,37.1,39.2,78.6,59.3,54.7,26.5,0,10,50.0,1,0,0,70.5,4,37,38,0,1,7,0,35,23,1.1,8.8
Cortez Davis,22974,CB,HAWAII,1,0,10.1,37.5,88.7,17.3,6.5,0,0,2,25.0,180,76.6,71.9,79.8,50.8,57.1,78.0,1,7,,0,2,0,6.3,3,55,62,0,0,8,0,15,16,0.3,5.0
Dru Prox,23093,LB,UTSA,1,0,4.5,100.0,76.9,5.0,5.0,0,0,0,0.0,331,43.3,65.8,69.3,90.8,63.2,73.6,0,18,,0,0,0,118.8,2,10,13,1,0,2,0,29,20,2.9,14.5
Reggie Stubblefield,23441,S,KANSAS ST,1,0,,,91.7,,,0,0,0,,199,56.5,56.6,76.9,59.1,60.0,77.8,0,,0.0,0,0,1,0.0,0,11,12,0,2,0,0,0,0,0.0,
Darion Dunn,23963,CB,TEXAS,1,0,10.3,0.0,100.0,,8.3,0,0,0,0.0,311,60.4,60.7,76.5,,60.6,29.6,0,,100.0,1,0,0,39.6,0,35,35,0,0,4,0,0,0,0.0,
Darren Evans,24171,CB,LSU,1,0,13.0,100.0,100.0,5.0,5.0,0,0,0,0.0,211,47.2,43.5,73.7,,56.1,28.3,0,24,50.0,1,0,0,158.3,3,15,15,0,1,3,1,38,0,2.5,12.7
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,19.0,50.0,100.0,16.0,8.0,0,0,1,50.0,160,59.3,58.2,75.1,,57.0,34.3,0,22,0.0,0,0,0,89.6,1,17,17,0,1,2,0,22,1,1.4,22.0
Jeremiah Moon,26453,LB,FLORIDA,1,1,,,71.4,,,0,0,0,,163,60.8,62.2,80.0,56.1,64.1,79.0,0,,0.0,0,0,0,0.0,0,15,21,0,0,0,0,0,0,0.0,
