player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,1,40.0,0.0,100.0,,23.0,0,0,0,0.0,289,75.9,63.1,77.2,,41.3,44.2,1,,25.0,1,0,0,0.0,0,26,26,2,2,1,0,0,0,0.0,
Mark Williams,21922,CB,LA MONROE,1,1,7.0,50.0,100.0,41.0,20.5,0,0,0,0.0,209,67.2,68.0,77.3,,65.3,53.9,0,7,25.0,1,0,0,58.3,1,42,42,1,2,2,0,7,10,0.2,7.0
Devin Taylor,22317,CB,BOWL GREEN,1,0,32.7,0.0,100.0,,7.3,0,0,0,0.0,122,60.4,58.7,77.6,,53.4,77.9,1,,,0,0,0,0.0,0,24,24,0,0,3,0,0,0,0.0,
Cortez Davis,22974,CB,HAWAII,1,0,8.1,50.0,98.3,11.2,5.6,0,1,2,20.0,180,66.7,65.6,78.7,59.5,58.1,39.8,0,26,50.0,1,2,0,71.3,5,57,58,0,1,10,0,66,48,1.2,13.2
Dru Prox,23093,LB,UTSA,1,0,,,100.0,,,0,0,0,,331,55.6,61.7,70.7,,68.1,78.5,0,,0.0,0,0,0,0.0,0,12,12,0,1,0,0,0,0,0.0,
Darion Dunn,23963,CB,TEXAS,1,0,16.3,66.7,100.0,10.0,6.7,0,0,0,0.0,311,68.7,71.0,74.7,,68.5,78.8,0,7,0.0,0,0,0,75.7,2,22,22,1,2,3,0,13,3,0.7,6.5
Darren Evans,24171,CB,LSU,1,0,-2.0,100.0,100.0,1.0,1.0,0,0,0,0.0,211,60.0,52.3,63.8,,,,0,17,,0,0,0,118.8,1,1,1,0,0,1,0,17,19,17.0,17.0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,14.0,100.0,94.7,18.0,18.0,0,0,0,0.0,160,59.3,66.9,75.3,74.1,69.8,82.1,0,14,0.0,0,0,0,118.8,1,18,19,1,1,1,0,14,0,0.8,14.0
Luc Bequette,25776,DI,CAL,1,0,,,3.7,,,0,0,0,,130,57.3,65.5,75.6,62.7,70.0,60.2,0,,50.0,1,0,0,0.0,0,1,27,0,1,0,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,1,1,19.0,0.0,43.5,,10.0,0,0,0,0.0,163,64.2,52.5,80.8,67.2,36.4,55.6,0,,0.0,0,0,0,39.6,0,10,23,1,2,1,0,0,0,0.0,
