player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Mark Williams,21922,CB,LA MONROE,1,1,29.0,0.0,100.0,,11.0,0,0,0,0.0,209,49.9,52.1,72.9,,64.2,79.8,0,,0.0,0,0,0,39.6,0,11,11,1,2,1,0,0,0,0.0,
Devin Taylor,22317,CB,BOWL GREEN,1,0,18.9,40.0,98.0,10.3,4.1,0,0,4,40.0,122,67.9,67.4,0.0,63.2,68.9,81.1,1,36,0.0,0,2,4,30.8,4,48,49,1,4,10,0,84,1,2.0,21.0
Cortez Davis,22974,CB,HAWAII,1,0,14.1,57.1,100.0,8.8,5.0,0,0,1,14.3,180,64.9,65.8,79.2,,65.7,42.3,0,13,25.0,1,1,1,69.9,4,38,38,1,3,7,0,34,27,1.0,8.5
Reggie Stubblefield,23441,S,KANSAS ST,1,0,14.5,100.0,90.9,14.0,14.0,0,0,0,0.0,199,45.4,49.9,0.0,56.9,74.0,33.4,0,21,100.0,1,0,1,118.8,2,30,33,0,0,2,0,39,10,1.4,19.5
Colby Burton,23898,CB,HAWAII,1,0,7.0,100.0,100.0,4.2,4.2,0,0,0,0.0,180,52.9,55.4,75.8,,65.8,81.9,0,22,0.0,0,0,1,108.3,5,22,22,1,5,5,0,50,15,2.4,10.0
Darion Dunn,23963,CB,TEXAS,1,0,8.0,0.0,100.0,,4.5,0,0,1,50.0,311,81.7,80.8,73.8,,65.9,73.5,0,,,0,1,0,39.6,0,9,9,0,0,2,0,0,0,0.0,
Luc Bequette,25776,DI,CAL,1,0,,,3.8,,,0,0,0,,130,59.7,41.7,75.5,53.6,41.4,72.6,0,,,0,0,0,0.0,0,1,26,0,0,0,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,1,0,3.0,100.0,90.5,18.0,18.0,0,0,0,0.0,163,31.2,55.3,75.9,65.0,79.4,44.2,0,32,100.0,1,0,0,118.8,1,19,21,0,0,1,0,32,29,1.8,32.0
Brenden Schooler,28253,S,TEXAS,1,1,9.5,0.0,94.4,,8.5,0,0,0,0.0,311,69.1,61.4,78.3,59.4,46.0,81.7,0,,0.0,0,0,0,39.6,0,17,18,0,2,2,0,0,0,0.0,
Richard Moore,28853,LB,SMU,1,0,3.0,100.0,75.0,7.3,7.3,0,0,0,0.0,287,47.1,53.5,73.6,59.4,66.6,79.9,0,16,0.0,0,0,0,118.8,3,24,32,1,1,3,0,41,32,1.9,13.7
Jack Jones,29050,CB,ARIZONA ST,1,0,27.5,100.0,100.0,11.0,11.0,0,0,0,0.0,110,59.7,56.3,77.2,,47.7,48.4,0,28,,0,0,0,158.3,2,24,24,0,0,2,1,51,2,2.3,25.5
Marshaun Cameron,30624,CB,COLO STATE,1,3,1.8,83.3,100.0,5.0,4.2,0,0,0,0.0,144,56.2,55.6,77.3,,54.9,82.8,0,12,0.0,0,0,0,136.8,5,27,27,2,3,6,1,44,37,1.8,8.8
Brian Cavicante,33444,LB,MARSHALL,1,0,1.0,100.0,77.8,3.0,3.0,0,0,0,0.0,214,27.6,29.1,72.3,57.3,73.6,76.1,0,23,0.0,0,0,1,118.8,2,7,9,0,1,2,0,29,27,4.8,14.5
Brock Nichols,33753,S,USF,1,0,16.0,0.0,100.0,,4.0,0,0,0,0.0,327,42.2,40.4,70.4,,56.1,,0,,,0,0,0,39.6,0,4,4,0,0,1,0,0,0,0.0,
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,,,77.8,,,0,0,0,,207,62.7,55.3,69.9,56.6,53.2,78.7,0,,,0,0,0,0.0,0,7,9,0,0,0,0,0,0,0.0,
John Petrishen,35069,LB,PITTSBURGH,1,2,-2.8,100.0,92.0,3.5,3.5,0,0,0,0.0,268,50.8,50.1,74.0,59.1,55.5,28.9,1,22,33.3,1,0,0,79.2,6,23,25,0,0,6,0,80,97,3.8,13.3
Scott Patchan,36449,ED,COLO STATE,1,0,,,5.6,,,0,0,0,,144,51.1,62.3,14.5,76.3,59.5,25.6,0,,100.0,1,0,1,0.0,0,2,36,0,0,0,0,0,0,0.0,
Josh Drayden,38498,CB,CAL,1,0,6.5,100.0,93.1,12.5,12.5,0,0,0,0.0,130,57.1,64.3,78.2,83.6,67.2,41.3,0,11,33.3,1,0,0,112.5,2,27,29,0,2,2,0,22,9,0.9,11.0
De'Vante Cross,39851,CB,VIRGINIA,1,0,7.7,100.0,100.0,12.7,12.7,0,0,0,0.0,335,60.3,56.2,78.6,,47.8,61.4,0,20,16.7,1,0,0,118.8,3,40,40,1,5,3,0,49,26,1.3,16.3
Jordan Carmouche,39951,LB,HOUSTON,1,0,,,100.0,,,0,0,0,,182,60.0,60.6,62.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Phillip Howard,40350,CB,MINNESOTA,1,0,9.0,0.0,100.0,,5.0,0,0,0,0.0,225,55.7,57.5,69.7,,60.4,77.0,0,,0.0,0,0,0,39.6,0,5,5,0,1,1,0,0,0,0.0,
Justin Rice,40640,LB,UTAH ST,1,0,5.1,62.5,80.4,6.8,4.3,0,0,0,0.0,329,45.5,39.6,75.6,51.7,40.9,45.8,0,29,40.0,2,0,0,124.5,5,37,46,2,3,8,1,59,36,1.7,11.8
