player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jahsen Wint,42914,S,MARSHALL,1,0,,,100.0,,,0,0,0,,214,60.4,66.5,73.8,,66.4,51.1,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Chaz Ah You,51989,LB,BYU,1,1,8.5,100.0,89.5,8.0,8.0,0,0,0,0.0,128,50.2,44.9,75.8,58.6,46.5,30.4,0,20,0.0,0,0,0,118.8,2,17,19,0,1,2,0,27,10,1.7,13.5
Cole Pearce,52970,LB,BALL ST,1,0,,,80.0,,,0,0,0,,117,50.7,68.0,0.0,71.4,86.7,61.2,0,,100.0,1,0,1,0.0,0,24,30,0,0,0,0,0,0,0.0,
DeShawn Pace,53549,S,CINCINNATI,1,0,7.5,75.0,68.2,4.7,3.5,0,0,0,0.0,138,70.6,65.2,81.1,68.6,54.0,74.7,0,20,0.0,0,0,0,96.9,3,15,22,0,3,4,0,31,17,2.2,10.3
Jaheim Thomas,54193,LB,ARKANSAS,1,0,,,87.5,,,0,0,0,,111,62.1,58.3,70.1,59.2,55.4,,0,,,0,0,0,0.0,0,7,8,0,0,0,0,0,0,0.0,
Zachary Ford,55353,S,TOLEDO,1,0,5.7,66.7,92.7,12.3,8.2,0,0,0,0.0,316,63.3,61.2,78.8,55.7,54.7,33.9,0,13,33.3,1,0,0,84.0,4,51,55,0,2,6,0,38,16,0.8,9.5
Korey Hernandez,55796,CB,E MICHIGAN,1,0,1.0,100.0,100.0,1.0,1.0,0,0,0,0.0,160,51.6,47.2,64.5,,,21.0,0,15,100.0,1,0,0,118.8,1,1,1,0,0,1,0,15,14,15.0,15.0
John Davis,56230,CB,N TEXAS,1,0,14.0,100.0,100.0,5.0,5.0,0,0,0,0.0,251,54.5,48.4,71.3,,47.5,37.2,0,16,0.0,0,0,0,118.8,1,5,5,0,1,1,0,16,2,3.2,16.0
Bryson Jackson,57738,S,BAYLOR,1,1,,,100.0,,,0,0,0,,118,64.1,65.2,70.8,,60.2,73.4,0,,0.0,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Jerry Roberts,57759,LB,UMASS,1,0,,,76.5,,,0,0,0,,216,64.2,35.3,75.6,55.7,27.7,25.0,0,,,0,0,0,0.0,0,13,17,0,0,0,0,0,0,0.0,
Isaac Ukwu,57888,ED,OLE MISS,1,0,,,7.1,,,0,0,0,,226,60.0,67.2,78.0,63.5,65.5,72.2,0,,,0,0,0,0.0,0,1,14,0,0,0,0,0,0,0.0,
