player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Eavan Gibbons,85696,S,NAVY,1,0,10.5,50.0,100.0,15.0,7.5,0,0,0,0.0,237,44.2,68.0,77.2,,85.0,84.5,0,8,,0,0,0,60.4,1,15,15,0,0,2,0,8,2,0.5,8.0
Quindrelin Hammonds,102679,S,ARMY,1,2,20.7,33.3,100.0,34.0,11.3,0,0,1,33.3,114,64.6,68.2,79.7,,72.9,82.8,0,11,0.0,0,1,0,45.1,1,35,35,0,1,3,0,11,7,0.3,11.0
Jabari Moore,102681,CB,ARMY,1,0,8.5,50.0,100.0,28.0,14.0,0,0,0,0.0,114,65.1,64.6,76.5,,59.4,77.1,0,9,0.0,0,0,0,62.5,1,29,29,0,1,2,0,9,4,0.3,9.0
Jimmy Ciarlo,121563,LB,ARMY,1,0,4.0,80.0,77.1,6.5,5.2,0,0,0,0.0,114,63.9,61.6,79.6,56.2,58.3,83.6,0,28,0.0,0,0,0,105.8,4,27,35,1,4,5,0,47,24,1.8,11.8
Cameron Jones,121581,CB,ARMY,1,0,17.0,100.0,100.0,11.0,11.0,0,0,0,0.0,114,53.0,51.5,74.8,,52.5,37.2,0,20,50.0,1,0,0,118.8,1,11,11,0,1,1,0,20,3,1.8,20.0
Leo Lowin,121586,LB,ARMY,1,1,6.0,33.3,88.6,30.0,10.0,0,0,0,0.0,114,59.9,60.5,76.8,57.3,61.3,56.7,0,14,0.0,0,0,0,88.9,1,31,35,0,0,3,1,14,6,0.5,14.0
Bo Nicolas-Paul,121595,CB,ARMY,1,0,19.0,50.0,100.0,29.0,14.5,0,0,0,0.0,114,69.2,69.4,75.5,,62.4,79.1,0,13,0.0,0,0,0,70.8,1,30,30,0,4,2,0,13,8,0.4,13.0
Jackson Powell,121602,ED,ARMY,1,0,6.0,100.0,25.7,4.5,4.5,0,0,0,0.0,114,55.0,65.4,82.0,54.7,75.1,78.9,0,10,,0,0,0,106.3,2,9,35,0,0,2,0,19,7,2.1,9.5
Will Harbour,121848,LB,NAVY,1,0,4.0,100.0,85.7,12.0,12.0,0,0,0,0.0,237,41.4,55.2,76.1,57.6,64.4,83.6,0,4,0.0,0,0,0,122.9,1,12,14,0,1,1,1,4,0,0.3,4.0
Xavier McDonald,121857,LB,NAVY,1,0,3.0,100.0,57.1,4.0,4.0,0,0,0,0.0,237,67.0,47.7,80.2,56.0,37.5,39.1,0,9,0.0,0,0,0,93.8,2,8,14,0,2,2,0,13,7,1.6,6.5
Rayuan Lane III,144326,S,NAVY,1,0,32.0,0.0,100.0,,15.0,0,0,1,100.0,237,75.2,73.3,76.4,,67.8,80.4,0,,,0,1,0,39.6,0,15,15,0,0,1,0,0,0,0.0,
Dashaun Peele,144335,CB,NAVY,1,2,9.5,0.0,93.3,,7.0,0,0,0,0.0,237,62.5,64.9,77.4,60.0,67.7,78.5,0,,0.0,0,0,0,39.6,0,14,15,0,0,2,0,0,0,0.0,
Colin Ramos,144338,LB,NAVY,1,0,-4.0,100.0,86.7,13.0,13.0,0,0,0,0.0,237,55.5,57.4,78.2,58.9,59.1,49.5,0,5,100.0,1,0,0,87.5,1,13,15,0,0,1,0,5,9,0.4,5.0
Mbiti Williams Jr.,144352,S,NAVY,1,0,29.0,0.0,93.3,,7.0,0,0,2,100.0,237,83.8,79.1,78.2,60.0,67.3,81.2,0,,0.0,0,2,0,39.6,0,14,15,0,2,2,0,0,0,0.0,
Max DiDomenico,147338,S,ARMY,1,0,10.3,50.0,100.0,11.3,5.7,0,0,1,16.7,114,84.7,78.2,78.2,,55.2,83.0,1,14,0.0,0,1,0,24.3,3,35,35,0,2,6,0,29,14,0.9,9.7
Luke Pirris,162574,ED,NAVY,1,1,8.3,66.7,53.3,4.0,2.7,0,0,1,33.3,237,53.5,60.1,81.9,55.8,63.9,81.2,0,14,0.0,0,1,0,91.0,2,8,15,0,0,3,0,24,5,3.0,12.0
Kalib Fortner,163190,LB,ARMY,1,1,5.5,100.0,80.0,13.5,13.5,0,0,0,0.0,114,59.5,89.5,76.1,95.4,85.0,83.9,0,13,0.0,0,0,0,102.1,2,28,35,2,1,2,0,17,6,0.6,8.5
