player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,0,5.0,100.0,96.0,23.0,23.0,0,0,0,0.0,289,57.6,53.4,75.2,59.5,48.7,36.3,0,5,0.0,0,0,0,87.5,1,24,25,1,1,1,0,5,0,0.2,5.0
Devin Taylor,22317,CB,BOWL GREEN,1,0,14.8,60.0,97.1,11.3,6.8,0,0,1,20.0,122,56.7,58.9,76.5,59.3,68.5,53.6,0,20,33.3,1,0,0,84.6,3,34,35,1,2,5,0,39,3,1.1,13.0
Cortez Davis,22974,CB,HAWAII,1,1,10.7,85.7,94.4,5.2,4.4,0,0,1,14.3,180,53.4,55.9,77.6,74.9,55.8,57.2,0,24,0.0,0,0,0,146.7,6,34,36,1,3,7,1,68,24,2.2,11.3
Dru Prox,23093,LB,UTSA,1,0,13.0,0.0,100.0,,1.0,0,0,0,0.0,331,60.0,55.1,68.0,,70.0,73.1,0,,,0,0,0,39.6,0,1,1,0,0,1,0,0,0,0.0,
Reggie Stubblefield,23441,S,KANSAS ST,1,0,10.0,100.0,90.5,17.0,17.0,0,0,0,0.0,199,65.7,66.1,76.2,57.0,63.3,39.0,0,14,50.0,1,0,0,118.8,1,19,21,1,1,1,0,14,4,0.8,14.0
Darion Dunn,23963,CB,TEXAS,1,0,2.0,100.0,100.0,2.0,2.0,0,0,0,0.0,311,66.2,69.8,69.2,,66.6,80.1,0,7,0.0,0,0,0,93.8,2,4,4,0,2,2,0,13,9,3.3,6.5
Darren Evans,24171,CB,LSU,1,0,12.0,0.0,100.0,,11.0,0,0,0,0.0,211,64.4,61.5,74.1,,53.6,,0,,,0,0,0,39.6,0,11,11,0,0,1,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,1,1,-4.0,100.0,65.0,12.0,12.0,0,0,0,0.0,163,67.4,66.4,76.3,68.4,55.0,82.6,0,2,0.0,0,0,0,79.2,1,13,20,2,2,1,0,2,6,0.2,2.0
Brenden Schooler,28253,S,TEXAS,1,1,9.5,100.0,100.0,4.0,4.0,0,0,0,0.0,311,63.1,48.6,72.4,,35.2,48.7,0,20,0.0,0,0,0,114.6,2,8,8,1,2,2,0,23,4,2.9,11.5
Richard Moore,28853,LB,SMU,1,0,,,80.0,,,0,0,0,,287,76.5,76.3,71.6,63.0,66.5,38.1,0,,0.0,0,0,0,0.0,0,20,25,1,1,0,0,0,0,0.0,
