player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Charles Roberts,143376,CB,FORT LEW,1,6,,6.0,873,0,39.6,0,1,0,0,0,0.0
Josh Ahern,105796,LB,VIRGINIA,4,5,,5.0,335,0,39.6,0,1,0,0,0,0.0
Isas Waxter,105977,CB,VILLANOVA,6,7,,2.3,334,0,39.6,0,3,0,0,0,0.0
Jayden Anderson,105535,ED,CENT CT ST,5,6,,6.0,133,0,39.6,0,1,0,0,0,0.0
Wande Owens,106015,CB,YALE,2,3,,3.0,352,0,39.6,0,1,0,0,0,0.0
TJ Butler,155917,CB,BRYANT,1,12,,6.0,124,0,39.6,0,2,0,0,0,0.0
Brandon Mincey,105276,LB,SE MO ST,5,13,,13.0,293,0,39.6,0,1,0,0,0,0.0
Alex Ferry,105131,LB,MERCER,1,4,,4.0,219,0,39.6,0,1,0,0,0,0.0
Jonathan Collins Jr.,105114,CB,NEW HAMP,7,15,,5.0,240,1,0.0,0,3,0,0,0,0.0
Colby Reeder,30285,LB,DELAWARE,2,5,,5.0,151,0,39.6,0,1,0,0,0,0.0
Nijuel Hill,30346,CB,DELAWARE,4,6,,6.0,151,0,39.6,0,1,0,0,0,0.0
Ty Leonard,105110,CB,SE MO ST,4,7,,7.0,293,0,39.6,0,1,0,0,0,0.0
Martin Williams,155671,S,VA LYNCHBU,3,11,,11.0,406,0,39.6,0,1,0,0,0,0.0
Ronald Smith,155630,S,TUSKEGEE,1,8,,8.0,405,0,39.6,0,1,0,0,0,0.0
William Morgan,106150,CB,MS VLY ST,2,5,,5.0,228,0,39.6,0,1,0,0,0,0.0
Jordan Carmouche,39951,LB,HOUSTON,2,5,,5.0,182,0,39.6,0,1,0,0,0,0.0
Fred Kemp,155555,LB,MITECH,1,11,,5.5,980,0,39.6,0,2,0,0,0,0.0
Alex Fumbah,104545,LB,NC A&T,3,15,,7.5,246,0,39.6,0,2,0,0,0,0.0
Jake Lanford,104502,LB,CHARLES SO,1,1,,1.0,135,1,0.0,0,1,0,0,0,0.0
Jamarius Landers,104439,ED,TENN MARTN,4,5,,5.0,310,0,39.6,0,1,0,0,0,0.0
Kerick Reese,104397,ED,KENNESAW,4,4,,4.0,200,0,39.6,0,1,0,0,0,0.0
Freddie Johnson Jr.,155463,CB,WSRAMS,1,5,,5.0,1206,0,39.6,0,1,0,0,0,0.0
Nate Reed,106166,S,N ALABAMA,4,8,,8.0,389,0,39.6,0,1,0,0,0,0.0
Delan Stallworth,106182,CB,PRINCETON,1,1,,1.0,272,0,39.6,0,1,0,0,0,0.0
Janaz Sumpter,104298,S,NC A&T,4,25,,12.5,246,0,39.6,0,2,0,0,0,0.0
Immanuel Sutton,104021,S,SM HOUSTON,2,6,,6.0,281,0,39.6,0,1,0,0,0,0.0
James Skalski,42552,LB,CLEMSON,4,7,,7.0,140,0,39.6,0,1,0,0,0,0.0
Benjamin Alexander,42567,S,LIBERTY,5,10,,10.0,206,0,39.6,0,1,0,0,0,0.0
Justin Brown,42621,S,SO UTAH,4,14,,14.0,298,0,39.6,0,1,0,0,0,0.0
Calvin Swenson,42636,S,MINNESOTA,1,3,,3.0,225,0,39.6,0,1,0,0,0,0.0
TJ Johnson,42639,CB,DUQUESNE,4,4,,4.0,155,0,39.6,0,1,0,0,0,0.0
Myles Talley,108114,LB,SACR HEART,5,8,,8.0,280,0,39.6,0,1,0,0,0,0.0
Bruce Harmon Jr.,103569,CB,STF AUSTIN,4,4,,4.0,301,0,39.6,0,1,0,0,0,0.0
Xavier Robiou,154754,S,HOWARD,7,13,,13.0,184,0,39.6,0,1,0,0,0,0.0
Willie Roberts,103567,CB,STF AUSTIN,11,36,,36.0,301,0,39.6,0,1,0,0,0,0.0
Isaiah Graham-Mobley,42679,LB,BOSTON COL,5,13,,6.5,121,0,39.6,0,2,0,0,0,0.0
Rashon Davis,42692,CB,INCAR WORD,1,1,,1.0,189,0,39.6,0,1,0,0,0,0.0
Tyreek Maddox-Williams,42694,LB,RUTGERS,3,8,,8.0,278,0,39.6,0,1,0,0,0,0.0
Reginald Lanier,154702,CB,POINTVILLE,2,5,,5.0,393,0,39.6,0,1,0,0,0,0.0
Keon Carter,102903,S,GA STATE,5,12,,12.0,175,0,39.6,0,1,0,0,0,0.0
Anthony Corbin,108154,LB,PRINCETON,4,8,,4.0,272,0,39.6,0,2,0,0,0,0.0
Hezekiah Salter,154682,CB,NAUSTA,2,21,,21.0,1453,0,39.6,0,1,0,0,0,0.0
Danny Meehan,108214,LB,DAYTON,1,1,,1.0,150,0,39.6,0,1,0,0,0,0.0
Quindrelin Hammonds,102679,S,ARMY,5,16,,8.0,114,0,39.6,0,2,0,0,0,0.0
Deon Edwards,42912,LB,ARKANSAS,1,1,,1.0,111,0,39.6,0,1,0,0,0,0.0
Qasim Danazumi,153974,CB,CENT CT ST,1,1,,1.0,133,0,39.6,0,1,0,0,0,0.0
Cole Mabry,102677,LB,ARMY,1,1,,1.0,114,0,39.6,0,1,0,0,0,0.0
JoVanni Stewart,43001,LB,HOUSTON,6,14,,14.0,182,0,39.6,0,1,0,0,0,0.0
Wes Bowers,108240,LB,BOWIE ST,1,2,,2.0,365,0,39.6,0,1,0,0,0,0.0
Braden Price,102463,CB,ILL STATE,4,8,,2.7,188,0,39.6,0,3,0,0,0,0.0
Xavier Reddick,108241,LB,KENNESAW,7,17,,8.5,200,1,0.0,0,2,0,0,0,0.0
Jalani Blade,153322,CB,FORT LEW,1,1,,1.0,873,0,39.6,0,1,0,0,0,0.0
D.J. Morgan,43099,LB,UCONN,4,15,,15.0,146,0,39.6,0,1,0,0,0,0.0
Quantravis Kelly,43124,LB,ALAB A&M,3,7,,7.0,104,0,39.6,0,1,0,0,0,0.0
Brett Raynor,108298,LB,MERRIMACK,1,2,,2.0,385,0,39.6,0,1,0,0,0,0.0
Deionte Davis,102128,LB,HOWARD,1,4,,2.0,184,0,39.6,0,2,0,0,0,0.0
Chris Crouch,153213,S,WARNER,1,6,,6.0,407,0,39.6,0,1,0,0,0,0.0
Darin Davenport,102089,LB,CENT ARK,6,11,,11.0,132,0,39.6,0,1,0,0,0,0.0
Jayvin Goodson,153121,ED,STANKN,1,5,,5.0,1455,0,39.6,0,1,0,0,0,0.0
AJ Thomas,101828,CB,GARD-WEBB,1,1,,1.0,171,0,39.6,0,1,0,0,0,0.0
Markell Sutton,152795,S,RNHEAG,1,1,,1.0,1454,0,39.6,0,1,0,0,0,0.0
Kevin Moore III,43328,S,NICHOLLS,4,9,,9.0,243,0,39.6,0,1,0,0,0,0.0
Timothy Williams Jr.,101824,S,FL A&M,4,4,,4.0,164,0,39.6,0,1,0,0,0,0.0
Kameron Weems,152732,LB,POINTVILLE,2,5,,5.0,393,0,39.6,0,1,0,0,0,0.0
Kwame Clark,101813,S,FL A&M,2,2,,2.0,164,0,39.6,0,1,0,0,0,0.0
Demetrius Crosby Jr.,101809,CB,E WASHGTON,7,12,,12.0,161,0,39.6,0,1,0,0,0,0.0
Simeon Gatling,43358,LB,BOWIE ST,1,9,,9.0,365,0,39.6,0,1,0,0,0,0.0
Dominic Morgan,152557,LB,AVEMAR,1,1,,1.0,1450,0,39.6,0,1,0,0,0,0.0
Jonathan Jones,43492,LB,TOLEDO,8,21,,10.5,316,0,39.6,0,2,0,0,0,0.0
Jaques Tyler,152344,CB,TXPERB,1,1,,1.0,1268,0,39.6,0,1,0,0,0,0.0
Josh Navratil,108945,LB,N DAKOTA,3,12,,12.0,249,0,39.6,0,1,0,0,0,0.0
Khalil Baker,109119,S,NC CENT,5,22,,22.0,247,0,39.6,0,1,0,0,0,0.0
Tiawan Mullen,101394,CB,INDIANA,3,21,,10.5,190,0,39.6,0,2,0,0,0,0.0
Lavonte Gater,101385,CB,MARYLAND,7,16,,8.0,215,0,39.6,0,2,0,0,0,0.0
Erwin Byrd,101383,CB,KENNESAW,2,2,,2.0,200,0,39.6,0,1,0,0,0,0.0
Cory Croteau,152235,ED,N GREENVLE,1,1,,1.0,390,0,39.6,0,1,0,0,0,0.0
Caden Kolesar,101378,S,MICHIGAN,5,5,,5.0,222,1,0.0,0,1,0,0,0,0.0
Bernard Thomas,151777,CB,DELTAST,1,4,,4.0,841,0,39.6,0,1,0,0,0,0.0
Jayden Estes,151712,CB,DELWARE ST,3,4,,4.0,152,0,39.6,0,1,0,0,0,0.0
Josh Davidson,151476,CB,INWSLY,1,19,,19.0,1451,0,39.6,0,1,0,0,0,0.0
J.T. Esparza,151260,LB,ST FRANCIS,2,2,,2.0,299,0,39.6,0,1,0,0,0,0.0
Salaam Horne,109330,S,SACR HEART,10,19,,19.0,280,0,39.6,0,1,0,0,0,0.0
Tymar Sutton,44178,LB,DUQUESNE,3,5,,5.0,155,0,39.6,0,1,0,0,0,0.0
Antonio Hunt,101148,S,NEW MEXICO,2,14,,3.5,241,0,39.6,0,4,0,0,0,0.0
Charlie Bostic III,101147,CB,S JOSE ST,1,1,,1.0,285,0,39.6,0,1,0,0,0,0.0
West Weeks,151101,LB,VIRGINIA,5,14,,14.0,335,0,39.6,0,1,0,0,0,0.0
Chelen Garnes,100968,S,WAKE,4,6,,3.0,339,0,39.6,0,2,0,0,0,0.0
Julius Wood,151039,S,E CAROLINA,3,8,,8.0,156,0,39.6,0,1,0,0,0,0.0
Romain Mungin,100870,CB,FAU,3,4,,4.0,165,0,39.6,0,1,0,0,0,0.0
Isaac James-Gray,47706,CB,YNGTOWN ST,4,14,,14.0,353,0,39.6,0,1,0,0,0,0.0
Kain Medrano,100655,LB,UCLA,2,2,,2.0,324,0,39.6,0,1,0,0,0,0.0
N'Ktavious Floyd,111230,LB,MILES,2,12,,12.0,386,0,39.6,0,1,0,0,0,0.0
Max Meves,111306,CB,STTHOM,2,15,,3.8,1129,0,39.6,0,4,0,0,0,0.0
Derontae Jordan,111492,CB,WESTFL,1,13,,13.0,1269,0,39.6,0,1,0,0,0,0.0
Bralen Trice,100550,ED,WASHINGTON,2,2,,2.0,340,0,39.6,0,1,0,0,0,0.0
Christopher Daigre,150831,CB,ALCORN ST,3,8,,8.0,107,0,39.6,0,1,0,0,0,0.0
Nolan Johnson,150803,S,ALABAMA ST,2,2,,2.0,105,0,39.6,0,1,0,0,0,0.0
