player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,13,369,0,289,0,2.8,87.5,95.5,17.3,15.1,0,0,0.0,75.8,2,28,20.0,2,0,118.8,7,128,34.7,134,5,8,8,2,107,88,0.9,15.3,0,2,16.8,56.3,99.0,21.6,12.1,0,2,12.5,67.8,3,60,23.8,5,2,98.7,9,200,54.2,202,4,14,16,3,191,60,1.0,21.2
Mark Williams,21922,CB,LA MONROE,7,196,0,209,0,16.0,100.0,100.0,22.0,22.0,0,0,0.0,57.7,0,9,33.3,1,0,143.8,1,23,11.7,23,1,2,1,1,9,0,0.4,9.0,0,1,9.4,78.6,100.0,9.5,7.4,0,1,7.1,68.0,1,55,13.3,2,1,74.4,11,105,53.6,105,5,12,14,0,126,47,1.2,11.5
Devin Taylor,22317,CB,BOWL GREEN,12,357,0,122,1,14.8,50.0,98.0,11.0,5.5,0,4,50.0,69.7,0,30,0.0,0,2,79.7,4,49,13.7,50,0,5,8,0,69,15,1.6,17.3,0,1,13.1,48.0,99.0,15.9,7.6,0,5,20.0,65.5,2,83,27.3,3,4,52.3,12,202,56.6,204,4,7,25,1,181,106,0.9,15.1
Cortez Davis,22974,CB,HAWAII,13,575,0,180,0,16.6,34.6,96.8,18.9,6.5,0,5,19.2,70.7,0,44,22.2,2,4,66.2,9,180,31.3,186,2,7,26,1,140,49,0.8,15.6,0,5,14.2,54.3,97.8,10.3,5.6,1,11,23.9,55.9,0,38,10.5,2,10,77.0,25,269,46.8,275,3,12,46,1,247,127,1.0,9.9
Dru Prox,23093,LB,UTSA,8,67,0,331,0,,,77.8,,,0,0,,63.7,0,,0.0,0,0,0.0,0,7,10.4,9,0,1,0,0,0,0,0.0,,0,0,9.7,50.0,84.6,14.3,7.2,0,1,16.7,52.6,0,40,0.0,0,1,121.5,3,44,65.7,52,1,1,6,1,55,21,1.3,18.3
Reggie Stubblefield,23441,S,KANSAS ST,12,245,0,199,0,11.3,37.5,57.8,11.7,4.4,0,1,12.5,60.0,0,21,0.0,0,1,94.3,3,37,15.1,64,4,3,8,1,41,12,1.2,13.7,0,1,1.0,91.3,86.9,6.6,6.0,0,0,0.0,51.6,0,18,33.3,5,0,108.0,21,146,59.6,168,5,9,23,1,148,133,1.1,7.0
Colby Burton,23898,CB,HAWAII,6,58,0,180,0,1.0,100.0,93.3,26.0,26.0,0,0,0.0,68.1,0,7,0.0,0,0,95.8,1,28,48.3,30,0,1,1,0,7,6,0.3,7.0,0,0,8.6,100.0,100.0,3.6,3.6,0,0,0.0,54.6,0,22,0.0,0,0,112.5,5,19,32.8,19,1,5,5,0,55,12,3.1,11.0
Darion Dunn,23963,CB,TEXAS,11,171,0,311,0,9.0,0.0,95.0,,17.0,0,0,0.0,67.1,0,,,0,0,39.6,0,19,11.1,20,0,0,1,0,0,0,0.0,,0,1,14.1,57.9,99.2,10.5,6.1,0,2,10.5,72.5,0,52,15.4,2,2,100.3,11,122,71.3,123,1,10,19,1,148,30,1.3,13.5
Darren Evans,24171,CB,LSU,12,253,0,211,2,8.8,68.4,100.0,9.2,6.3,0,4,21.1,60.8,0,24,9.1,1,3,125.1,13,123,48.6,123,0,8,19,2,141,72,1.2,10.8,0,1,11.0,66.7,100.0,13.5,9.0,0,0,0.0,66.4,0,24,22.2,2,0,113.9,8,110,43.5,110,2,6,12,1,82,29,0.8,10.3
Alvinoski LaFleur,24504,S,E MICHIGAN,11,291,0,160,0,11.9,55.6,94.9,18.0,10.0,0,0,0.0,50.6,0,44,25.0,1,0,85.0,5,93,32.0,98,2,3,9,0,79,33,0.9,15.8,0,0,11.5,72.7,98.6,17.3,12.5,0,1,9.1,56.0,0,42,28.6,4,0,100.6,8,145,49.8,147,4,10,11,0,100,53,0.7,12.5
Luc Bequette,25776,DI,CAL,11,8,0,130,0,,,6.7,,,0,0,,55.1,0,,,0,0,0.0,0,7,87.5,105,2,0,0,0,0,0,0.0,,0,1,,,0.6,,,0,0,,59.0,0,,28.6,2,0,0.0,0,1,12.5,164,1,4,0,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,10,130,0,163,1,,,43.8,,,0,0,,64.1,0,,20.0,1,0,0.0,0,28,21.5,64,4,3,0,0,0,0,0.0,,0,2,6.5,66.7,65.4,20.0,13.3,1,0,0.0,54.9,0,32,20.0,2,0,92.4,4,83,63.8,127,3,6,6,0,50,37,0.6,12.5
Demario McCall,28012,CB,OHIO STATE,5,45,0,260,0,20.0,33.3,100.0,9.0,3.0,0,1,33.3,60.4,0,10,0.0,0,1,43.8,1,10,22.2,10,0,1,3,0,10,0,1.1,10.0,0,0,6.7,66.7,100.0,16.0,10.7,0,0,0.0,70.8,0,3,0.0,0,0,70.1,2,32,71.1,32,2,2,3,0,4,8,0.1,2.0
Brenden Schooler,28253,S,TEXAS,11,184,0,311,0,11.0,33.3,100.0,16.0,5.3,1,1,33.3,58.9,0,19,0.0,0,1,56.3,1,18,9.8,18,1,1,3,0,19,7,1.2,19.0,0,4,10.8,61.5,98.4,14.9,9.2,0,0,0.0,70.3,0,20,11.8,2,0,77.1,8,120,65.2,122,2,11,13,0,74,23,0.6,9.3
Richard Moore,28853,LB,SMU,11,165,0,287,0,-1.0,100.0,52.9,32.0,32.0,0,0,0.0,71.4,0,44,0.0,0,0,118.8,1,36,21.8,68,3,3,1,0,44,45,1.4,44.0,0,1,3.6,71.4,86.1,20.2,14.4,0,0,0.0,54.3,0,46,0.0,0,0,153.3,5,105,63.6,122,4,4,7,1,93,84,0.9,18.6
Jack Jones,29050,CB,ARIZONA ST,11,351,0,110,1,10.8,64.0,99.3,8.4,5.4,1,4,16.0,72.8,2,44,0.0,0,4,87.6,16,146,41.6,147,3,13,25,2,233,67,1.7,14.6,0,1,13.6,68.0,100.0,10.7,7.3,0,3,12.0,73.6,1,20,6.7,1,1,84.9,17,192,54.7,192,3,13,25,1,177,41,1.0,10.4
Marshaun Cameron,30624,CB,COLO STATE,12,305,0,144,0,16.9,54.2,100.0,8.6,4.7,0,3,12.5,36.6,1,42,0.0,0,1,107.5,13,126,41.3,126,1,6,24,6,219,47,2.0,16.8,0,4,17.8,55.0,100.0,12.4,6.8,0,4,20.0,58.2,0,93,0.0,0,2,138.3,11,144,47.2,144,4,11,20,4,244,111,1.8,22.2
Brian Cavicante,33444,LB,MARSHALL,9,68,0,214,1,0.0,100.0,82.4,12.0,12.0,0,0,0.0,50.2,0,3,0.0,0,0,79.2,1,14,20.6,17,0,0,1,0,3,3,0.3,3.0,0,1,7.3,66.7,87.8,20.5,13.7,0,0,0.0,46.8,0,23,0.0,0,0,102.1,2,43,63.2,49,1,1,3,0,32,22,0.8,16.0
Brock Nichols,33753,S,USF,8,79,0,327,0,17.3,33.3,100.0,33.0,11.0,0,0,0.0,55.5,0,5,0.0,0,0,42.4,1,34,43.0,34,1,1,3,0,5,0,0.2,5.0,0,0,10.5,50.0,97.4,37.0,18.5,0,0,0.0,86.1,1,4,0.0,0,0,16.7,1,38,48.1,39,2,3,2,0,4,3,0.1,4.0
Meiko Dotson,33902,CB,FLORIDA ST,6,66,0,167,0,5.3,83.3,95.2,4.0,3.3,0,0,0.0,74.3,0,23,0.0,0,0,104.2,5,20,30.3,21,1,4,6,0,54,27,2.7,10.8,0,0,22.8,25.0,100.0,30.0,7.5,0,0,0.0,52.2,0,59,,0,0,118.8,1,31,47.0,31,0,0,4,1,59,11,2.0,59.0
Denzel Feaster,34561,LB,UTSA,12,142,0,331,0,,,85.0,,,0,0,,64.6,0,,,0,0,0.0,0,17,12.0,20,0,0,0,0,0,0,0.0,,0,0,7.0,83.3,89.9,19.0,15.8,0,0,0.0,48.9,0,16,22.2,2,0,93.8,5,98,69.0,109,1,7,6,0,39,10,0.4,7.8
Ferrod Gardner,34595,LB,LA LAFAYET,11,253,0,207,0,6.3,75.0,72.2,10.0,7.5,0,0,0.0,55.3,0,14,16.7,1,0,91.1,6,65,25.7,90,4,5,8,0,51,34,0.9,8.5,0,1,4.4,71.4,82.2,8.9,6.4,0,3,14.3,35.6,1,30,45.0,9,2,77.1,15,139,54.9,169,2,10,21,0,178,108,1.3,11.9
John Petrishen,35069,LB,PITTSBURGH,14,314,0,268,2,5.2,80.0,92.5,14.3,11.4,0,0,0.0,62.4,0,71,33.3,2,0,118.8,4,62,19.7,67,1,2,5,0,100,98,1.8,25.0,0,9,0.1,85.7,78.5,10.7,9.2,0,0,0.0,69.5,3,20,16.7,3,0,53.9,18,205,65.3,261,6,6,21,0,135,171,0.7,7.5
Cristian Williams,36151,S,TULSA,9,267,0,320,2,10.8,25.0,96.3,76.0,19.0,0,2,50.0,72.6,0,15,28.6,2,1,42.7,1,78,29.2,81,1,3,4,0,15,2,0.2,15.0,0,0,12.3,50.0,96.2,24.5,12.3,0,0,0.0,49.7,0,34,28.6,2,0,78.6,4,102,38.2,106,0,5,8,0,67,44,0.7,16.8
Scott Patchan,36449,ED,COLO STATE,12,27,0,144,1,,,3.2,,,0,0,,67.5,0,,0.0,0,0,0.0,0,5,18.5,154,0,0,0,0,0,0,0.0,,0,0,,,11.1,,,0,0,,63.7,0,,25.0,1,0,0.0,0,20,74.1,180,9,3,0,0,0,0,0.0,
Thad Mangum,36819,DI,USF,12,2,0,327,0,,,2.1,,,0,0,,60.3,0,,,0,0,0.0,0,2,100.0,96,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,60.2,0,,60.0,3,0,0.0,0,0,0.0,124,0,1,0,0,0,0,,
Cameron Goode,38410,ED,CAL,11,47,0,130,1,,,7.7,,,0,1,,71.5,0,,50.0,2,0,0.0,0,11,23.4,143,2,1,0,0,0,0,0.0,,0,6,4.0,100.0,11.7,26.0,26.0,0,0,0.0,69.4,0,6,16.7,2,0,91.7,1,27,57.4,230,6,4,1,0,6,2,0.2,6.0
Josh Drayden,38498,CB,CAL,12,474,0,130,2,14.3,58.8,98.2,15.1,8.9,0,1,5.9,57.0,0,26,22.2,2,1,93.5,10,166,35.0,169,0,5,17,1,93,20,0.6,9.3,0,4,9.4,67.9,95.1,12.7,8.6,0,1,3.6,55.9,0,20,23.1,6,1,101.2,19,254,53.6,267,2,16,28,1,206,71,0.9,10.8
De'Vante Cross,39851,CB,VIRGINIA,8,275,0,335,0,13.0,22.2,98.5,31.0,6.9,1,4,44.4,69.6,0,20,50.0,1,2,43.3,2,67,24.4,68,0,1,9,0,35,25,0.6,17.5,0,0,11.6,75.0,100.0,11.0,8.3,0,2,12.5,46.0,1,92,23.1,3,2,111.5,12,139,50.5,139,1,10,16,1,232,103,1.8,19.3
Jordan Carmouche,39951,LB,HOUSTON,8,66,0,182,0,9.0,0.0,95.5,,19.0,0,1,100.0,69.8,0,,50.0,1,1,39.6,0,21,31.8,22,1,1,1,0,0,0,0.0,,0,0,3.9,71.4,100.0,7.0,5.0,0,0,0.0,46.0,0,10,0.0,0,0,82.4,5,38,57.6,38,0,1,7,0,35,13,1.0,7.0
Derrion Rakestraw,39968,S,TULANE,11,159,0,319,0,5.3,100.0,98.5,8.9,8.9,0,0,0.0,58.4,0,12,10.0,1,0,138.4,7,64,40.3,65,3,9,7,3,54,20,0.9,7.7,0,1,6.0,66.7,97.5,39.0,26.0,0,0,0.0,65.9,1,14,16.7,2,0,36.1,2,78,49.1,80,2,9,3,0,13,15,0.2,6.5
Brandon Martin,40066,LB,BALL ST,5,97,0,117,0,0.5,50.0,82.1,21.0,10.5,0,0,0.0,68.1,0,4,0.0,0,0,56.3,1,23,23.7,28,1,3,2,0,4,3,0.2,4.0,0,0,6.9,77.8,96.8,8.4,6.6,0,0,0.0,60.8,1,9,22.2,2,0,48.4,7,60,61.9,62,1,7,9,0,46,27,0.8,6.6
Phillip Howard,40350,CB,MINNESOTA,13,112,0,225,0,12.0,66.7,100.0,5.5,3.7,0,0,0.0,64.9,0,23,0.0,0,0,99.3,2,11,9.8,11,1,2,3,0,30,6,2.7,15.0,0,1,10.4,44.4,100.0,17.3,7.7,1,0,0.0,66.2,1,10,11.1,1,0,12.0,4,76,67.9,76,3,7,9,0,25,8,0.4,6.3
Kumehnnu Gwilly,40495,LB,C MICHIGAN,10,45,0,134,0,9.0,100.0,71.8,27.0,27.0,0,0,0.0,54.3,0,31,0.0,0,0,118.8,1,28,62.2,39,0,1,1,0,31,22,1.1,31.0,0,0,9.0,0.0,61.9,,5.5,0,0,0.0,58.9,0,,0.0,0,0,39.6,0,13,28.9,21,1,1,2,0,0,0,0.0,
Jahaziel Lee,40537,DI,LA MONROE,12,3,0,209,0,2.0,100.0,4.2,1.0,1.0,0,0,0.0,71.1,0,3,0.0,0,0,79.2,1,1,33.3,24,1,1,1,0,3,1,3.0,3.0,0,1,,,1.9,,,0,0,,60.1,0,,50.0,1,0,0.0,0,2,66.7,105,0,0,0,0,0,0,0.0,
Prather Hudson,40617,S,ILLINOIS,8,56,0,187,0,10.0,50.0,90.2,34.0,17.0,0,0,0.0,72.8,0,3,0.0,0,0,56.3,1,37,66.1,41,1,2,2,0,3,0,0.1,3.0,0,0,13.3,100.0,100.0,4.3,4.3,0,0,0.0,43.7,0,36,100.0,1,0,118.8,3,14,25.0,14,0,0,3,0,66,26,5.1,22.0
Justin Rice,40640,LB,UTAH ST,14,413,0,329,2,2.6,71.4,73.7,23.0,16.4,0,1,14.3,89.5,2,8,18.2,2,1,34.5,5,129,31.2,175,4,7,7,0,11,21,0.1,2.2,0,7,5.6,88.5,84.4,7.8,6.9,0,0,0.0,53.6,1,69,7.4,2,0,115.5,23,184,44.6,218,7,18,26,1,338,197,1.9,14.7
Aaron Hansford,40694,LB,TEXAS A&M,12,334,0,312,1,-2.3,88.9,75.9,12.4,11.0,0,0,0.0,73.4,0,21,15.4,2,0,83.3,8,104,31.1,137,7,10,9,0,36,56,0.4,4.5,0,0,2.8,70.0,83.3,11.6,8.1,0,2,10.0,52.1,0,34,20.0,2,2,88.5,14,165,49.4,198,8,8,20,0,135,97,0.8,9.6
Malik Staples,40902,LB,W KENTUCKY,5,50,0,346,0,14.0,100.0,66.7,11.0,11.0,0,0,0.0,50.1,0,11,0.0,0,0,152.1,1,12,24.0,18,0,1,1,1,11,0,1.0,11.0,0,0,-2.0,66.7,96.6,13.5,9.0,0,0,0.0,66.3,0,17,0.0,0,0,91.0,2,28,56.0,29,0,1,3,0,24,29,0.9,12.0
Deonte Perry,41092,S,FRESNO ST,7,84,0,169,1,35.0,0.0,93.5,,29.0,0,1,100.0,71.7,0,,0.0,0,1,39.6,0,29,34.5,31,0,1,1,0,0,0,0.0,,0,0,7.5,50.0,98.0,43.0,21.5,0,0,0.0,75.3,0,2,0.0,0,0,56.3,1,48,57.1,49,1,2,2,0,2,2,0.0,2.0
Eric Sutton,41489,CB,TEXAS ST,10,123,0,314,0,10.6,80.0,100.0,2.8,2.2,0,0,0.0,34.9,0,16,0.0,0,0,142.1,4,13,10.6,13,0,2,5,2,43,8,3.9,10.8,0,0,4.0,90.0,98.9,9.7,8.7,0,0,0.0,55.2,0,23,20.0,1,0,105.8,9,88,71.5,89,1,4,10,0,94,57,1.1,10.4
Ty Shelby,41752,ED,LA MONROE,12,42,0,209,0,,,5.5,,,0,0,,61.2,0,,0.0,0,0,0.0,0,3,7.1,55,2,1,0,0,0,0,0.0,,0,2,3.5,50.0,14.1,26.0,13.0,0,0,0.0,63.5,0,19,0.0,0,0,83.3,1,27,64.3,191,4,2,2,0,19,8,0.7,19.0
Sam Hammond,41836,ED,NEVADA,13,10,0,239,0,,,6.8,,,0,0,,66.3,0,,0.0,0,0,0.0,0,3,30.0,44,2,2,0,0,0,0,0.0,,0,1,,,2.9,,,0,0,,62.1,0,,33.3,1,0,0.0,0,7,70.0,240,3,1,0,0,0,0,0.0,
Ben Davis,41960,ED,TEXAS,10,44,0,311,0,-4.0,100.0,28.6,2.0,2.0,0,0,0.0,70.9,0,-1,0.0,0,0,79.2,1,2,4.5,7,1,1,1,0,-1,3,-0.5,-1.0,0,1,2.2,100.0,53.2,6.4,6.4,0,0,0.0,55.6,0,14,0.0,0,0,102.5,5,33,75.0,62,1,3,5,0,43,32,1.3,8.6
