player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Ashton Whitner,158369,S,DOMINION,4,18,,18.0,263,0,39.6,0,1,0,0,0,0.0
Matt Koshiol,105952,LB,N DAKOTA,4,4,,4.0,249,0,39.6,0,1,0,0,0,0.0
Keeath Magee II,42816,LB,GARD-WEBB,4,5,,5.0,171,0,39.6,0,1,0,0,0,0.0
Troy Jakubec,105923,CB,YNGTOWN ST,6,13,,13.0,353,0,39.6,0,1,0,0,0,0.0
Demetries Ford,105921,CB,ARIZONA ST,2,2,,2.0,110,0,39.6,0,1,0,0,0,0.0
Malik Feaster,105868,CB,MEMPHIS,5,9,,2.3,218,1,0.0,0,4,0,0,0,0.0
Jourdan Powell,105847,CB,ROB MORRIS,2,6,,3.0,277,0,39.6,0,2,0,0,0,0.0
Jayden Anderson,105535,ED,CENT CT ST,9,22,,22.0,133,0,39.6,0,1,0,0,0,0.0
Michael Sherill Jr,180565,S,CENTRAL ST,2,9,,9.0,366,0,39.6,0,1,0,0,0,0.0
Bryce Graves,105368,LB,SAMFORD,2,2,,2.0,282,0,39.6,0,1,0,0,0,0.0
Cody Moser,180702,S,NWREDR,1,16,,16.0,1035,0,39.6,0,1,0,0,0,0.0
Wade Abrams,165363,LB,VALPO,7,22,,22.0,332,1,0.0,0,1,0,0,0,0.0
Ryan Sever,165324,LB,STTHOM,3,3,,3.0,1129,0,39.6,0,1,0,0,0,0.0
Rod Finley,165306,S,STTHOM,2,5,,5.0,1129,0,39.6,0,1,0,0,0,0.0
Cam Cope,165240,CB,DAYTON,2,3,,3.0,150,0,39.6,0,1,0,0,0,0.0
Anthony Njoku,165226,CB,DAVIDSON,2,2,,2.0,149,0,39.6,0,1,0,0,0,0.0
Jahnez Williams,165125,CB,STHLSK,4,4,,4.0,1470,0,39.6,0,1,0,0,0,0.0
Sam Murphy,165096,LB,STHLSK,3,5,,5.0,1470,0,39.6,0,1,0,0,0,0.0
Trey Gabriel,168507,LB,NAUSTA,1,2,,2.0,1453,0,39.6,0,1,0,0,0,0.0
Vincent Hill,168553,LB,TUSKEGEE,2,5,,5.0,405,0,39.6,0,1,0,0,0,0.0
Jamir Conn,171492,CB,S ILLINOIS,1,1,,1.0,295,0,39.6,0,1,0,0,0,0.0
Michael Cardilli,164932,LB,W ILLINOIS,2,4,,4.0,345,0,39.6,0,1,0,0,0,0.0
Cade Stephenson,164890,CB,S ILLINOIS,2,12,,12.0,295,0,39.6,0,1,0,0,0,0.0
Dominic Reaves,164846,CB,S DAKOTA,2,3,,3.0,291,0,39.6,0,1,0,0,0,0.0
Jason Dandridge,169208,CB,LINCOK,4,6,,3.0,1452,0,39.6,0,2,0,0,0,0.0
Elias Escobar,169523,S,SM HOUSTON,9,32,,16.0,281,0,39.6,0,2,0,0,0,0.0
JaTerious Evans,169712,ED,LA MONROE,6,7,,7.0,209,0,39.6,0,1,0,0,0,0.0
Braden Awls,171370,S,TOLEDO,2,4,,4.0,316,0,39.6,0,1,0,0,0,0.0
DJ Walker,171364,S,OHIO,1,1,,1.0,259,0,39.6,0,1,0,0,0,0.0
Tizell Lewis,164445,CB,N COLORADO,5,8,,8.0,253,0,39.6,0,1,0,0,0,0.0
Tevin Tucker,171266,S,KENT STATE,1,1,,1.0,201,0,39.6,0,1,0,0,0,0.0
River Hanson,170048,S,DUKE,1,1,,1.0,154,0,39.6,0,1,0,0,0,0.0
Edward Rhambo,164432,CB,N ARIZONA,4,5,,5.0,252,0,39.6,0,1,0,0,0,0.0
Ryan Krahe,164392,LB,MONTANA ST,1,1,,1.0,233,0,39.6,0,1,0,0,0,0.0
King Mack,170287,S,PENN STATE,4,4,,4.0,266,0,39.6,0,1,0,0,0,0.0
Zion Tracy,170301,CB,PENN STATE,2,2,,2.0,266,0,39.6,0,1,0,0,0,0.0
Blake Nichelson,170350,LB,FLORIDA ST,3,6,,6.0,167,0,39.6,0,1,0,0,0,0.0
Charles Christian,164203,S,CENT ARK,1,4,,2.0,132,0,39.6,0,2,0,0,0,0.0
Abdul Carter,164160,LB,PENN STATE,9,15,,15.0,266,0,39.6,0,1,0,0,0,0.0
Geimere Latimer II,170426,CB,JVILLE ST,6,27,,27.0,196,0,39.6,0,1,0,0,0,0.0
Jonathan Thompson,164156,LB,CINCINNATI,5,13,,13.0,138,0,39.6,0,1,0,0,0,0.0
Stefan Cameron,170508,CB,UTEP,3,8,,8.0,330,0,39.6,0,1,0,0,0,0.0
Michael Jordan Jr.,163934,CB,LEHIGH,2,3,,3.0,205,0,39.6,0,1,0,0,0,0.0
DJ McKinney,163824,CB,OKLA STATE,5,10,,10.0,262,0,39.6,0,1,0,0,0,0.0
Nickendre Stiger,163823,S,KANSAS ST,1,4,,4.0,199,0,39.6,0,1,0,0,0,0.0
Christian Harrison,163763,CB,TENNESSEE,2,3,,3.0,307,0,39.6,0,1,0,0,0,0.0
Julio Humphrey,163742,CB,GEORGIA,3,3,,3.0,173,0,39.6,0,1,0,0,0,0.0
Wesley Miller,163688,S,S ALABAMA,4,6,,6.0,288,0,39.6,0,1,0,0,0,0.0
Jaron Willis,163671,LB,S CAROLINA,3,7,,7.0,289,0,39.6,0,1,0,0,0,0.0
Benjamin Haywood III,172138,CB,MOREHEAD,4,6,,6.0,234,0,39.6,0,1,0,0,0,0.0
Jordan Sample,172204,CB,ARK STATE,1,2,,2.0,113,0,39.6,0,1,0,0,0,0.0
Dontez Fagan,172213,CB,CHARLOTTE,3,4,,4.0,136,0,39.6,0,1,0,0,0,0.0
Jordan Harris,167100,LB,GRAMBLING,2,5,,5.0,177,0,39.6,0,1,0,0,0,0.0
David Murphy,163356,S,NEW MEXICO,1,5,,5.0,241,0,39.6,0,1,0,0,0,0.0
Preston Rex,163255,S,BYU,1,2,,2.0,128,0,39.6,0,1,0,0,0,0.0
Levi Robins,171132,CB,COLUMBIA,2,6,,6.0,145,0,39.6,0,1,0,0,0,0.0
Braylon Howard,171145,CB,CORNELL,1,1,,1.0,147,0,39.6,0,1,0,0,0,0.0
Charles McCartherens,171206,CB,BUFFALO,4,6,,3.0,126,0,39.6,0,2,0,0,0,0.0
Jalon Ferrell,76698,S,UMASS,6,10,,10.0,216,0,39.6,0,1,0,0,0,0.0
Alexander Ford,163042,S,W KENTUCKY,2,12,,12.0,346,1,0.0,0,1,0,0,0,0.0
