player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Daniel Jackson,129654,WR,MINNESOTA,1,16,0,225,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,13.8,0,20.0,0.0,0,3,0.0,0,0,0,80.9,59.8,0,6,0.0,0,16,1,100.0,16,39.6,5,31.3,0,6,3,3.0,6.0,0.38
Travis Hunter,160766,CB,COLORADO,1,16,0,143,0,-1.9,1,71.4,,0,0,28.6,2,2,0,12.8,61.0,0,24,0.0,0,18,5,100.0,18,123.8,7,38.9,1,38,47,9.4,7.6,2.11,3.0,2,100.0,,0,0,0.0,0,0,0,36.7,70.2,0,12,0.0,0,1,1,100.0,1,116.7,1,100.0,0,12,9,9.0,12.0,12.0
Jordan Napier,175759,WR,S DIEGO ST,1,16,0,284,0,-2.7,4,100.0,,0,0,0.0,0,0,0,93.6,75.2,0,9,0.0,0,10,6,100.0,10,79.2,6,60.0,0,14,30,5.0,2.3,1.4,9.9,6,53.3,33.3,1,3,20.0,2,2,0,35.9,59.0,0,40,0.0,0,46,8,84.8,39,63.5,15,38.5,0,61,39,4.9,7.6,1.56
Tai Felton,144886,WR,MARYLAND,1,14,0,215,0,-0.7,0,100.0,,0,0,0.0,0,0,0,90.0,57.0,0,4,0.0,0,8,3,100.0,8,79.2,3,37.5,0,6,8,2.7,2.0,0.75,8.9,0,42.9,0.0,0,1,25.0,1,1,0,68.7,60.2,0,13,0.0,0,17,3,88.2,15,50.3,7,46.7,0,19,9,3.0,6.3,1.27
Brennan Presley,122982,WR,OKLA STATE,1,14,0,262,0,-2.0,1,100.0,,0,0,0.0,0,1,0,86.7,92.0,0,8,0.0,0,3,2,100.0,3,79.2,2,66.7,0,6,10,5.0,3.0,2.0,5.4,1,88.9,100.0,1,1,11.1,1,4,0,61.7,76.3,0,18,0.0,0,22,8,95.5,21,95.8,9,42.9,0,63,17,2.1,7.9,3.0
Nick Nash,98679,WR,S JOSE ST,1,13,0,285,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,25.9,1,46.2,50.0,1,2,25.0,2,6,0,28.2,77.9,0,40,0.0,0,36,6,86.1,31,117.8,13,41.9,1,161,41,6.8,26.8,5.19
Dymere Miller,142935,WR,RUTGERS,1,13,0,278,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,12.3,1,33.3,100.0,2,2,33.3,2,4,0,25.3,64.1,0,20,0.0,0,37,4,91.9,34,71.9,12,35.3,1,41,12,3.0,10.3,1.21
Terrance Ferguson,146563,TE,OREGON,1,12,0,264,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,50.9,0,2,16.7,1,6,1,83.3,5,79.2,1,20.0,0,2,4,4.0,2.0,0.4,17.8,0,25.0,0.0,0,1,50.0,1,1,0,25.3,67.6,0,9,12.5,1,8,1,87.5,7,79.2,4,57.1,1,9,0,0.0,9.0,1.29
Da'Quan Felton,104059,WR,VA TECH,1,12,0,337,0,,0,,,0,0,,0,0,0,,49.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,52.2,66.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Trent Walker,146340,WR,OREGON ST,1,12,0,265,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,0,0,80.1,66.8,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
