player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Xavier Worthy,144718,WR,TEXAS,1,23,0,311,0,-3.8,4,100.0,,0,0,0.0,0,1,0,95.2,96.3,0,10,0.0,0,11,8,100.0,11,94.8,8,72.7,0,54,84,10.5,6.8,4.91,12.8,0,66.7,50.0,1,2,0.0,0,5,0,83.3,82.9,1,33,0.0,0,17,6,94.1,16,100.7,9,56.3,2,93,37,6.2,15.5,5.81
A.T. Perry,77975,WR,WAKE,1,19,0,339,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,27.0,1,50.0,0.0,0,1,50.0,1,1,0,17.0,60.7,0,19,0.0,0,3,1,100.0,3,83.3,2,66.7,0,19,9,9.0,19.0,6.33
David Bell,97989,WR,PURDUE,1,17,0,273,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,67.9,0,11,0.0,0,8,1,100.0,8,112.5,1,12.5,0,11,13,13.0,11.0,1.38,2.0,1,100.0,,0,0,0.0,0,1,0,52.1,67.9,0,23,0.0,0,13,1,100.0,13,118.8,1,7.7,0,23,21,21.0,23.0,1.77
Konata Mumpfield,145598,WR,AKRON,1,16,0,102,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,12.9,0,77.8,,0,0,0.0,0,6,0,60.0,84.3,0,23,0.0,0,25,7,92.0,23,147.0,9,39.1,2,88,11,1.6,12.6,3.83
Hassan Beydoun,78185,WR,E MICHIGAN,1,16,0,160,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,12.3,0,56.3,50.0,2,4,10.0,1,6,0,67.8,65.6,1,21,0.0,0,54,9,100.0,54,45.1,16,29.6,0,85,40,4.4,9.4,1.57
Tyler Snead,90863,WR,E CAROLINA,1,16,0,156,0,-3.0,0,100.0,,0,0,0.0,0,1,0,86.7,78.3,0,7,0.0,0,5,2,100.0,5,87.5,2,40.0,0,10,16,8.0,5.0,2.0,4.2,0,80.0,66.7,2,3,0.0,0,7,0,88.9,80.7,0,19,0.0,0,45,12,97.8,44,95.0,15,34.1,0,102,54,4.5,8.5,2.32
Jahan Dotson,84375,WR,PENN STATE,1,15,0,266,0,-1.2,1,100.0,,0,0,0.0,0,1,0,92.6,63.0,0,13,0.0,0,9,5,100.0,9,79.2,5,55.6,0,12,18,3.6,2.4,1.33,4.5,1,83.3,,0,0,0.0,0,2,0,86.7,70.7,0,17,0.0,0,13,5,92.3,12,79.2,6,50.0,0,18,3,0.6,3.6,1.5
Emeka Emezie,61517,WR,NC STATE,1,15,0,248,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,55.2,0,-2,0.0,0,4,1,100.0,4,79.2,1,25.0,0,-2,0,0.0,-2.0,-0.5,14.0,0,0.0,,0,0,,0,0,0,84.7,85.2,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0
August Pitre III,75967,WR,RICE,1,15,0,275,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,10.5,0,50.0,0.0,0,1,33.3,1,1,0,25.4,60.0,1,27,0.0,0,12,2,100.0,12,36.5,4,33.3,0,31,10,5.0,15.5,2.58
Rakim Jarrett,129519,WR,MARYLAND,1,14,0,215,0,-2.7,1,100.0,,0,0,0.0,0,1,0,90.0,69.4,0,14,0.0,0,10,3,100.0,10,91.7,3,30.0,0,18,26,8.7,6.0,1.8,7.1,1,85.7,0.0,0,1,0.0,0,3,0,73.0,75.4,0,19,0.0,0,15,6,100.0,15,104.8,7,46.7,0,64,30,5.0,10.7,4.27
