player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Evan Stewart,158674,WR,TEXAS A&M,1,17,0,312,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,5.0,0,50.0,0.0,0,1,0.0,0,0,0,34.5,69.3,1,4,0.0,0,9,1,100.0,9,16.7,2,22.2,0,4,4,4.0,4.0,0.44
LaJohntay Wester,123616,WR,FAU,1,16,0,165,0,-3.5,0,100.0,,0,0,0.0,0,1,0,86.7,92.2,0,21,0.0,0,6,2,100.0,6,108.3,2,33.3,0,20,27,13.5,10.0,3.33,6.6,0,75.0,100.0,4,4,14.3,1,4,0,40.1,68.3,1,12,0.0,0,32,6,100.0,32,52.6,8,25.0,0,53,19,3.2,8.8,1.66
Matthew Golden,156165,WR,HOUSTON,1,14,0,182,0,-3.0,0,50.0,0.0,0,1,0.0,0,0,0,81.5,52.1,0,-1,0.0,0,6,1,100.0,6,56.3,2,33.3,0,-1,2,2.0,-1.0,-0.17,22.0,0,60.0,100.0,1,1,25.0,1,3,0,58.9,71.5,0,39,0.0,0,13,3,92.3,12,134.2,5,41.7,2,51,7,2.3,17.0,4.25
Jayden Higgins,150240,WR,IOWA STATE,1,13,0,193,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,7.6,0,80.0,,0,0,0.0,0,2,0,83.8,75.9,0,14,0.0,0,13,4,92.3,12,102.5,5,41.7,0,43,10,2.5,10.8,3.58
Will Sheppard,124360,WR,VANDERBILT,1,13,0,333,0,,0,,,0,0,,0,0,0,,51.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,14.5,0,100.0,,0,0,0.0,0,2,0,61.0,67.9,0,21,0.0,0,7,2,85.7,6,158.3,2,33.3,1,31,9,4.5,15.5,5.17
Xavier Weaver,101130,WR,COLORADO,1,12,0,143,0,-0.5,1,100.0,,0,0,0.0,0,2,0,86.7,91.5,0,39,0.0,0,5,2,100.0,5,118.8,2,40.0,0,51,52,26.0,25.5,10.2,,0,,,0,0,,0,0,0,63.6,76.7,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
Marvin Harrison Jr.,145056,WR,OHIO STATE,1,12,0,260,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,50.3,0,4,0.0,0,5,1,100.0,5,83.3,1,20.0,0,4,7,7.0,4.0,0.8,32.0,0,100.0,100.0,1,1,0.0,0,2,0,44.3,76.8,0,39,0.0,0,2,2,100.0,2,158.3,2,100.0,1,60,1,0.5,30.0,30.0
Corey Rucker,121539,WR,ARK STATE,1,12,0,113,0,-1.5,0,50.0,,0,0,50.0,1,1,0,0.0,55.3,0,18,0.0,0,4,1,100.0,4,81.3,2,50.0,0,18,20,20.0,18.0,4.5,-2.0,0,100.0,,0,0,0.0,0,1,0,25.7,55.4,0,18,0.0,0,2,1,100.0,2,118.8,1,50.0,0,18,20,20.0,18.0,9.0
Terrell Vaughn,157634,WR,UTAH ST,1,12,0,329,0,-4.0,0,100.0,,0,0,0.0,0,0,0,90.0,61.9,0,7,0.0,0,4,3,100.0,4,84.7,3,75.0,0,13,25,8.3,4.3,3.25,4.0,1,100.0,,0,0,0.0,0,3,0,85.1,74.1,0,21,0.0,0,19,10,94.7,18,128.3,10,55.6,1,68,36,3.6,6.8,3.78
Jacob Cowing,100894,WR,ARIZONA,1,12,0,109,0,-2.8,1,100.0,,0,0,0.0,0,1,1,91.4,61.0,0,9,0.0,0,9,4,88.9,8,80.2,4,50.0,0,13,24,6.0,3.3,1.63,3.6,1,57.1,33.3,1,3,0.0,0,1,0,81.5,64.3,1,9,0.0,0,34,4,91.2,31,22.6,7,22.6,0,14,24,6.0,3.5,0.45
